,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
2281,1.0,0.635,0.495,0.175,1.211,0.7070000000000001,0.2725,0.32299999999999995
2293,1.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475
2300,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22
2308,1.0,0.575,0.45,0.15,0.858,0.449,0.166,0.215
2312,1.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
2335,1.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998
2337,1.0,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025
2371,1.0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005
2384,1.0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625
2390,1.0,0.635,0.5,0.165,1.273,0.6535,0.213,0.365
2402,1.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515
2410,1.0,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002
2412,1.0,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
2446,1.0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515
2474,1.0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206
2478,1.0,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
2480,1.0,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035
2484,1.0,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12
2488,1.0,0.64,0.565,0.23,1.521,0.644,0.3720000000000001,0.406
2489,1.0,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465
2491,1.0,0.61,0.475,0.15,1.142,0.62,0.237,0.245
2493,1.0,0.36,0.27,0.09,0.232,0.12,0.0435,0.056
2498,1.0,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
2501,1.0,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205
2502,1.0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18
2503,1.0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
2520,1.0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355
2551,1.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006
2553,1.0,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1
2562,1.0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335
2568,1.0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085
2581,1.0,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08
2601,1.0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37
2613,1.0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
2623,1.0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
2631,1.0,0.56,0.41,0.165,0.93,0.3505,0.237,0.3
2642,1.0,0.64,0.54,0.175,1.221,0.51,0.259,0.39
2654,1.0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07
2677,1.0,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07
2678,1.0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055
2694,1.0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
2719,1.0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905
2735,1.0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295
2765,1.0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305
2772,1.0,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325
2783,1.0,0.61,0.47,0.145,1.153,0.403,0.29600000000000004,0.32
2803,1.0,0.57,0.45,0.15,0.9645,0.531,0.189,0.209
2815,1.0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25
2840,1.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364
2841,1.0,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1
2842,1.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
2884,1.0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37
2903,1.0,0.58,0.45,0.14,1.013,0.38,0.21600000000000005,0.36
2905,1.0,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195
2928,1.0,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925
2945,1.0,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375
2952,1.0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07
2953,1.0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
2976,1.0,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
2977,1.0,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655
2999,1.0,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25
3008,1.0,0.625,0.465,0.155,0.972,0.404,0.1845,0.35
3016,1.0,0.65,0.495,0.18,1.793,0.8005,0.339,0.53
3031,1.0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117
3037,1.0,0.61,0.495,0.19,1.213,0.464,0.306,0.365
3042,1.0,0.605,0.485,0.165,1.0735,0.4370000000000001,0.205,0.33
3060,1.0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24
3090,1.0,0.55,0.465,0.15,1.082,0.3575,0.194,0.19
3103,1.0,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915
3105,1.0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21
3139,1.0,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525
3158,1.0,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18
3180,1.0,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22
3185,1.0,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255
3187,1.0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39
3202,1.0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12
3215,1.0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225
3251,1.0,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03
3252,1.0,0.4,0.3,0.125,0.417,0.191,0.09,0.1175
3265,1.0,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
3295,1.0,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345
3320,1.0,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245
3323,1.0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125
3341,1.0,0.475,0.4,0.115,0.541,0.18600000000000005,0.1025,0.21
3366,1.0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24
3369,1.0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295
3399,1.0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545
3433,1.0,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04
3438,1.0,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705
3450,1.0,0.45,0.33,0.105,0.448,0.208,0.08900000000000001,0.12
3505,1.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65
3511,1.0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5
3515,1.0,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125
3518,1.0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885
3528,1.0,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4
3535,1.0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095
3547,1.0,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
3556,1.0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305
3557,1.0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
3562,1.0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105
3583,1.0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363
3597,1.0,0.475,0.365,0.115,0.499,0.232,0.0885,0.156
3634,1.0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585
3657,1.0,0.495,0.39,0.125,0.6655,0.284,0.162,0.2
3660,1.0,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113
3663,1.0,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264
3669,1.0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33
3710,1.0,0.36,0.28,0.105,0.199,0.0695,0.045,0.08
3716,1.0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2
3723,1.0,0.445,0.355,0.15,0.485,0.181,0.125,0.155
3742,1.0,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36
3744,1.0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51
