,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
494,1.0,0.0,1.0,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10.416231206278976,10.0
505,1.0,0.0,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,9.64504932063035,10.0
520,1.0,0.0,1.0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,10.764698659566388,11.0
521,1.0,0.0,0.0,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8.043295025286174,8.0
532,1.0,0.0,1.0,0.61,0.48,0.17,1.137,0.4565,0.29,0.34700000000000003,10.187606981551257,10.0
536,1.0,1.0,0.0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,7.662587981802724,8.0
542,1.0,0.0,1.0,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9.495840140143656,9.0
551,1.0,1.0,0.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.403612909313072,9.0
552,1.0,0.0,1.0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,6.846508748383124,7.0
560,1.0,0.0,0.0,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,8.858541770687953,9.0
568,1.0,0.0,1.0,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,9.910631662163835,10.0
572,1.0,0.0,0.0,0.28,0.215,0.08,0.132,0.07200000000000001,0.022,0.033,4.9284936975816835,5.0
575,1.0,0.0,1.0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7.166012511398549,7.0
581,1.0,0.0,1.0,0.58,0.455,0.17,0.93,0.408,0.259,0.22,8.682557596352503,9.0
585,1.0,0.0,0.0,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,5.732853779673905,6.0
587,1.0,1.0,0.0,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9.144044379682807,9.0
588,1.0,0.0,0.0,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,7.859490202157492,8.0
591,1.0,0.0,1.0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,7.755055676585292,8.0
592,1.0,0.0,0.0,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,8.69682534599629,9.0
605,1.0,0.0,0.0,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,7.697682642991684,8.0
613,1.0,0.0,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.202,0.305,10.299281635163123,10.0
628,1.0,0.0,1.0,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9.46641160723757,9.0
632,1.0,1.0,0.0,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,8.93799667338908,9.0
633,1.0,1.0,0.0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,7.674789451085734,8.0
636,1.0,1.0,0.0,0.64,0.5,0.15,1.2015,0.5589999999999999,0.231,0.3355,9.431336015601795,9.0
637,1.0,1.0,0.0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,9.921138046941312,10.0
640,1.0,0.0,1.0,0.51,0.405,0.15,0.7035,0.34700000000000003,0.134,0.1885,8.009003363203206,8.0
647,1.0,1.0,0.0,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6.166394041933124,6.0
655,1.0,0.0,0.0,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4.0865416710681535,4.0
669,1.0,1.0,0.0,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,8.887531872945889,9.0
674,1.0,0.0,0.0,0.2,0.145,0.06,0.037000000000000005,0.0125,0.0095,0.011,4.161581028095809,4.0
682,1.0,1.0,0.0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,9.989240849159907,10.0
687,1.0,0.0,1.0,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11.062672001761072,11.0
688,1.0,0.0,0.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6.287023921615269,6.0
689,1.0,0.0,1.0,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10.21865164895288,10.0
690,1.0,1.0,0.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,8.84685239303349,9.0
691,1.0,0.0,0.0,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,5.887675681482743,6.0
699,1.0,0.0,0.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,6.963153540170161,7.0
707,1.0,0.0,0.0,0.495,0.33,0.1,0.44,0.177,0.095,0.15,7.379711638364651,7.0
708,1.0,0.0,1.0,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8.045005805648126,8.0
711,1.0,0.0,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7.018458183494771,7.0
715,1.0,1.0,0.0,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,10.46475952476149,10.0
716,1.0,0.0,0.0,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6.065086907903381,6.0
722,1.0,1.0,0.0,0.49,0.375,0.15,0.5755,0.22,0.14400000000000002,0.19,8.600427502859391,9.0
729,1.0,0.0,0.0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,4.972282274945918,5.0
734,1.0,0.0,0.0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,7.897386110638666,8.0
739,1.0,0.0,1.0,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,8.742701269385615,9.0
744,1.0,0.0,1.0,0.625,0.495,0.175,1.254,0.5815,0.28600000000000003,0.3185,9.11775362163259,9.0
754,1.0,0.0,1.0,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,7.665784188974612,8.0
758,1.0,0.0,0.0,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,6.829188920467107,7.0
763,1.0,1.0,0.0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10.554188602330578,10.0
764,1.0,0.0,1.0,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9.123229493460627,9.0
767,1.0,1.0,0.0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,9.983711457407958,10.0
770,1.0,1.0,0.0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10.509270166146342,10.0
774,1.0,0.0,0.0,0.59,0.46,0.125,0.755,0.334,0.15,0.238,8.817769583137501,9.0
780,1.0,1.0,0.0,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8.124415152128266,8.0
783,1.0,0.0,0.0,0.3,0.22,0.065,0.1195,0.052000000000000005,0.0155,0.035,5.1909178353974905,5.0
789,1.0,1.0,0.0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,8.611620557166829,9.0
794,1.0,0.0,0.0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6.038750766066178,6.0
803,1.0,0.0,1.0,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,7.7455253761253475,8.0
808,1.0,0.0,0.0,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,3.9478479656228505,4.0
811,1.0,0.0,1.0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9.069989300506432,9.0
817,1.0,1.0,0.0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,9.86904997375275,10.0
818,1.0,1.0,0.0,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9.194797754652312,9.0
825,1.0,1.0,0.0,0.7,0.575,0.205,1.773,0.605,0.447,0.5379999999999999,13.086851630322144,13.0
826,1.0,0.0,0.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5.0076325332100415,5.0
827,1.0,0.0,0.0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,5.7413243955419135,6.0
832,1.0,0.0,0.0,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7.242789844145952,7.0
834,1.0,0.0,1.0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7.35348222346401,7.0
835,1.0,0.0,0.0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,4.979809191801979,5.0
836,1.0,1.0,0.0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175,7.805367042111465,8.0
848,1.0,0.0,1.0,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,7.639391438772071,8.0
850,1.0,1.0,0.0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,9.591095856323893,10.0
862,1.0,1.0,0.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.117,0.1335,7.131536157700803,7.0
863,1.0,0.0,0.0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8.397497855033327,8.0
869,1.0,0.0,0.0,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065,4.000949215553758,4.0
873,1.0,1.0,0.0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9.086945012468165,9.0
874,1.0,0.0,1.0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10.061864417079198,10.0
879,1.0,0.0,1.0,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,9.83326412680222,10.0
883,1.0,0.0,0.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6.25393552052878,6.0
890,1.0,0.0,0.0,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,7.765028651243409,8.0
894,1.0,0.0,0.0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,7.982288414636748,8.0
896,1.0,0.0,1.0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8.213947185532543,8.0
898,1.0,0.0,0.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,5.777241966402207,6.0
899,1.0,0.0,0.0,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,5.855738165571344,6.0
900,1.0,1.0,0.0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,8.750303387804752,9.0
904,1.0,0.0,1.0,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,8.774893579404832,9.0
909,1.0,0.0,0.0,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5.037379969733523,5.0
910,1.0,0.0,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9.214385299192415,9.0
917,1.0,1.0,0.0,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,11.871770137461173,12.0
938,1.0,0.0,1.0,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,11.948390115230804,12.0
942,1.0,0.0,1.0,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8.322424012476318,8.0
947,1.0,0.0,1.0,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7.118745726937228,7.0
948,1.0,0.0,0.0,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7.40917445634358,7.0
952,1.0,0.0,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9.019341574528104,9.0
960,1.0,0.0,0.0,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105,6.825013356576306,7.0
963,1.0,0.0,1.0,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8.101532230808347,8.0
970,1.0,0.0,0.0,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,6.133460026290456,6.0
974,1.0,0.0,1.0,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11.220305846371158,11.0
981,1.0,0.0,1.0,0.575,0.45,0.155,0.8859999999999999,0.3605,0.211,0.2575,9.460611937603332,9.0
985,1.0,0.0,0.0,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9.239232410149523,9.0
991,1.0,0.0,1.0,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9.107755499520799,9.0
1003,1.0,0.0,0.0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,5.962030410890616,6.0
1004,1.0,1.0,0.0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9.382739780289368,9.0
1023,1.0,0.0,1.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8.228986847579534,8.0
1024,1.0,0.0,0.0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5.220171630303249,5.0
1025,1.0,1.0,0.0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,8.7532116500507,9.0
1029,1.0,0.0,1.0,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7.035723616176502,7.0
1032,1.0,1.0,0.0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,11.74979197199229,12.0
1059,1.0,0.0,0.0,0.44,0.355,0.12,0.495,0.231,0.11,0.125,6.808145693723464,7.0
1060,1.0,0.0,0.0,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,5.945152625279886,6.0
1061,1.0,0.0,0.0,0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,6.732916730237875,7.0
1065,1.0,0.0,0.0,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7.311067972349661,7.0
1073,1.0,1.0,0.0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,7.860563398538604,8.0
1082,1.0,1.0,0.0,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10.194958713046269,10.0
1085,1.0,1.0,0.0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10.48461880914368,10.0
1099,1.0,1.0,0.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9.119195996163704,9.0
1109,1.0,1.0,0.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10.402872372473524,10.0
1115,1.0,0.0,0.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6.227656562789298,6.0
1116,1.0,0.0,1.0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.16899999999999998,7.947714127283334,8.0
1119,1.0,0.0,1.0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9.13794826025799,9.0
1126,1.0,0.0,1.0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,9.683058981946335,10.0
1137,1.0,1.0,0.0,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488,10.98616901159995,11.0
1144,1.0,0.0,0.0,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,4.9007124412570855,5.0
1145,1.0,0.0,1.0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,8.602881594580502,9.0
