,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
271,1.0,0.0,0.0,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001,7.880953196755986,8.0
283,1.0,0.0,1.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,11.959479975234924,12.0
285,1.0,0.0,0.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,8.788597827297433,9.0
288,1.0,1.0,0.0,0.52,0.41,0.155,0.727,0.29100000000000004,0.1835,0.235,12.22832357426436,12.0
297,1.0,0.0,0.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,10.458485164884957,11.0
298,1.0,0.0,0.0,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145,9.9106700425811,10.0
299,1.0,0.0,1.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12.136557711936678,12.0
303,1.0,1.0,0.0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195,10.364387169852392,10.0
311,1.0,0.0,0.0,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8.126472976131202,8.0
329,1.0,0.0,0.0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7.2175934643689805,7.0
335,1.0,0.0,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000005,0.195,10.165794723154246,10.0
345,1.0,1.0,0.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11.184055353566315,11.0
352,1.0,0.0,0.0,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9.143544240257885,9.0
360,1.0,1.0,0.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,9.802518155536882,10.0
370,1.0,0.0,0.0,0.395,0.3,0.09,0.279,0.134,0.049,0.075,7.845423618938117,8.0
376,1.0,0.0,0.0,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215,8.636831557313144,9.0
397,1.0,1.0,0.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,10.249474775548135,10.0
407,1.0,0.0,0.0,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,10.734486514456314,11.0
414,1.0,0.0,0.0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,12.77518205109402,13.0
416,1.0,0.0,1.0,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,10.785049069835045,11.0
426,1.0,1.0,0.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20.582622302746337,20.0
431,1.0,1.0,0.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,15.73064239182061,16.0
439,1.0,0.0,1.0,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15.064779620839287,15.0
453,1.0,0.0,1.0,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245,11.980757567704757,12.0
459,1.0,1.0,0.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12.228348169383295,12.0
468,1.0,1.0,0.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17.282625401936933,17.0
471,1.0,0.0,1.0,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12.458885545084506,12.0
475,1.0,0.0,1.0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315,12.400634041851493,12.0
485,1.0,0.0,1.0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12.224037270694005,12.0
489,1.0,0.0,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11.415259754453722,11.0
501,1.0,1.0,0.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10.251559438278242,10.0
503,1.0,0.0,0.0,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8.336775796770429,8.0
507,1.0,0.0,0.0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7.028386027283927,7.0
512,1.0,0.0,0.0,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12.58380875052028,12.0
513,1.0,0.0,0.0,0.57,0.44,0.13,0.7665,0.34700000000000003,0.1785,0.202,9.619130641544036,10.0
514,1.0,0.0,1.0,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10.172037375093634,10.0
544,1.0,0.0,0.0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7.094475215129452,7.0
546,1.0,0.0,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,7.253531376319963,7.0
550,1.0,0.0,0.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9.09736037384793,9.0
554,1.0,0.0,1.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16.06489093549705,16.0
562,1.0,1.0,0.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,9.760901373646993,10.0
563,1.0,0.0,0.0,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,7.925864594226385,8.0
566,1.0,0.0,0.0,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,10.677825227286153,11.0
567,1.0,1.0,0.0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,10.861494187387413,11.0
569,1.0,1.0,0.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11.145469474082827,11.0
582,1.0,1.0,0.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20.044586548681234,20.0
598,1.0,0.0,0.0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,6.810678657208846,7.0
602,1.0,0.0,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.4370000000000001,12.418168334725918,13.0
607,1.0,0.0,0.0,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10.178995871455161,10.0
619,1.0,0.0,0.0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7.251517918853078,7.0
629,1.0,0.0,0.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,10.546017635794115,11.0
645,1.0,1.0,0.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10.312241246466298,10.0
646,1.0,1.0,0.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,10.553107219764904,11.0
654,1.0,1.0,0.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,16.392459199764943,17.0
656,1.0,0.0,0.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11.334653554484984,11.0
685,1.0,0.0,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,11.75299212365519,12.0
698,1.0,0.0,1.0,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10.088228364901116,10.0
720,1.0,1.0,0.0,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,12.154494511551007,12.0
727,1.0,1.0,0.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,10.829725543093744,11.0
732,1.0,0.0,1.0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13.56164196904797,13.0
737,1.0,0.0,0.0,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9.190948265023907,9.0
741,1.0,0.0,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9.233413434233638,9.0
746,1.0,0.0,0.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,9.912882738765346,10.0
747,1.0,1.0,0.0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12.454569634024995,12.0
775,1.0,0.0,0.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13.58305644039013,13.0
785,1.0,0.0,1.0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,11.975350656324466,12.0
788,1.0,0.0,0.0,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002,6.261079268746664,6.0
796,1.0,1.0,0.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,12.567374566206047,13.0
798,1.0,0.0,1.0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,6.899259003391934,7.0
799,1.0,1.0,0.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,16.23394448637711,17.0
804,1.0,0.0,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,9.560359916397474,10.0
814,1.0,0.0,0.0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,7.924002540355835,8.0
816,1.0,1.0,0.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10.119968221908078,10.0
821,1.0,1.0,0.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12.13275551410954,12.0
824,1.0,1.0,0.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,12.77022117703427,13.0
841,1.0,0.0,1.0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12.34279558530064,12.0
843,1.0,0.0,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,13.59614370916065,14.0
844,1.0,1.0,0.0,0.605,0.485,0.165,1.0735,0.4370000000000001,0.205,0.33,14.044946785231181,14.0
845,1.0,1.0,0.0,0.61,0.47,0.145,1.153,0.403,0.29600000000000004,0.32,13.531588065081658,14.0
856,1.0,1.0,0.0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12.591807374875344,12.0
866,1.0,1.0,0.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12.087485241353018,12.0
867,1.0,1.0,0.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,11.87865393588436,12.0
875,1.0,1.0,0.0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17.18380760789121,17.0
886,1.0,0.0,1.0,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11.427678119834962,11.0
891,1.0,0.0,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,15.951893148592804,16.0
895,1.0,0.0,0.0,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11.197087304987129,11.0
912,1.0,0.0,1.0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,14.98284053929489,15.0
916,1.0,0.0,1.0,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815,10.471723900465161,10.0
920,1.0,1.0,0.0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13.627662841944515,13.0
922,1.0,0.0,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12.175735337262585,12.0
926,1.0,0.0,1.0,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,16.824120675805588,17.0
939,1.0,0.0,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,8.900497289598313,9.0
945,1.0,1.0,0.0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13.431816802633854,13.0
973,1.0,0.0,1.0,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11.474143940710261,11.0
975,1.0,0.0,1.0,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,11.714314323008054,12.0
993,1.0,0.0,1.0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15.523631975133183,15.0
1016,1.0,0.0,0.0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10.499811029250758,10.0
1018,1.0,1.0,0.0,0.64,0.54,0.175,1.221,0.51,0.259,0.39,14.55815999107524,15.0
1034,1.0,1.0,0.0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,12.414633559112819,13.0
1039,1.0,1.0,0.0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11.499295300489358,11.0
1045,1.0,0.0,1.0,0.65,0.515,0.18,1.3315,0.5665,0.34700000000000003,0.405,13.184077619907772,13.0
1047,1.0,0.0,1.0,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,11.844770987859825,12.0
1057,1.0,1.0,0.0,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,13.596459479086374,13.0
1068,1.0,1.0,0.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,9.857868478734899,10.0
1075,1.0,0.0,0.0,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7.052878675724257,7.0
1103,1.0,1.0,0.0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9.151596125077129,9.0
1106,1.0,0.0,1.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13.470228103381542,13.0
1111,1.0,1.0,0.0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10.066943401605958,10.0
1117,1.0,0.0,1.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9.354696966361159,9.0
1118,1.0,0.0,1.0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10.396582570759424,10.0
1131,1.0,0.0,0.0,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8.206473557423214,8.0
1132,1.0,0.0,0.0,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7.062653604737555,7.0
1136,1.0,0.0,0.0,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,10.958550244326696,11.0
1139,1.0,1.0,0.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,15.695293941295137,16.0
1142,1.0,0.0,0.0,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,9.965874902341245,10.0
1143,1.0,1.0,0.0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,10.755526449724355,11.0
1149,1.0,0.0,1.0,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11.431509509093543,11.0
1153,1.0,0.0,0.0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9.092632577084556,9.0
1156,1.0,1.0,0.0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,10.60453608594425,11.0
1173,1.0,1.0,0.0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14.047876207550368,14.0
1180,1.0,0.0,0.0,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,9.744183720207873,10.0
1189,1.0,0.0,0.0,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8.073419496627524,8.0
1202,1.0,0.0,1.0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9.355447544770206,9.0
1203,1.0,1.0,0.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10.460639184017364,10.0
1206,1.0,0.0,0.0,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,8.940297223740803,9.0
1212,1.0,0.0,1.0,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11.361358026846228,11.0
1213,1.0,0.0,0.0,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7.302610034963707,7.0
1232,1.0,1.0,0.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,15.967920749402762,16.0
1238,1.0,0.0,1.0,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13.345231423896115,13.0
1243,1.0,0.0,0.0,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11.168414500809293,11.0
1255,1.0,0.0,1.0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15.153766643386628,15.0
1261,1.0,1.0,0.0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14.445247074487579,14.0
1265,1.0,0.0,1.0,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10.352942122852518,10.0
1274,1.0,0.0,0.0,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,7.815552285437222,8.0
1286,1.0,0.0,0.0,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,8.74830582176553,9.0
1292,1.0,0.0,1.0,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10.472598397787497,10.0
1297,1.0,1.0,0.0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,10.960249161426486,11.0
1304,1.0,0.0,1.0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,15.860863754457341,16.0
1315,1.0,0.0,0.0,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8.09179232930805,8.0
1326,1.0,1.0,0.0,0.57,0.45,0.15,0.9645,0.531,0.189,0.209,9.187263229588932,9.0
1329,1.0,0.0,1.0,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13.215118144054731,13.0
1332,1.0,0.0,0.0,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,5.84860031109225,6.0
1333,1.0,0.0,0.0,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,8.836470149828287,9.0
1342,1.0,0.0,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,8.684836287757738,9.0
1355,1.0,0.0,0.0,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10.12182579980039,10.0
1375,1.0,0.0,0.0,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10.168409594039536,10.0
1385,1.0,0.0,0.0,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,7.765201591566676,8.0
1392,1.0,1.0,0.0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9.08627523779346,9.0
1393,1.0,1.0,0.0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13.353625821163952,13.0
1395,1.0,0.0,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11.013495245606169,11.0
1400,1.0,0.0,0.0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,7.693519152134391,8.0
1414,1.0,0.0,0.0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6.238990159933792,6.0
1415,1.0,1.0,0.0,0.635,0.495,0.175,1.211,0.7070000000000001,0.2725,0.32299999999999995,8.836250057520795,9.0
1417,1.0,0.0,1.0,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12.290194483409694,12.0
1421,1.0,0.0,1.0,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,11.660640578443079,12.0
1422,1.0,0.0,1.0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10.116184911425243,10.0
1429,1.0,0.0,1.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,8.57914010752997,9.0
1431,1.0,0.0,1.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13.372714400836577,13.0
1435,1.0,0.0,0.0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,10.784348241971102,11.0
1450,1.0,1.0,0.0,0.475,0.4,0.115,0.541,0.18600000000000005,0.1025,0.21,12.498868390972476,13.0
1461,1.0,0.0,0.0,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10.328260803335489,10.0
1473,1.0,1.0,0.0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,14.353058320148268,15.0
1481,1.0,0.0,0.0,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,9.100788787598276,9.0
1483,1.0,0.0,1.0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,11.684841232260823,12.0
1491,1.0,0.0,0.0,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10.32436070659683,10.0
1501,1.0,0.0,0.0,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,10.009047023142177,10.0
1519,1.0,0.0,0.0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,9.931561007203301,10.0
1527,1.0,0.0,0.0,0.44,0.365,0.11,0.4465,0.213,0.08900000000000001,0.1135,8.714073831459782,9.0
1535,1.0,0.0,1.0,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,8.788348978619553,9.0
1538,1.0,0.0,1.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,12.746748553939629,13.0
1541,1.0,1.0,0.0,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,10.823671475719962,11.0
1546,1.0,0.0,1.0,0.68,0.52,0.175,1.543,0.7525,0.35100000000000003,0.374,10.725235739364274,11.0
1547,1.0,0.0,0.0,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,9.784851655516757,10.0
1550,1.0,0.0,1.0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,11.693482256639454,12.0
1576,1.0,1.0,0.0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14.168727384465504,14.0
1588,1.0,0.0,0.0,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12,8.627208526939985,9.0
1589,1.0,0.0,1.0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,9.594971527701624,10.0
1597,1.0,0.0,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31,14.516156567571223,15.0
1605,1.0,0.0,1.0,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,8.993424964903774,9.0
1614,1.0,0.0,0.0,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33,13.095184073607706,13.0
1626,1.0,0.0,0.0,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,10.439251845471658,11.0
1631,1.0,0.0,1.0,0.575,0.47,0.165,0.853,0.292,0.179,0.35,15.432122062313635,16.0
1646,1.0,1.0,0.0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,12.50023099539131,13.0
1651,1.0,1.0,0.0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11.046011222688342,11.0
1653,1.0,0.0,1.0,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11.145004075452478,11.0
1667,1.0,1.0,0.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,10.53772391420632,11.0
1670,1.0,0.0,1.0,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13.032006832093447,13.0
1672,1.0,0.0,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,11.472639680215828,12.0
1687,1.0,1.0,0.0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,12.6392750752999,13.0
1697,1.0,0.0,1.0,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9.126330245870486,9.0
1700,1.0,1.0,0.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,11.872477428647223,12.0
1708,1.0,0.0,1.0,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12.529049678649491,12.0
1717,1.0,1.0,0.0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,9.786073192176245,10.0
1724,1.0,1.0,0.0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,10.585977260838021,11.0
1732,1.0,0.0,1.0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10.413160529417745,10.0
1737,1.0,1.0,0.0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10.268310587128227,10.0
1740,1.0,0.0,1.0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11.244025209035637,11.0
1753,1.0,0.0,1.0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,10.936507033335186,11.0
1760,1.0,1.0,0.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10.492272318866997,10.0
1770,1.0,0.0,0.0,0.56,0.435,0.135,0.72,0.329,0.103,0.251,11.232478306733086,11.0
1771,1.0,0.0,0.0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,8.686516825038623,9.0
