,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
778,1.0,1.0,0.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10.003982006362788,10.0
913,1.0,1.0,0.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,16.598331654068062,17.0
919,1.0,0.0,0.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,13.989503879849751,14.0
929,1.0,0.0,0.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,13.776220494952783,14.0
930,1.0,0.0,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,21.908958291259907,22.0
932,1.0,1.0,0.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,13.70647776646144,14.0
933,1.0,0.0,0.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042,8.722972136889954,9.0
934,1.0,0.0,0.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,13.919168449347339,14.0
949,1.0,1.0,0.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14.264559924922306,14.0
986,1.0,0.0,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21.26073277051586,21.0
990,1.0,0.0,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37,19.757562413888508,20.0
1013,1.0,0.0,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11.217938610562827,11.0
1037,1.0,0.0,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,16.971064405081368,17.0
1038,1.0,0.0,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,12.919570531411104,13.0
1090,1.0,1.0,0.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13.396547354756668,13.0
1160,1.0,0.0,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,14.92252727314704,15.0
1296,1.0,0.0,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,14.779187721616278,15.0
1380,1.0,0.0,0.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,11.46996997429612,12.0
1384,1.0,0.0,1.0,0.64,0.495,0.165,1.307,0.6779999999999999,0.292,0.266,11.240978961465265,11.0
1426,1.0,1.0,0.0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14.012958277994262,14.0
1437,1.0,0.0,1.0,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10.096285482568078,10.0
1467,1.0,0.0,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,12.952788100597779,13.0
1498,1.0,0.0,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10.208798956969353,10.0
1511,1.0,0.0,1.0,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,13.796295618003203,14.0
1545,1.0,0.0,0.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12.42885087203261,12.0
1619,1.0,0.0,0.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10.455489324672604,10.0
1654,1.0,1.0,0.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13.146246775870786,13.0
1656,1.0,1.0,0.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,17.475031530710307,18.0
1674,1.0,0.0,0.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7.020322307631875,7.0
1675,1.0,1.0,0.0,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13,12.311925757038207,12.0
1726,1.0,0.0,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10.337473819860458,10.0
1735,1.0,0.0,1.0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,13.606990097156114,14.0
1780,1.0,0.0,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11.242171168426333,11.0
1825,1.0,0.0,1.0,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,9.742270131077436,10.0
1826,1.0,1.0,0.0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,12.611086735441877,13.0
1856,1.0,0.0,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,13.80277570261397,14.0
1861,1.0,1.0,0.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17.065410268107172,17.0
1887,1.0,1.0,0.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11.202027843819241,11.0
1897,1.0,0.0,0.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11.191988871958939,11.0
1936,1.0,1.0,0.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14.052843804711019,14.0
2033,1.0,0.0,0.0,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,13.338389844171807,14.0
2049,1.0,0.0,0.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12.092956237687162,12.0
2072,1.0,0.0,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15.309688023368658,15.0
2086,1.0,1.0,0.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12.245272327876194,12.0
2127,1.0,1.0,0.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15.17194559124634,15.0
2178,1.0,1.0,0.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145,12.891307388634868,13.0
2195,1.0,1.0,0.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11.199021873216488,11.0
2301,1.0,0.0,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17.183719179753545,17.0
2327,1.0,0.0,0.0,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,10.703419921284492,11.0
2348,1.0,1.0,0.0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12.325814588348486,12.0
2350,1.0,0.0,0.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11.366821476365283,11.0
2473,1.0,0.0,1.0,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11.216720989741125,11.0
2487,1.0,1.0,0.0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15.051091660725426,15.0
2553,1.0,0.0,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11.125088509821152,11.0
2574,1.0,0.0,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21.17912648407418,21.0
2597,1.0,0.0,1.0,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13,11.59123033436348,12.0
2600,1.0,0.0,1.0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18.141714357146157,18.0
2604,1.0,0.0,0.0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17.113336115269167,17.0
2620,1.0,0.0,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,19.50710804986322,20.0
2629,1.0,1.0,0.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,11.499294103385818,12.0
2639,1.0,0.0,0.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12.45829895969731,12.0
2692,1.0,1.0,0.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17.020973258747386,17.0
2717,1.0,1.0,0.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,13.36998679854977,14.0
2776,1.0,0.0,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20.331300313540773,20.0
2785,1.0,0.0,0.0,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10.037605964313357,10.0
2826,1.0,0.0,0.0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,8.953895639962873,9.0
2862,1.0,0.0,0.0,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11.29191656368451,11.0
2884,1.0,1.0,0.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,17.65414629654134,18.0
2885,1.0,0.0,0.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000005,11.134692356211566,11.0
2922,1.0,0.0,0.0,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6.072624099305479,6.0
2937,1.0,0.0,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,13.782617056307467,14.0
2951,1.0,0.0,0.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,9.729753083755277,10.0
2970,1.0,1.0,0.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,16.291651573963243,16.0
2974,1.0,1.0,0.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,11.895450697439733,12.0
3019,1.0,1.0,0.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16.014332003493816,16.0
3089,1.0,0.0,0.0,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,12.363437463714046,13.0
3090,1.0,0.0,1.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,10.59504116262771,11.0
3112,1.0,0.0,0.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,15.783327093027022,16.0
3121,1.0,0.0,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17.32908560403539,17.0
3130,1.0,0.0,0.0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9.08345015162918,9.0
3164,1.0,0.0,0.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,14.874388611359507,15.0
3187,1.0,1.0,0.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,24.97236437725713,25.0
3191,1.0,0.0,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12.26342059334122,12.0
3224,1.0,0.0,0.0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8.232118626549726,8.0
3233,1.0,0.0,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,14.75099183933342,15.0
3270,1.0,1.0,0.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11.39915342552942,11.0
3364,1.0,1.0,0.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10.177773573182327,10.0
3387,1.0,1.0,0.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,11.859702311150073,12.0
3407,1.0,0.0,1.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,14.715251854836945,15.0
3437,1.0,0.0,1.0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20.328942760373213,20.0
3453,1.0,0.0,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26,14.63214917917409,15.0
3465,1.0,1.0,0.0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15.027437333355985,15.0
3482,1.0,0.0,0.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,14.757866236207363,15.0
3501,1.0,0.0,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15.460550797493932,15.0
3514,1.0,1.0,0.0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,12.911625227499474,13.0
3540,1.0,0.0,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,14.819464856361517,15.0
3554,1.0,0.0,0.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16.132778690689122,16.0
3565,1.0,0.0,0.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3,16.781995632701946,17.0
3580,1.0,0.0,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,11.966005256975382,12.0
3628,1.0,0.0,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,8.82405626814832,9.0
3679,1.0,1.0,0.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14.02798143984589,14.0
