,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
105,1.0,0.0,0.0,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16,7.802978388848887,8.0
106,1.0,0.0,0.0,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8.080368852077969,8.0
107,1.0,1.0,0.0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7.278886095889801,7.0
111,1.0,0.0,0.0,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8.242697517939362,8.0
118,1.0,0.0,1.0,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9.010677557373802,9.0
121,1.0,1.0,0.0,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10.172008771085236,10.0
134,1.0,0.0,0.0,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6.017569996788625,6.0
139,1.0,0.0,1.0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,8.82782067839951,9.0
140,1.0,1.0,0.0,0.605,0.46,0.17,1.122,0.34700000000000003,0.3045,0.315,13.300447725044165,13.0
141,1.0,0.0,1.0,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9.246834231420069,9.0
146,1.0,0.0,1.0,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105,8.895165905351332,9.0
150,1.0,0.0,0.0,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,7.197000283048477,7.0
152,1.0,0.0,1.0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10.308479091675324,10.0
153,1.0,1.0,0.0,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13.035576859836805,13.0
154,1.0,0.0,1.0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,9.589801852569918,10.0
161,1.0,0.0,0.0,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7.313077069909634,7.0
168,1.0,1.0,0.0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10.325202238933796,10.0
176,1.0,0.0,1.0,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11.100603912848419,11.0
178,1.0,0.0,1.0,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11.093424157961415,11.0
184,1.0,1.0,0.0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11.05200135355538,11.0
187,1.0,0.0,0.0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,8.783914119822148,9.0
201,1.0,0.0,1.0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,9.557311688768605,10.0
204,1.0,0.0,1.0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15.131777452854351,15.0
207,1.0,1.0,0.0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9.261192025793447,9.0
213,1.0,0.0,1.0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,9.81555468284672,10.0
227,1.0,0.0,1.0,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,10.18727893835954,10.0
232,1.0,0.0,0.0,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8.287350314609476,8.0
233,1.0,0.0,1.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,9.617933167736084,10.0
237,1.0,1.0,0.0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,9.52460707380616,10.0
240,1.0,1.0,0.0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10.088018765832828,10.0
249,1.0,0.0,0.0,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5.193150154310684,5.0
254,1.0,0.0,0.0,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,8.850764074104276,9.0
255,1.0,1.0,0.0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,13.521163152020842,14.0
258,1.0,0.0,1.0,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,10.981209124678013,11.0
263,1.0,1.0,0.0,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292,11.508352959014015,12.0
266,1.0,0.0,1.0,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271,9.513113993584291,10.0
272,1.0,0.0,1.0,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11.163827995213364,11.0
300,1.0,0.0,0.0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7.131338154871298,7.0
308,1.0,0.0,0.0,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,7.989072775516708,8.0
310,1.0,1.0,0.0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9.397386506243457,9.0
312,1.0,0.0,0.0,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9.41229430643634,9.0
318,1.0,0.0,1.0,0.57,0.42,0.155,1.008,0.377,0.193,0.34,12.572688262328109,13.0
320,1.0,0.0,1.0,0.66,0.515,0.2,1.6465,0.7490000000000001,0.422,0.401,10.660309683804215,11.0
321,1.0,0.0,0.0,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,7.731150449159976,8.0
322,1.0,0.0,1.0,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,10.902402774481873,11.0
324,1.0,0.0,1.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,10.571697209210894,11.0
327,1.0,0.0,1.0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,7.7146939314554395,8.0
330,1.0,0.0,1.0,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,9.847542474857095,10.0
333,1.0,0.0,0.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7.1702738892853635,7.0
334,1.0,0.0,0.0,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8.092439187302926,8.0
337,1.0,1.0,0.0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11.006847331000957,11.0
340,1.0,0.0,1.0,0.625,0.475,0.175,1.3405,0.6559999999999999,0.28300000000000003,0.337,9.971069758017261,10.0
364,1.0,1.0,0.0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,9.648616196908703,10.0
375,1.0,1.0,0.0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,10.709301151840496,11.0
377,1.0,0.0,0.0,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6.132990837205443,6.0
379,1.0,0.0,1.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,10.925661095624951,11.0
385,1.0,0.0,1.0,0.685,0.52,0.165,1.519,0.6990000000000001,0.3685,0.4,10.396984984788004,10.0
386,1.0,0.0,1.0,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,10.899921568784777,11.0
390,1.0,1.0,0.0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11.014372392734517,11.0
394,1.0,1.0,0.0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9.25871959558455,9.0
396,1.0,0.0,0.0,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7.2366167163914445,7.0
403,1.0,0.0,0.0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4.10693217201932,4.0
406,1.0,0.0,1.0,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10.380280809793742,10.0
410,1.0,1.0,0.0,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,8.64279810530019,9.0
411,1.0,1.0,0.0,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,12.788120285881854,13.0
417,1.0,0.0,1.0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10.204421679642573,10.0
434,1.0,0.0,1.0,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,9.775995879059163,10.0
435,1.0,1.0,0.0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10.466103001013202,10.0
438,1.0,0.0,0.0,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8.216745183805177,8.0
449,1.0,0.0,0.0,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9.325652839060945,9.0
452,1.0,0.0,0.0,0.535,0.45,0.155,0.8075,0.3655,0.14800000000000002,0.2595,10.413907960414113,10.0
467,1.0,0.0,0.0,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8.362791447148764,8.0
469,1.0,0.0,1.0,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9.253173513137602,9.0
478,1.0,0.0,1.0,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,10.98775278631137,11.0
484,1.0,0.0,0.0,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9.138122506799895,9.0
499,1.0,0.0,0.0,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10.415402621369246,10.0
508,1.0,1.0,0.0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10.397683947882001,10.0
510,1.0,1.0,0.0,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9.084342867427988,9.0
516,1.0,0.0,0.0,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8.352482124003883,8.0
517,1.0,0.0,0.0,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10.17611521849977,10.0
522,1.0,1.0,0.0,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,16.661667953674407,17.0
524,1.0,1.0,0.0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,9.557444645367521,10.0
525,1.0,1.0,0.0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,11.80550016800503,12.0
545,1.0,0.0,0.0,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9.05994794873283,9.0
549,1.0,0.0,0.0,0.46,0.345,0.105,0.415,0.187,0.087,0.11,7.862017131143063,8.0
553,1.0,0.0,1.0,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13.077579671490287,13.0
556,1.0,0.0,1.0,0.63,0.49,0.155,1.229,0.535,0.29,0.335,10.96383068243182,11.0
561,1.0,0.0,1.0,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9.14455355624063,9.0
564,1.0,0.0,0.0,0.395,0.29,0.095,0.3,0.158,0.068,0.078,6.664093418421078,7.0
573,1.0,0.0,1.0,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9.324630584837202,9.0
578,1.0,0.0,0.0,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,4.965141882223901,5.0
580,1.0,0.0,1.0,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12.492677862991203,12.0
583,1.0,1.0,0.0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10.377990858436872,10.0
595,1.0,0.0,1.0,0.58,0.43,0.13,0.7979999999999999,0.365,0.173,0.2285,9.875209907037057,10.0
597,1.0,1.0,0.0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10.220478561943413,10.0
603,1.0,0.0,1.0,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12.266822190479015,12.0
608,1.0,1.0,0.0,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11.35717344686657,11.0
611,1.0,0.0,0.0,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,8.805705397155045,9.0
612,1.0,0.0,1.0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,13.465427360821414,14.0
617,1.0,0.0,1.0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,9.850687588030032,10.0
622,1.0,0.0,0.0,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,9.84348330958184,10.0
631,1.0,0.0,0.0,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8.114054439146463,8.0
635,1.0,0.0,1.0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11.439112432674296,11.0
641,1.0,0.0,1.0,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,9.909329960783834,10.0
642,1.0,0.0,0.0,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7.048510682396061,7.0
652,1.0,1.0,0.0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,12.79997126611892,13.0
657,1.0,0.0,0.0,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,9.762331584147255,10.0
659,1.0,0.0,0.0,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,4.911204989174394,5.0
662,1.0,0.0,1.0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8.076711664227604,8.0
663,1.0,0.0,0.0,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9.276282131868586,9.0
665,1.0,1.0,0.0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10.07221138601939,10.0
668,1.0,1.0,0.0,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12.424677527443476,12.0
675,1.0,0.0,0.0,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7.33982502951113,7.0
681,1.0,1.0,0.0,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,8.904040465905517,9.0
683,1.0,0.0,1.0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,8.637343968753523,9.0
696,1.0,0.0,0.0,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,10.697270607437758,11.0
700,1.0,0.0,1.0,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,9.833074771395932,10.0
701,1.0,0.0,1.0,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,15.429651643180598,16.0
710,1.0,0.0,0.0,0.4,0.305,0.1,0.3415,0.17600000000000002,0.0625,0.0865,7.075033578401602,7.0
713,1.0,1.0,0.0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,9.949442003649985,10.0
726,1.0,0.0,0.0,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,6.907037376050292,7.0
728,1.0,0.0,1.0,0.635,0.52,0.175,1.2919999999999998,0.6,0.269,0.3670000000000001,11.496900618316541,11.0
751,1.0,1.0,0.0,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8.404199579315982,8.0
756,1.0,1.0,0.0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13.300806314784769,13.0
759,1.0,1.0,0.0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,8.789733523043804,9.0
768,1.0,0.0,1.0,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10.027152680229822,10.0
771,1.0,0.0,1.0,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11.395762977700684,11.0
777,1.0,1.0,0.0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,10.865789060608734,11.0
781,1.0,1.0,0.0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,7.65069922259271,8.0
782,1.0,0.0,1.0,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,6.911823896562198,7.0
787,1.0,0.0,0.0,0.395,0.295,0.1,0.293,0.14,0.062,0.08199999999999999,7.212594650507413,7.0
790,1.0,0.0,1.0,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12.153442679560019,12.0
791,1.0,0.0,1.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,8.902519614973272,9.0
792,1.0,0.0,1.0,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,12.427577428740573,13.0
795,1.0,1.0,0.0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,10.694458330419021,11.0
801,1.0,0.0,1.0,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10.160782377917783,10.0
805,1.0,0.0,1.0,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11.212770398627192,11.0
809,1.0,0.0,1.0,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,10.165862878414925,10.0
813,1.0,0.0,1.0,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12.420268596841705,12.0
828,1.0,0.0,1.0,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9.045576514852646,9.0
831,1.0,1.0,0.0,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9.447187637513322,9.0
852,1.0,1.0,0.0,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,10.977252977341962,11.0
857,1.0,1.0,0.0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10.10288351037589,10.0
868,1.0,0.0,0.0,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,9.724356551409727,10.0
872,1.0,1.0,0.0,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,8.908723491128965,9.0
876,1.0,1.0,0.0,0.625,0.485,0.15,1.0945,0.531,0.261,0.29600000000000004,9.66676210253172,10.0
889,1.0,1.0,0.0,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,9.559705223978465,10.0
892,1.0,0.0,1.0,0.62,0.515,0.175,1.221,0.535,0.241,0.395,12.640790908018634,13.0
902,1.0,0.0,1.0,0.64,0.505,0.155,1.1955,0.5565,0.211,0.34600000000000003,11.410013238262561,11.0
907,1.0,0.0,0.0,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,6.652250467490473,7.0
925,1.0,1.0,0.0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13.361551147944805,13.0
927,1.0,0.0,0.0,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,7.862170225313731,8.0
937,1.0,1.0,0.0,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,8.922467183556707,9.0
943,1.0,0.0,1.0,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11.313934168530068,11.0
954,1.0,0.0,1.0,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9.173500544011755,9.0
956,1.0,0.0,0.0,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,10.754598190350523,11.0
959,1.0,0.0,1.0,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9.106299880237085,9.0
966,1.0,0.0,0.0,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,7.216522519736595,7.0
967,1.0,0.0,1.0,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,11.45264010297182,12.0
969,1.0,0.0,0.0,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7.29631123308411,7.0
977,1.0,0.0,0.0,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7.039245542738106,7.0
980,1.0,0.0,0.0,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,7.876935596482165,8.0
988,1.0,0.0,1.0,0.74,0.57,0.18,1.8725,0.9115,0.4270000000000001,0.446,9.86320964069523,10.0
989,1.0,0.0,0.0,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,4.890777027906773,5.0
995,1.0,0.0,1.0,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10.364627374768396,10.0
997,1.0,0.0,1.0,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11.375349695711147,11.0
998,1.0,1.0,0.0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,9.68680427897777,10.0
999,1.0,0.0,0.0,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7.108067867328868,7.0
1002,1.0,0.0,1.0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9.14634000146298,9.0
1008,1.0,0.0,0.0,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9.04728130239404,9.0
1009,1.0,0.0,0.0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,10.787224020219018,11.0
1012,1.0,1.0,0.0,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,10.535657734071943,11.0
1019,1.0,1.0,0.0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10.176968022913007,10.0
1020,1.0,1.0,0.0,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9.432246164598482,9.0
1028,1.0,0.0,1.0,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8.348427468743852,8.0
1040,1.0,0.0,1.0,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10.245737460030938,10.0
1049,1.0,1.0,0.0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,13.373715764346592,14.0
1051,1.0,0.0,1.0,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10.043263662739088,10.0
1052,1.0,0.0,1.0,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,11.410687789737494,11.0
1053,1.0,1.0,0.0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11.222502892398932,11.0
1056,1.0,1.0,0.0,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11.416356904874846,11.0
1062,1.0,1.0,0.0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,10.769353072424524,11.0
1074,1.0,0.0,0.0,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8.257287476166006,8.0
1077,1.0,0.0,1.0,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12.149898950287687,12.0
1087,1.0,0.0,1.0,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,8.755381429937886,9.0
1088,1.0,0.0,0.0,0.55,0.43,0.145,0.7120000000000001,0.3025,0.152,0.225,10.024237002279307,10.0
1089,1.0,0.0,1.0,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,10.935910243890593,11.0
1094,1.0,0.0,1.0,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10.263709953710965,10.0
1097,1.0,0.0,1.0,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,11.908485736621925,12.0
1098,1.0,0.0,1.0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.471440371266983,11.0
1101,1.0,0.0,1.0,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10.271806150318591,10.0
1102,1.0,0.0,0.0,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7.2339426561130535,7.0
1108,1.0,0.0,1.0,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,9.785111602384326,10.0
1113,1.0,0.0,0.0,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5.06901851161494,5.0
1123,1.0,0.0,1.0,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,9.751111972139391,10.0
1127,1.0,0.0,0.0,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8.247678666260898,8.0
1134,1.0,0.0,1.0,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9.274514605841286,9.0
1138,1.0,0.0,1.0,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9.418354627685883,9.0
1141,1.0,0.0,1.0,0.425,0.34,0.12,0.388,0.149,0.087,0.125,9.66807202171923,10.0
1146,1.0,0.0,1.0,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,12.425284407336722,13.0
1147,1.0,0.0,1.0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9.342539145841686,9.0
1151,1.0,0.0,0.0,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,7.827139710652371,8.0
1161,1.0,0.0,0.0,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,8.848289732970834,9.0
1165,1.0,1.0,0.0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,11.751695144142012,12.0
1168,1.0,0.0,1.0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11.13473734257144,11.0
1169,1.0,0.0,1.0,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11.199653700696667,11.0
1175,1.0,0.0,0.0,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,10.780182917684957,11.0
1186,1.0,1.0,0.0,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9.334246486329612,9.0
1188,1.0,1.0,0.0,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10.397267205616057,10.0
1204,1.0,1.0,0.0,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,12.482315574706943,12.0
1211,1.0,0.0,0.0,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,11.51570591973613,12.0
1216,1.0,0.0,0.0,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,9.729149886810557,10.0
1217,1.0,0.0,0.0,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,7.654892880385412,8.0
1219,1.0,0.0,0.0,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,8.621494604579016,9.0
1227,1.0,0.0,0.0,0.54,0.425,0.13,0.7205,0.2955,0.16899999999999998,0.225,9.679289317378299,10.0
1233,1.0,0.0,0.0,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9.234029652063985,9.0
1234,1.0,0.0,0.0,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6.247229634494171,6.0
1245,1.0,0.0,0.0,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9.416148778571344,9.0
1251,1.0,0.0,1.0,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10.078821488763152,10.0
1260,1.0,1.0,0.0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,7.864111655019701,8.0
1262,1.0,0.0,1.0,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11.129446917726757,11.0
1268,1.0,0.0,1.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,10.569756773265745,11.0
1272,1.0,0.0,1.0,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,13.852455143562679,14.0
1273,1.0,0.0,1.0,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,8.65820903658009,9.0
1275,1.0,1.0,0.0,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,10.019358807629223,10.0
1276,1.0,1.0,0.0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,7.893014699565078,8.0
1285,1.0,0.0,0.0,0.55,0.4,0.135,0.7170000000000001,0.3315,0.1495,0.221,8.967890813892044,9.0
