,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2527,1.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,13.6585417118107,14.0
2534,1.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,19.539230799359295,20.0
2552,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,18.965087780178333,19.0
2553,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11.393645532965607,11.0
2597,1.0,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13,11.85551890512673,12.0
2620,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20.572604445439353,20.0
2629,1.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,11.921884346165449,12.0
2717,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,13.868913321741816,14.0
2741,1.0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20.327767122399266,20.0
2797,1.0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,15.837707842988424,16.0
2899,1.0,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,18.776324182981163,19.0
2937,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,13.925979670181036,14.0
3001,1.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,12.741432388978511,13.0
3041,1.0,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11.284415789470097,11.0
3073,1.0,0.46,0.355,0.14,0.4935,0.21600000000000005,0.133,0.115,12.702072962570075,13.0
3090,1.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,10.935803001138645,11.0
3148,1.0,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,19.753059922861834,20.0
3160,1.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,17.994412403346153,18.0
3233,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15.200309753217741,15.0
3288,1.0,0.63,0.515,0.165,1.352,0.488,0.349,0.45,19.587934611156513,20.0
3308,1.0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,14.743780995785688,15.0
3407,1.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15.129500439509808,15.0
3453,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26,15.254204139292362,15.0
3472,1.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,17.67613794912899,18.0
3490,1.0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,10.867783603841916,11.0
3492,1.0,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,17.940441791011022,18.0
3514,1.0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13.272282735792352,13.0
3567,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20.344942569153446,20.0
3580,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12.002160589387202,12.0
3609,1.0,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14.085511890719808,14.0
3613,1.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,15.69591405198516,16.0
3622,1.0,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45,17.44190462856866,17.0
3659,1.0,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,14.927801939976902,15.0
3690,1.0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,14.582443672435238,15.0
3739,1.0,0.44,0.355,0.165,0.435,0.159,0.105,0.14,15.596451834286924,16.0
