,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
208,1.0,0.22876,0.0,8.56,0,0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63,18.231964133171612,18.6
211,1.0,0.12757000000000002,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,24.971429459494257,23.7
212,1.0,0.07165,0.0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27,20.451345432329482,20.3
215,1.0,0.35809,0.0,6.2,1,0.507,6.9510000000000005,88.5,2.8617,8,307,17.4,391.7,9.71,27.934347030524314,26.7
216,1.0,1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,27.128527661549576,27.0
218,1.0,0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,22.400697955210124,21.6
220,1.0,0.12269,0.0,6.91,0,0.448,6.069,40.0,5.7209,3,233,17.9,389.39,9.55,21.425032042555415,21.2
221,1.0,0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,25.444801545012886,26.4
223,1.0,0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97,7.096202959865101,7.0
234,1.0,0.08872999999999999,21.0,5.64,0,0.439,5.962999999999999,45.7,6.8147,4,243,16.8,395.56,13.45,19.450149528742834,19.7
241,1.0,0.29916,20.0,6.96,0,0.464,5.856,42.1,4.4289999999999985,3,223,18.6,388.65,13.0,20.50848569258077,21.1
242,1.0,8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64,13.993123985754803,14.5
248,1.0,0.08265,0.0,13.92,0,0.4370000000000001,6.127000000000002,18.4,5.5027,4,289,16.0,396.9,8.58,23.646596541498397,23.9
258,1.0,37.6619,0.0,18.1,0,0.679,6.202000000000001,78.7,1.8629,24,666,20.2,18.82,14.52,10.785577219520324,10.9
259,1.0,0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97,20.843833849850597,20.3
262,1.0,0.28392,0.0,7.38,0,0.493,5.707999999999998,74.3,4.7211,5,287,19.6,391.13,11.74,17.56907055848531,18.5
268,1.0,0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77,21.224992598417494,21.0
269,1.0,0.03615,80.0,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,27.964074528092926,27.9
287,1.0,0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,21.04188502466009,20.4
301,1.0,0.07896,0.0,12.83,0,0.4370000000000001,6.273,6.0,4.2515,5,398,18.7,394.92,6.78,23.583565697518562,24.1
310,1.0,1.15172,0.0,8.14,0,0.5379999999999999,5.7010000000000005,95.0,3.7872,4,307,21.0,358.77,18.35,13.298572979003984,13.1
311,1.0,0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,27.372161097716003,27.5
335,1.0,0.054970000000000005,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,20.189845552552473,19.0
338,1.0,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51,23.97970886906881,24.8
340,1.0,7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52,11.38441767772035,11.0
346,1.0,0.02875,28.0,15.04,0,0.464,6.211,28.9,3.6659,4,270,18.2,396.33,6.21,25.907876399888963,25.0
352,1.0,0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276,16.4,392.8,13.51,23.375131993960657,23.3
354,1.0,0.35233000000000003,0.0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,17.404258939916204,17.1
355,1.0,0.05644,40.0,6.41,1,0.447,6.757999999999999,32.9,4.0776,4,254,17.6,396.9,3.53,31.46666020135315,32.4
361,1.0,2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.403450192363376,22.3
364,1.0,0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21.0,396.9,9.08,20.733600369533416,20.6
369,1.0,0.02543,55.0,3.78,0,0.484,6.6960000000000015,56.4,5.7321,5,370,17.6,396.9,7.18,23.995330676873376,23.9
371,1.0,0.6379600000000001,0.0,8.14,0,0.5379999999999999,6.096,84.5,4.4619,4,307,21.0,380.02,10.26,17.81765692942225,18.2
380,1.0,0.52058,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,25.766548229926663,25.1
400,1.0,0.10328,25.0,5.13,0,0.453,5.9270000000000005,47.2,6.932,8,284,19.7,396.9,9.22,19.126367756912142,19.6
420,1.0,0.10153,0.0,12.83,0,0.4370000000000001,6.279,74.5,4.0522,5,398,18.7,373.66,11.97,19.923292135087973,20.0
423,1.0,0.1146,20.0,6.96,0,0.464,6.5379999999999985,58.7,3.9175,3,223,18.6,394.96,7.73,25.35454345781016,24.4
427,1.0,0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348,14.7,393.77,7.43,24.809381351652448,24.1
435,1.0,0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,19.29606755144769,19.5
438,1.0,1.2324700000000002,0.0,8.14,0,0.5379999999999999,6.142,91.7,3.9769,4,307,21.0,396.9,18.72,14.805754276664455,15.2
439,1.0,7.52601,0.0,18.1,0,0.713,6.417000000000002,98.3,2.185,24,666,20.2,304.21,19.31,13.238111506057825,13.0
443,1.0,0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99,24.55346421248241,24.5
449,1.0,0.08826,0.0,10.81,0,0.413,6.417000000000002,6.6,5.2873,4,305,19.2,383.73,6.72,23.877944801481643,24.2
451,1.0,0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281,19.0,395.63,7.22,23.677823823785186,23.9
