,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
941,1.0,1.0,0.0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,6.99236255368736,7.0
951,1.0,0.0,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,9.893734923907301,10.0
1001,1.0,0.0,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,6.939177356044062,7.0
1011,1.0,0.0,0.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6.020770393291765,6.0
1070,1.0,0.0,0.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,3.895154813973837,4.0
1084,1.0,0.0,0.0,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,5.99684500447796,6.0
1092,1.0,1.0,0.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,13.92545364476611,14.0
1096,1.0,0.0,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,9.872956547344739,10.0
1110,1.0,0.0,0.0,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3.090004614017478,3.0
1125,1.0,0.0,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9.132717605240144,9.0
1176,1.0,0.0,1.0,0.525,0.435,0.155,1.065,0.486,0.233,0.285,7.985292169178119,8.0
1256,1.0,1.0,0.0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,8.896134145812587,9.0
1258,1.0,0.0,0.0,0.315,0.235,0.08,0.18,0.08,0.045,0.047,4.920340279791302,5.0
1306,1.0,1.0,0.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,8.952920615757266,9.0
1322,1.0,1.0,0.0,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,7.947135344638868,8.0
1338,1.0,0.0,1.0,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,5.898898342667274,6.0
1346,1.0,0.0,0.0,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,3.9384444089120447,4.0
1347,1.0,0.0,0.0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8.017194544401836,8.0
1365,1.0,0.0,1.0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9.172633385679848,9.0
1383,1.0,0.0,1.0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10.095152084258155,10.0
1525,1.0,0.0,1.0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,7.945342998742905,8.0
1536,1.0,0.0,0.0,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998,7.027825351589787,7.0
1582,1.0,0.0,1.0,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,7.98085667634583,8.0
1652,1.0,0.0,1.0,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,8.888130326247202,9.0
1695,1.0,0.0,1.0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,9.867534259071201,10.0
1699,1.0,0.0,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,6.951573945038633,7.0
1775,1.0,0.0,0.0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8.039194953267693,8.0
1847,1.0,0.0,1.0,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,9.967111548027923,10.0
1924,1.0,0.0,1.0,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.28300000000000003,8.972949518200462,9.0
1987,1.0,0.0,1.0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,7.930837216467253,8.0
2000,1.0,0.0,1.0,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,9.951354308257354,10.0
2003,1.0,0.0,0.0,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162,6.9732319246074095,7.0
2017,1.0,0.0,1.0,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9.090818970368689,9.0
2024,1.0,0.0,1.0,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10.045500725454929,10.0
2040,1.0,1.0,0.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11.248777454254098,11.0
2138,1.0,0.0,0.0,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6.0426983464763255,6.0
2244,1.0,0.0,0.0,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3.0013570509494656,3.0
2246,1.0,0.0,1.0,0.275,0.2,0.08,0.099,0.037000000000000005,0.024,0.03,5.12679874773463,5.0
2383,1.0,1.0,0.0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,7.92270859960379,8.0
2388,1.0,0.0,0.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,8.9571896650025,9.0
2405,1.0,0.0,0.0,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4.040631403778128,4.0
2459,1.0,0.0,0.0,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,5.054067974029889,5.0
2493,1.0,0.0,1.0,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,9.963391912079295,10.0
2507,1.0,1.0,0.0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8.021302614691418,8.0
2514,1.0,1.0,0.0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9.151140110897362,9.0
2516,1.0,0.0,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10.022685582352459,10.0
2569,1.0,0.0,0.0,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,4.879455413905439,5.0
2598,1.0,0.0,0.0,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139,7.02167656759108,7.0
2611,1.0,0.0,0.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,4.982389216141128,5.0
2613,1.0,0.0,1.0,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6.035456107799068,6.0
2622,1.0,0.0,0.0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,5.984931000480105,6.0
2649,1.0,0.0,1.0,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,7.998471806798911,8.0
2660,1.0,0.0,0.0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4.060071831535188,4.0
2665,1.0,0.0,0.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,9.939216160696834,10.0
2705,1.0,0.0,1.0,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,3.903836576278,4.0
2723,1.0,0.0,0.0,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,5.98567778384196,6.0
2725,1.0,0.0,1.0,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8.024392224314571,8.0
2737,1.0,0.0,0.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5.02631255082484,5.0
2744,1.0,0.0,1.0,0.48,0.355,0.16,0.464,0.221,0.106,0.239,7.963006318175478,8.0
2764,1.0,1.0,0.0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,6.963959121024852,7.0
2803,1.0,0.0,1.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8.066717968183957,8.0
2811,1.0,0.0,1.0,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9.080197149124416,9.0
2813,1.0,0.0,1.0,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002,7.0106365290246115,7.0
2820,1.0,1.0,0.0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,8.956946532636774,9.0
2869,1.0,1.0,0.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,13.965908225647087,14.0
2877,1.0,1.0,0.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,7.987470511479755,8.0
2878,1.0,0.0,0.0,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6.0424349179168075,6.0
2892,1.0,0.0,1.0,0.535,0.44,0.165,0.875,0.279,0.18,0.3,9.923272145862228,10.0
2928,1.0,0.0,0.0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7.0006505660722835,7.0
2964,1.0,1.0,0.0,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7.041565183807334,7.0
2985,1.0,0.0,0.0,0.59,0.47,0.145,0.974,0.453,0.236,0.289,8.019918703936245,8.0
3000,1.0,0.0,0.0,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6.036986028582779,6.0
3010,1.0,1.0,0.0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,7.903838651791905,8.0
3049,1.0,0.0,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,8.94197084486053,9.0
3100,1.0,1.0,0.0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9.129217840103717,9.0
3141,1.0,0.0,1.0,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9.001595453831396,9.0
3209,1.0,0.0,0.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,5.968139223162343,6.0
3211,1.0,0.0,0.0,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091,6.008595591409458,6.0
3216,1.0,1.0,0.0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9.049650409522865,9.0
3246,1.0,1.0,0.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,9.896074621386454,10.0
3248,1.0,0.0,1.0,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,3.9144027719914862,4.0
3281,1.0,0.0,0.0,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5.062402341103984,5.0
3301,1.0,0.0,0.0,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,7.998089055229084,8.0
3379,1.0,0.0,1.0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5.111810183704898,5.0
3384,1.0,1.0,0.0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,9.884053229428577,10.0
3420,1.0,0.0,0.0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,5.981906466921434,6.0
3457,1.0,1.0,0.0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10.014550273710798,10.0
3521,1.0,0.0,1.0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,6.945066536473842,7.0
3536,1.0,1.0,0.0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,9.947534120012495,10.0
3572,1.0,0.0,0.0,0.225,0.165,0.055,0.059,0.027000000000000003,0.0125,0.015,3.9399872740020982,4.0
3606,1.0,1.0,0.0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9.171324701048075,9.0
3637,1.0,0.0,1.0,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9.091034347020706,9.0
3639,1.0,1.0,0.0,0.515,0.43,0.14,0.8340000000000001,0.3670000000000001,0.2,0.23,7.9385070211194115,8.0
3687,1.0,0.0,1.0,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000005,8.025626028041312,8.0
3717,1.0,1.0,0.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,4.919543452214203,5.0
3723,1.0,0.0,1.0,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8.004048338463052,8.0
3727,1.0,0.0,0.0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,5.939636492535974,6.0
3742,1.0,0.0,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,8.960723274998976,9.0
