,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
176,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325
177,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25
178,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18
183,1.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525
184,1.0,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425
186,1.0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235
190,1.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354
193,1.0,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41
195,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57
200,1.0,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215
204,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
205,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145
206,1.0,0.575,0.47,0.165,0.853,0.292,0.179,0.35
214,1.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315
218,1.0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345
223,1.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295
226,1.0,0.42,0.33,0.125,0.463,0.18600000000000005,0.11,0.145
239,1.0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28
240,1.0,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415
242,1.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27
244,1.0,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815
248,1.0,0.58,0.475,0.135,0.925,0.391,0.165,0.275
249,1.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096
252,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555
270,1.0,0.335,0.26,0.09,0.1835,0.078,0.024,0.065
284,1.0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32
288,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35
290,1.0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725
291,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43
297,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345
305,1.0,0.44,0.305,0.115,0.379,0.162,0.091,0.11
307,1.0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28
309,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295
320,1.0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
325,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
328,1.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
330,1.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998
335,1.0,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13
339,1.0,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505
341,1.0,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595
348,1.0,0.565,0.44,0.175,0.8735,0.414,0.21,0.21
351,1.0,0.59,0.45,0.16,0.9,0.358,0.156,0.315
356,1.0,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08
358,1.0,0.605,0.45,0.195,1.098,0.481,0.2895,0.315
360,1.0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31
361,1.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23
366,1.0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13
367,1.0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285
369,1.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371
372,1.0,0.55,0.425,0.16,0.97,0.2885,0.139,0.48
374,1.0,0.555,0.42,0.14,0.868,0.33,0.243,0.21
376,1.0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15
380,1.0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213
382,1.0,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15
384,1.0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195
389,1.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27
398,1.0,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115
402,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38
408,1.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355
409,1.0,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555
410,1.0,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075
412,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17
423,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135
427,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195
439,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
442,1.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145
448,1.0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145
451,1.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135
453,1.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07
464,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355
465,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
466,1.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925
470,1.0,0.535,0.405,0.125,0.927,0.26,0.1425,0.345
473,1.0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205
475,1.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295
487,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
488,1.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23
497,1.0,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
498,1.0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475
511,1.0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195
512,1.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36
513,1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24
519,1.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998
521,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375
523,1.0,0.75,0.55,0.18,1.893,0.942,0.397,0.445
525,1.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295
526,1.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
532,1.0,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295
533,1.0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27
537,1.0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24
548,1.0,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745
556,1.0,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43
562,1.0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04
563,1.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825
565,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31
566,1.0,0.565,0.45,0.115,0.9085,0.398,0.197,0.29
573,1.0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166
577,1.0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34
585,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57
599,1.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
600,1.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42
605,1.0,0.49,0.39,0.15,0.573,0.225,0.124,0.17
606,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
609,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112
623,1.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195
625,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605
627,1.0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775
629,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365
633,1.0,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29
634,1.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17
639,1.0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34
642,1.0,0.495,0.39,0.15,0.853,0.3285,0.189,0.27
645,1.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
649,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
654,1.0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285
659,1.0,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306
660,1.0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545
663,1.0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083
664,1.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3
667,1.0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265
670,1.0,0.345,0.255,0.1,0.197,0.071,0.051,0.06
676,1.0,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265
677,1.0,0.55,0.42,0.155,0.912,0.495,0.1805,0.205
681,1.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125
683,1.0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057
689,1.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62
698,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
704,1.0,0.605,0.435,0.13,0.9025,0.4320000000000001,0.174,0.26
708,1.0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07
710,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185
713,1.0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075
718,1.0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235
719,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25
731,1.0,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586
733,1.0,0.585,0.47,0.165,1.409,0.8,0.229,0.295
740,1.0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195
742,1.0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612
749,1.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725
752,1.0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
754,1.0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255
758,1.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
764,1.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43
766,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16
768,1.0,0.295,0.215,0.075,0.116,0.037000000000000005,0.0295,0.04
769,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175
773,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205
775,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
778,1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22
779,1.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3
789,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
791,1.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
794,1.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34
797,1.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155
798,1.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152
801,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04
807,1.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
811,1.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238
814,1.0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14
818,1.0,0.445,0.33,0.12,0.34700000000000003,0.12,0.084,0.105
828,1.0,0.545,0.42,0.13,0.879,0.374,0.1695,0.23
829,1.0,0.55,0.415,0.135,0.775,0.302,0.179,0.26
830,1.0,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294
836,1.0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25
839,1.0,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068
840,1.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33
841,1.0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195
854,1.0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
862,1.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235
867,1.0,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
870,1.0,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33
876,1.0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11
879,1.0,0.38,0.275,0.1,0.2255,0.08,0.049,0.085
895,1.0,0.335,0.24,0.095,0.17,0.062,0.039,0.055
896,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
901,1.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235
914,1.0,0.355,0.27,0.1,0.21600000000000005,0.083,0.037000000000000005,0.075
918,1.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36
920,1.0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445
928,1.0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11
931,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4
932,1.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
933,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37
936,1.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415
943,1.0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275
947,1.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315
948,1.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42
950,1.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655
951,1.0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234
955,1.0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735
956,1.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3
957,1.0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601
960,1.0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
963,1.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125
967,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365
972,1.0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585
974,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295
979,1.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
981,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46
984,1.0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19
985,1.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28
986,1.0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06
988,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
990,1.0,0.32,0.25,0.08,0.1565,0.057,0.034,0.06
993,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
999,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26
1029,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425
1039,1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35
1041,1.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275
1045,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184
1046,1.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855
1047,1.0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
1051,1.0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165
1052,1.0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285
1053,1.0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125
1054,1.0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125
1057,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3
1059,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26
1065,1.0,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195
1066,1.0,0.29,0.205,0.07,0.0975,0.036000000000000004,0.019,0.035
1067,1.0,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355
1086,1.0,0.6,0.445,0.175,1.057,0.383,0.21600000000000005,0.355
1094,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09
1103,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215
1105,1.0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38
1112,1.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26
1114,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06
1122,1.0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2
1127,1.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275
1130,1.0,0.34,0.255,0.095,0.213,0.081,0.034,0.07
1134,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31
1138,1.0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145
1143,1.0,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
1148,1.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355
1152,1.0,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355
1157,1.0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205
1159,1.0,0.575,0.42,0.19,1.764,0.914,0.377,0.4095
1166,1.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195
1167,1.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185
1170,1.0,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
1174,1.0,0.715,0.55,0.175,1.825,0.938,0.3805,0.44
1186,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
1195,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16
1202,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
1208,1.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19
1218,1.0,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31
1219,1.0,0.31,0.225,0.07,0.1055,0.435,0.015,0.04
1220,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
1223,1.0,0.565,0.47,0.195,1.142,0.387,0.258,0.35
1229,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.4370000000000001
1230,1.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325
1233,1.0,0.63,0.5,0.155,1.005,0.3670000000000001,0.199,0.36
1235,1.0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435
1236,1.0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33
1238,1.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395
1242,1.0,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875
1246,1.0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285
1254,1.0,0.68,0.52,0.175,1.543,0.7525,0.35100000000000003,0.374
1259,1.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075
1260,1.0,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185
1269,1.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52
1283,1.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295
1284,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24
1285,1.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
1286,1.0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42
1288,1.0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19
1290,1.0,0.62,0.505,0.185,1.5275,0.69,0.368,0.35
1301,1.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
1307,1.0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71
1308,1.0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265
1313,1.0,0.29,0.225,0.07,0.101,0.036000000000000004,0.0235,0.035
1315,1.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27
1316,1.0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32
1317,1.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33
1318,1.0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215
1322,1.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
1325,1.0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
1327,1.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29
1344,1.0,0.59,0.45,0.185,1.283,0.473,0.276,0.425
1346,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23
1348,1.0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325
1349,1.0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225
1350,1.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215
1356,1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
1357,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335
1358,1.0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385
1359,1.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1365,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12
1370,1.0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145
1371,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435
1374,1.0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445
1378,1.0,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
1379,1.0,0.385,0.3,0.095,0.24,0.0885,0.059,0.085
1384,1.0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28
1389,1.0,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975
1391,1.0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245
1397,1.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
1398,1.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315
1404,1.0,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068
1405,1.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165
1408,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535
1410,1.0,0.37,0.29,0.09,0.241,0.11,0.045,0.069
1413,1.0,0.585,0.51,0.16,1.218,0.639,0.241,0.3
1419,1.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095
1422,1.0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305
1427,1.0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
1429,1.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
1430,1.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235
1431,1.0,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685
1433,1.0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735
1434,1.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155
1437,1.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275
1441,1.0,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075
1446,1.0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405
1450,1.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185
1451,1.0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885
1462,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
1473,1.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26
1481,1.0,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255
1482,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17
1486,1.0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25
1496,1.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
1497,1.0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335
1502,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16
1507,1.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29
1508,1.0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395
1513,1.0,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275
1514,1.0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295
1519,1.0,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004
1521,1.0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04
1535,1.0,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274
1538,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175
1543,1.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845
1545,1.0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155
1546,1.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181
1554,1.0,0.51,0.39,0.105,0.612,0.187,0.15,0.195
1562,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177
1566,1.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002
1577,1.0,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469
1581,1.0,0.495,0.38,0.145,0.515,0.175,0.098,0.212
