,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
114,1.0,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.219
116,1.0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325
119,1.0,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735
122,1.0,0.685,0.505,0.19,1.533,0.667,0.4055,0.41
126,1.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
132,1.0,0.555,0.45,0.175,0.738,0.304,0.1755,0.22
133,1.0,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03
136,1.0,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005
139,1.0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194
140,1.0,0.555,0.425,0.14,0.963,0.44,0.224,0.24
145,1.0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295
148,1.0,0.535,0.44,0.165,0.875,0.279,0.18,0.3
152,1.0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24
158,1.0,0.635,0.495,0.18,1.596,0.617,0.317,0.37
159,1.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175
160,1.0,0.425,0.32,0.1,0.3055,0.126,0.06,0.106
161,1.0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11
165,1.0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281
167,1.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
168,1.0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345
173,1.0,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157
182,1.0,0.51,0.385,0.135,0.632,0.282,0.145,0.17
185,1.0,0.645,0.505,0.165,1.307,0.4335,0.262,0.52
188,1.0,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245
194,1.0,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835
197,1.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175
198,1.0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239
199,1.0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145
201,1.0,0.59,0.47,0.15,0.9955,0.481,0.232,0.24
212,1.0,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255
213,1.0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215
215,1.0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431
216,1.0,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091
222,1.0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135
225,1.0,0.495,0.375,0.14,0.494,0.181,0.0975,0.191
227,1.0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825
231,1.0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36
233,1.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385
234,1.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075
235,1.0,0.72,0.565,0.2,1.787,0.718,0.385,0.529
237,1.0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274
238,1.0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245
241,1.0,0.405,0.3,0.09,0.269,0.103,0.067,0.11
245,1.0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046
246,1.0,0.695,0.525,0.175,1.742,0.696,0.389,0.505
254,1.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825
256,1.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28
261,1.0,0.225,0.17,0.05,0.0515,0.019,0.012,0.017
262,1.0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035
263,1.0,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084
264,1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225
266,1.0,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935
272,1.0,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22
273,1.0,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225
274,1.0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34
276,1.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085
278,1.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002
281,1.0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
282,1.0,0.735,0.59,0.215,1.747,0.7275,0.403,0.557
287,1.0,0.565,0.505,0.21,1.2765,0.501,0.279,0.355
289,1.0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405
292,1.0,0.435,0.33,0.095,0.393,0.219,0.075,0.0885
294,1.0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755
295,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825
302,1.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166
308,1.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195
310,1.0,0.675,0.525,0.17,1.711,0.8365,0.35200000000000004,0.475
314,1.0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595
321,1.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235
323,1.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125
326,1.0,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031
327,1.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998
329,1.0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07
331,1.0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185
332,1.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18
336,1.0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33
342,1.0,0.605,0.475,0.175,1.0759999999999998,0.463,0.2195,0.335
346,1.0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45
347,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113
349,1.0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
364,1.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
365,1.0,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075
368,1.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225
371,1.0,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615
373,1.0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245
377,1.0,0.54,0.42,0.19,0.6855,0.293,0.163,0.38
378,1.0,0.685,0.535,0.175,1.432,0.637,0.247,0.46
381,1.0,0.405,0.31,0.1,0.385,0.173,0.0915,0.11
383,1.0,0.61,0.495,0.16,1.089,0.469,0.198,0.384
385,1.0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965
388,1.0,0.505,0.4,0.125,0.583,0.246,0.13,0.175
391,1.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277
397,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035
406,1.0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355
411,1.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715
413,1.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15
420,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
421,1.0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375
422,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285
424,1.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045
430,1.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107
432,1.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
436,1.0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003
440,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215
443,1.0,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155
444,1.0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49
447,1.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085
450,1.0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165
454,1.0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265
460,1.0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485
461,1.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
462,1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29
463,1.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476
468,1.0,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48
472,1.0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23
474,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
480,1.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275
481,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361
482,1.0,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21
484,1.0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
485,1.0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885
494,1.0,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175
495,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385
496,1.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055
499,1.0,0.5,0.38,0.14,0.6355,0.277,0.14300000000000002,0.1785
500,1.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315
502,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315
504,1.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11
507,1.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895
508,1.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105
509,1.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07
514,1.0,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134
515,1.0,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
517,1.0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
518,1.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105
520,1.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295
522,1.0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095
528,1.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515
529,1.0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038
530,1.0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
531,1.0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.35700000000000004
538,1.0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315
541,1.0,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184
544,1.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276
547,1.0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086
553,1.0,0.62,0.5,0.2,1.221,0.4605,0.263,0.43
554,1.0,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045
559,1.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
560,1.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247
561,1.0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02
571,1.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004
574,1.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
576,1.0,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875
579,1.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225
580,1.0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17
581,1.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525
582,1.0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
589,1.0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
590,1.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
591,1.0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23
594,1.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36
596,1.0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255
597,1.0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09
598,1.0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39
602,1.0,0.4,0.32,0.095,0.348,0.194,0.053,0.087
603,1.0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026
608,1.0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535
610,1.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21
611,1.0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075
613,1.0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675
614,1.0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171
616,1.0,0.32,0.205,0.08,0.181,0.08800000000000001,0.034,0.0495
618,1.0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12
619,1.0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355
620,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255
622,1.0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
628,1.0,0.405,0.305,0.1,0.268,0.1145,0.053,0.085
630,1.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.117,0.1335
631,1.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032
632,1.0,0.46,0.365,0.115,0.511,0.2365,0.118,0.123
638,1.0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111
643,1.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225
644,1.0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41
647,1.0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
648,1.0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386
650,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
652,1.0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035
655,1.0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32
657,1.0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214
658,1.0,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185
661,1.0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385
662,1.0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055
671,1.0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29
672,1.0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31
675,1.0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335
678,1.0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005
682,1.0,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255
684,1.0,0.3,0.235,0.08,0.131,0.05,0.0265,0.043
685,1.0,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264
690,1.0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535
691,1.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015
692,1.0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23
693,1.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207
694,1.0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415
697,1.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431
699,1.0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271
700,1.0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035
702,1.0,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113
703,1.0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
705,1.0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875
707,1.0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48
711,1.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196
712,1.0,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115
714,1.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17
727,1.0,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
728,1.0,0.55,0.425,0.15,0.7665,0.339,0.17600000000000002,0.21
729,1.0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455
732,1.0,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
734,1.0,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19
735,1.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445
738,1.0,0.6,0.47,0.13,1.0105,0.423,0.219,0.298
739,1.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025
741,1.0,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03
744,1.0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285
745,1.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07
748,1.0,0.58,0.425,0.15,0.8440000000000001,0.3645,0.185,0.2705
751,1.0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41
753,1.0,0.615,0.495,0.2,1.219,0.564,0.227,0.3885
755,1.0,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999
757,1.0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175
759,1.0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37
760,1.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
761,1.0,0.485,0.375,0.11,0.464,0.2015,0.09,0.149
763,1.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14
765,1.0,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336
770,1.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214
774,1.0,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
780,1.0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765
784,1.0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245
786,1.0,0.645,0.51,0.19,1.4745,0.605,0.345,0.48
788,1.0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71
790,1.0,0.53,0.38,0.125,0.616,0.292,0.113,0.185
795,1.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265
796,1.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085
802,1.0,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.279
803,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
809,1.0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205
810,1.0,0.7,0.575,0.205,1.773,0.605,0.447,0.5379999999999999
815,1.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093
816,1.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055
819,1.0,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254
820,1.0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395
821,1.0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735
823,1.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495
825,1.0,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162
831,1.0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215
832,1.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
833,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37
842,1.0,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07
845,1.0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056
850,1.0,0.545,0.42,0.125,0.7170000000000001,0.358,0.112,0.22
851,1.0,0.61,0.49,0.16,1.112,0.465,0.228,0.341
852,1.0,0.52,0.395,0.145,0.77,0.424,0.142,0.1895
857,1.0,0.485,0.415,0.14,0.5705,0.25,0.134,0.185
860,1.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645
863,1.0,0.455,0.375,0.12,0.4970000000000001,0.2355,0.1055,0.1295
865,1.0,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006
868,1.0,0.545,0.43,0.14,0.772,0.289,0.19,0.2615
872,1.0,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595
874,1.0,0.54,0.415,0.17,0.879,0.339,0.208,0.255
878,1.0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33
882,1.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377
886,1.0,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115
887,1.0,0.295,0.215,0.085,0.128,0.049,0.034,0.04
889,1.0,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018000000000000002
890,1.0,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
892,1.0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095
894,1.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075
899,1.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119
904,1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002
908,1.0,0.605,0.49,0.18,1.167,0.457,0.29,0.3745
911,1.0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845
912,1.0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35
915,1.0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317
922,1.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102
923,1.0,0.5,0.375,0.12,0.529,0.2235,0.123,0.16
924,1.0,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317
926,1.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
929,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305
935,1.0,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205
941,1.0,0.37,0.29,0.095,0.249,0.1045,0.058,0.067
944,1.0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065
952,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012
953,1.0,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475
958,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11
959,1.0,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07
962,1.0,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32
966,1.0,0.6,0.47,0.19,1.1345,0.4920000000000001,0.2595,0.3375
968,1.0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
969,1.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077
970,1.0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29
971,1.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
980,1.0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
987,1.0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425
991,1.0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163
995,1.0,0.35,0.265,0.08,0.192,0.081,0.0465,0.053
998,1.0,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255
1003,1.0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35
1004,1.0,0.31,0.235,0.07,0.151,0.063,0.0405,0.045
1005,1.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319
1006,1.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3
1009,1.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
1010,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.202,0.305
1012,1.0,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33
1013,1.0,0.325,0.23,0.09,0.147,0.06,0.034,0.045
1016,1.0,0.35,0.265,0.09,0.197,0.073,0.0365,0.077
1017,1.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385
1018,1.0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304
1019,1.0,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355
1020,1.0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005
1023,1.0,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09
1024,1.0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825
1025,1.0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4
1026,1.0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155
1028,1.0,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18
1031,1.0,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46
1033,1.0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384
1034,1.0,0.61,0.45,0.16,1.136,0.414,0.311,0.3
1035,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315
1042,1.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405
1044,1.0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535
1048,1.0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29
1049,1.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
1050,1.0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1
1060,1.0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665
