,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
913,1.0,1.0,0.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
919,1.0,0.0,0.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38
929,1.0,0.0,0.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
930,1.0,0.0,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
932,1.0,1.0,0.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
933,1.0,0.0,0.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042
934,1.0,0.0,0.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255
949,1.0,1.0,0.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173
986,1.0,0.0,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
990,1.0,0.0,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37
1013,1.0,0.0,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341
1037,1.0,0.0,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
1038,1.0,0.0,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18
1090,1.0,1.0,0.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21
1160,1.0,0.0,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29
1182,1.0,1.0,0.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095
1296,1.0,0.0,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295
1380,1.0,0.0,0.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1384,1.0,0.0,1.0,0.64,0.495,0.165,1.307,0.6779999999999999,0.292,0.266
1426,1.0,1.0,0.0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17
1437,1.0,0.0,1.0,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121
1467,1.0,0.0,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145
1498,1.0,0.0,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
1511,1.0,0.0,1.0,0.48,0.38,0.135,0.528,0.2,0.1395,0.16
1545,1.0,0.0,0.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
1619,1.0,0.0,0.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
1654,1.0,1.0,0.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14
1656,1.0,1.0,0.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295
1674,1.0,0.0,0.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123
1675,1.0,1.0,0.0,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13
1726,1.0,0.0,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455
1735,1.0,0.0,1.0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265
1780,1.0,0.0,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
1825,1.0,0.0,1.0,0.72,0.55,0.205,2.165,1.1055,0.525,0.404
1826,1.0,1.0,0.0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125
1856,1.0,0.0,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28
1861,1.0,1.0,0.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36
1887,1.0,1.0,0.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11
1897,1.0,0.0,0.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125
1936,1.0,1.0,0.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
2033,1.0,0.0,0.0,0.43,0.34,0.125,0.384,0.1375,0.061,0.146
2049,1.0,0.0,0.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
2072,1.0,0.0,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
2086,1.0,1.0,0.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
2127,1.0,1.0,0.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195
2178,1.0,1.0,0.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145
2195,1.0,1.0,0.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331
2301,1.0,0.0,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395
2327,1.0,0.0,0.0,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085
2348,1.0,1.0,0.0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155
2350,1.0,0.0,0.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113
2473,1.0,0.0,1.0,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
2487,1.0,1.0,0.0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36
2553,1.0,0.0,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075
2574,1.0,0.0,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57
2597,1.0,0.0,1.0,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13
2600,1.0,0.0,1.0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34
2604,1.0,0.0,0.0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435
2620,1.0,0.0,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375
2629,1.0,1.0,0.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098
2639,1.0,0.0,0.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155
2692,1.0,1.0,0.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295
2717,1.0,1.0,0.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177
2776,1.0,0.0,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43
2785,1.0,0.0,0.0,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
2826,1.0,0.0,0.0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035
2862,1.0,0.0,0.0,0.39,0.31,0.1,0.302,0.116,0.064,0.115
2884,1.0,1.0,0.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395
2885,1.0,0.0,0.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000005
2922,1.0,0.0,0.0,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01
2937,1.0,0.0,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
2951,1.0,0.0,0.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
2970,1.0,1.0,0.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42
2974,1.0,1.0,0.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
3019,1.0,1.0,0.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
3089,1.0,0.0,0.0,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205
3090,1.0,0.0,1.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
3112,1.0,0.0,0.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275
3121,1.0,0.0,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325
3130,1.0,0.0,0.0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04
3164,1.0,0.0,0.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33
3187,1.0,1.0,0.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
3191,1.0,0.0,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175
3224,1.0,0.0,0.0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
3233,1.0,0.0,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2
3270,1.0,1.0,0.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25
3364,1.0,1.0,0.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195
3387,1.0,1.0,0.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285
3407,1.0,0.0,1.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835
3437,1.0,0.0,1.0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445
3453,1.0,0.0,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26
3465,1.0,1.0,0.0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18
3482,1.0,0.0,0.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
3501,1.0,0.0,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
3514,1.0,1.0,0.0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13
3540,1.0,0.0,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
3554,1.0,0.0,0.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425
3565,1.0,0.0,0.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3
3580,1.0,0.0,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
3628,1.0,0.0,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
3679,1.0,1.0,0.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185
3689,1.0,1.0,0.0,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586
