,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
231,1.0,0.0,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725
268,1.0,0.0,0.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045
277,1.0,1.0,0.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
279,1.0,1.0,0.0,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155
284,1.0,0.0,1.0,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289
295,1.0,0.0,0.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
309,1.0,0.0,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
315,1.0,1.0,0.0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24
316,1.0,1.0,0.0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466
339,1.0,0.0,0.0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
343,1.0,0.0,0.0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425
355,1.0,1.0,0.0,0.55,0.43,0.125,0.923,0.4035,0.175,0.28300000000000003
359,1.0,1.0,0.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
371,1.0,1.0,0.0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31
372,1.0,1.0,0.0,0.625,0.5,0.175,1.273,0.564,0.302,0.374
378,1.0,0.0,1.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805
381,1.0,1.0,0.0,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335
383,1.0,0.0,0.0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
387,1.0,0.0,1.0,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325
388,1.0,0.0,1.0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325
389,1.0,0.0,1.0,0.56,0.43,0.155,0.8675,0.4,0.172,0.229
392,1.0,0.0,0.0,0.245,0.18,0.065,0.071,0.03,0.013,0.0215
393,1.0,0.0,0.0,0.55,0.425,0.13,0.664,0.2695,0.163,0.21
395,1.0,1.0,0.0,0.58,0.445,0.15,0.858,0.4,0.156,0.253
400,1.0,0.0,0.0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
409,1.0,0.0,1.0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309
412,1.0,0.0,0.0,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021
420,1.0,0.0,0.0,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115
422,1.0,1.0,0.0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
427,1.0,1.0,0.0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
442,1.0,1.0,0.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476
443,1.0,0.0,1.0,0.56,0.45,0.14,0.9,0.472,0.182,0.218
444,1.0,0.0,1.0,0.63,0.495,0.18,1.31,0.495,0.295,0.4695
461,1.0,1.0,0.0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31
472,1.0,0.0,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
491,1.0,0.0,1.0,0.59,0.5,0.15,1.142,0.485,0.265,0.345
493,1.0,1.0,0.0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
498,1.0,1.0,0.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
500,1.0,0.0,1.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835
515,1.0,1.0,0.0,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07
530,1.0,0.0,1.0,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477
531,1.0,0.0,0.0,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405
547,1.0,1.0,0.0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955
559,1.0,0.0,0.0,0.325,0.25,0.055,0.166,0.076,0.051,0.045
579,1.0,0.0,1.0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085
584,1.0,1.0,0.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185
586,1.0,1.0,0.0,0.56,0.465,0.16,1.0315,0.4320000000000001,0.2025,0.337
589,1.0,0.0,0.0,0.45,0.33,0.1,0.411,0.1945,0.1,0.098
590,1.0,0.0,1.0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
599,1.0,0.0,1.0,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405
609,1.0,0.0,1.0,0.66,0.485,0.155,1.2275,0.61,0.274,0.3
610,1.0,1.0,0.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
620,1.0,1.0,0.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002
623,1.0,0.0,0.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
630,1.0,0.0,1.0,0.425,0.33,0.08,0.361,0.134,0.0825,0.125
653,1.0,0.0,0.0,0.4,0.31,0.1,0.306,0.13,0.06,0.094
658,1.0,0.0,1.0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
672,1.0,1.0,0.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002
680,1.0,0.0,1.0,0.625,0.495,0.155,1.025,0.46,0.1945,0.34
712,1.0,0.0,0.0,0.42,0.31,0.095,0.279,0.1255,0.051,0.08800000000000001
718,1.0,0.0,0.0,0.3,0.235,0.08,0.131,0.05,0.0265,0.043
719,1.0,1.0,0.0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
723,1.0,1.0,0.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004
724,1.0,1.0,0.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29
725,1.0,0.0,1.0,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31
731,1.0,0.0,0.0,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09
733,1.0,1.0,0.0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42
749,1.0,1.0,0.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
755,1.0,0.0,0.0,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11
760,1.0,0.0,0.0,0.5,0.38,0.11,0.494,0.218,0.09,0.1325
772,1.0,0.0,0.0,0.11,0.09,0.03,0.008,0.0025,0.002,0.003
779,1.0,0.0,0.0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042
806,1.0,0.0,1.0,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249
810,1.0,0.0,1.0,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02
815,1.0,1.0,0.0,0.525,0.42,0.16,0.7559999999999999,0.2745,0.173,0.275
823,1.0,0.0,1.0,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
829,1.0,0.0,1.0,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
833,1.0,0.0,1.0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095
837,1.0,0.0,0.0,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215
840,1.0,1.0,0.0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
842,1.0,1.0,0.0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271
847,1.0,0.0,1.0,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515
854,1.0,0.0,0.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119
859,1.0,1.0,0.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
864,1.0,0.0,1.0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239
871,1.0,0.0,1.0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25
878,1.0,1.0,0.0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545
901,1.0,0.0,1.0,0.58,0.455,0.13,0.852,0.41,0.1725,0.225
908,1.0,1.0,0.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
918,1.0,1.0,0.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385
923,1.0,0.0,0.0,0.165,0.12,0.03,0.0215,0.006999999999999999,0.005,0.005
940,1.0,0.0,1.0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095
941,1.0,1.0,0.0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375
944,1.0,0.0,1.0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
951,1.0,0.0,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32
965,1.0,1.0,0.0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335
978,1.0,1.0,0.0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126
982,1.0,1.0,0.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
994,1.0,1.0,0.0,0.62,0.435,0.155,1.012,0.477,0.236,0.275
996,1.0,1.0,0.0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
1001,1.0,0.0,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11
1006,1.0,1.0,0.0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215
1011,1.0,0.0,0.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15
1015,1.0,0.0,1.0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755
1033,1.0,0.0,1.0,0.595,0.475,0.14,0.944,0.3625,0.189,0.315
1035,1.0,0.0,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035
1036,1.0,1.0,0.0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
1046,1.0,0.0,0.0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16
1050,1.0,0.0,1.0,0.545,0.42,0.12,0.7865,0.403,0.185,0.17
1063,1.0,1.0,0.0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33
1069,1.0,1.0,0.0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221
1070,1.0,0.0,0.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015
1071,1.0,0.0,0.0,0.33,0.25,0.075,0.1405,0.056,0.035,0.05
1076,1.0,1.0,0.0,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175
1079,1.0,1.0,0.0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336
1080,1.0,0.0,1.0,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
1084,1.0,0.0,0.0,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765
1091,1.0,0.0,1.0,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29
1092,1.0,1.0,0.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
1096,1.0,0.0,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361
1110,1.0,0.0,0.0,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
1112,1.0,0.0,1.0,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
1125,1.0,0.0,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37
1133,1.0,1.0,0.0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
1154,1.0,0.0,1.0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345
1157,1.0,0.0,1.0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32
1171,1.0,1.0,0.0,0.505,0.4,0.125,0.583,0.246,0.13,0.175
1172,1.0,0.0,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012
1176,1.0,0.0,1.0,0.525,0.435,0.155,1.065,0.486,0.233,0.285
1177,1.0,0.0,1.0,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002
1178,1.0,0.0,1.0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225
1195,1.0,1.0,0.0,0.58,0.46,0.135,0.926,0.4025,0.208,0.275
1207,1.0,0.0,0.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001
1208,1.0,0.0,1.0,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48
1223,1.0,0.0,1.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
1228,1.0,0.0,0.0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11
1229,1.0,1.0,0.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
1240,1.0,1.0,0.0,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
1241,1.0,1.0,0.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36
1248,1.0,1.0,0.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405
1256,1.0,1.0,0.0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295
1258,1.0,0.0,0.0,0.315,0.235,0.08,0.18,0.08,0.045,0.047
1259,1.0,0.0,0.0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073
1279,1.0,0.0,0.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
1282,1.0,0.0,1.0,0.68,0.52,0.195,1.4535,0.5920000000000001,0.391,0.4125
1295,1.0,0.0,1.0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
1306,1.0,1.0,0.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175
1309,1.0,1.0,0.0,0.61,0.45,0.16,1.136,0.414,0.311,0.3
1322,1.0,1.0,0.0,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22
1338,1.0,0.0,1.0,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065
1339,1.0,0.0,1.0,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27
1346,1.0,0.0,0.0,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345
1347,1.0,0.0,0.0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24
1354,1.0,0.0,0.0,0.15,0.1,0.025,0.015,0.0045,0.004,0.005
1365,1.0,0.0,1.0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25
1377,1.0,1.0,0.0,0.67,0.585,0.16,1.3090000000000002,0.5445,0.2945,0.413
1378,1.0,0.0,0.0,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015
1383,1.0,0.0,1.0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339
1390,1.0,1.0,0.0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
1391,1.0,1.0,0.0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
1409,1.0,0.0,1.0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535
1411,1.0,0.0,1.0,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214
1416,1.0,0.0,0.0,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055
1427,1.0,0.0,1.0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485
1438,1.0,0.0,0.0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095
1441,1.0,0.0,1.0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495
1447,1.0,1.0,0.0,0.555,0.425,0.14,0.963,0.44,0.224,0.24
1451,1.0,1.0,0.0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085
1453,1.0,1.0,0.0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.35600000000000004
1459,1.0,0.0,0.0,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.118
1462,1.0,0.0,1.0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
1464,1.0,0.0,1.0,0.645,0.505,0.165,1.307,0.4335,0.262,0.52
1469,1.0,0.0,1.0,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161
1471,1.0,0.0,1.0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
1505,1.0,1.0,0.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276
1525,1.0,0.0,1.0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225
1528,1.0,0.0,1.0,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255
1536,1.0,0.0,0.0,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998
1572,1.0,0.0,1.0,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
1577,1.0,0.0,1.0,0.525,0.415,0.135,0.7945,0.394,0.189,0.202
1582,1.0,0.0,1.0,0.6,0.41,0.145,0.939,0.4475,0.196,0.268
1594,1.0,0.0,0.0,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
1600,1.0,0.0,1.0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01
1607,1.0,0.0,1.0,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055
1611,1.0,0.0,0.0,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045
1613,1.0,0.0,1.0,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
1624,1.0,1.0,0.0,0.6,0.46,0.155,0.9735,0.4270000000000001,0.2045,0.3
1641,1.0,0.0,1.0,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
1644,1.0,1.0,0.0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2
1652,1.0,0.0,1.0,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595
1678,1.0,0.0,1.0,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2
1682,1.0,0.0,0.0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015
1692,1.0,0.0,0.0,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345
1695,1.0,0.0,1.0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345
1698,1.0,1.0,0.0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225
1699,1.0,0.0,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113
1705,1.0,0.0,0.0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026
1709,1.0,1.0,0.0,0.53,0.425,0.15,0.8495,0.328,0.232,0.202
1730,1.0,0.0,1.0,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657
1743,1.0,1.0,0.0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
1749,1.0,0.0,0.0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172
1752,1.0,0.0,0.0,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1
1758,1.0,0.0,1.0,0.64,0.49,0.155,1.1285,0.477,0.269,0.34
1762,1.0,0.0,1.0,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
1775,1.0,0.0,0.0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
1777,1.0,0.0,0.0,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165
1787,1.0,0.0,1.0,0.735,0.59,0.215,1.747,0.7275,0.403,0.557
1795,1.0,1.0,0.0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935
1805,1.0,0.0,0.0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999
1808,1.0,0.0,1.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28
1812,1.0,0.0,1.0,0.535,0.405,0.14,0.818,0.402,0.1715,0.189
1814,1.0,1.0,0.0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
1821,1.0,0.0,1.0,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405
1830,1.0,0.0,1.0,0.575,0.45,0.155,0.948,0.429,0.206,0.259
1847,1.0,0.0,1.0,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415
1850,1.0,0.0,1.0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4
1855,1.0,1.0,0.0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
1860,1.0,1.0,0.0,0.64,0.5,0.175,1.394,0.4935,0.29100000000000004,0.4
1864,1.0,0.0,1.0,0.605,0.49,0.18,1.167,0.457,0.29,0.3745
1884,1.0,0.0,1.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214
1896,1.0,0.0,1.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
1908,1.0,0.0,0.0,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
1909,1.0,0.0,1.0,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
1910,1.0,0.0,1.0,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35
1913,1.0,1.0,0.0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41
1916,1.0,1.0,0.0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
1917,1.0,0.0,1.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
1920,1.0,0.0,0.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
1924,1.0,0.0,1.0,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.28300000000000003
1938,1.0,0.0,0.0,0.335,0.255,0.08,0.168,0.079,0.0355,0.05
1947,1.0,0.0,1.0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01
1973,1.0,0.0,0.0,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106
1987,1.0,0.0,1.0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23
2000,1.0,0.0,1.0,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409
2001,1.0,0.0,0.0,0.435,0.325,0.11,0.3670000000000001,0.1595,0.08,0.105
2003,1.0,0.0,0.0,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162
2004,1.0,0.0,0.0,0.425,0.34,0.1,0.382,0.16399999999999998,0.096,0.1
2017,1.0,0.0,1.0,0.595,0.435,0.16,1.057,0.4255,0.224,0.31
2020,1.0,1.0,0.0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
2024,1.0,0.0,1.0,0.62,0.525,0.155,1.085,0.454,0.1965,0.35
2031,1.0,0.0,1.0,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24
2040,1.0,1.0,0.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547
2042,1.0,0.0,0.0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
2050,1.0,1.0,0.0,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32
2060,1.0,1.0,0.0,0.575,0.46,0.145,0.9945,0.466,0.229,0.265
2064,1.0,1.0,0.0,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575
2097,1.0,0.0,1.0,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18
2104,1.0,1.0,0.0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155
2112,1.0,1.0,0.0,0.655,0.455,0.17,1.275,0.583,0.303,0.333
2126,1.0,0.0,0.0,0.425,0.315,0.1,0.377,0.1645,0.07200000000000001,0.105
2133,1.0,0.0,0.0,0.455,0.375,0.12,0.4970000000000001,0.2355,0.1055,0.1295
2138,1.0,0.0,0.0,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935
2141,1.0,1.0,0.0,0.72,0.55,0.18,1.52,0.637,0.325,0.435
2142,1.0,1.0,0.0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505
2168,1.0,1.0,0.0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271
2177,1.0,0.0,1.0,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276
2205,1.0,0.0,0.0,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02
2208,1.0,1.0,0.0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715
2210,1.0,0.0,1.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
2216,1.0,0.0,1.0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
2219,1.0,1.0,0.0,0.62,0.465,0.14,1.011,0.479,0.2385,0.255
2239,1.0,0.0,1.0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005
2244,1.0,0.0,0.0,0.13,0.1,0.03,0.013,0.0045,0.003,0.004
2246,1.0,0.0,1.0,0.275,0.2,0.08,0.099,0.037000000000000005,0.024,0.03
2253,1.0,0.0,0.0,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285
2269,1.0,0.0,1.0,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155
2285,1.0,1.0,0.0,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624
2288,1.0,1.0,0.0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248
2293,1.0,1.0,0.0,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405
2294,1.0,1.0,0.0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08
2307,1.0,1.0,0.0,0.46,0.375,0.12,0.4915,0.2205,0.08800000000000001,0.17
2320,1.0,0.0,0.0,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945
2330,1.0,1.0,0.0,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
2335,1.0,1.0,0.0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245
2336,1.0,0.0,1.0,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565
2349,1.0,0.0,1.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377
2383,1.0,1.0,0.0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265
2388,1.0,0.0,0.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295
2397,1.0,0.0,0.0,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765
2404,1.0,1.0,0.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265
2405,1.0,0.0,0.0,0.225,0.17,0.05,0.0515,0.019,0.012,0.017
2411,1.0,0.0,1.0,0.6,0.48,0.09,1.05,0.457,0.2685,0.28
2422,1.0,0.0,0.0,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014
2440,1.0,0.0,0.0,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105
2445,1.0,0.0,0.0,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06
