,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
50,1.0,1.0,0.0,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325
52,1.0,0.0,1.0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255
55,1.0,0.0,1.0,0.57,0.445,0.15,0.9875,0.504,0.207,0.249
56,1.0,1.0,0.0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355
58,1.0,1.0,0.0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3
60,1.0,0.0,0.0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03
63,1.0,0.0,0.0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165
64,1.0,0.0,0.0,0.48,0.35,0.105,0.635,0.35200000000000004,0.127,0.135
66,1.0,1.0,0.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37
68,1.0,1.0,0.0,0.51,0.385,0.135,0.632,0.282,0.145,0.17
70,1.0,0.0,0.0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1
71,1.0,0.0,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315
73,1.0,0.0,0.0,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06
74,1.0,1.0,0.0,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345
75,1.0,0.0,1.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725
77,1.0,1.0,0.0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342
79,1.0,0.0,0.0,0.43,0.33,0.095,0.32,0.118,0.065,0.123
82,1.0,1.0,0.0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131
83,1.0,1.0,0.0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985
87,1.0,0.0,1.0,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485
88,1.0,1.0,0.0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259
90,1.0,0.0,1.0,0.685,0.505,0.19,1.533,0.667,0.4055,0.41
92,1.0,0.0,0.0,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
94,1.0,0.0,0.0,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585
95,1.0,0.0,0.0,0.46,0.365,0.115,0.511,0.2365,0.118,0.123
96,1.0,0.0,0.0,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037000000000000005
97,1.0,0.0,0.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102
99,1.0,1.0,0.0,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035
101,1.0,0.0,0.0,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011
102,1.0,0.0,1.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225
103,1.0,0.0,0.0,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23
109,1.0,0.0,1.0,0.45,0.35,0.13,0.46,0.174,0.111,0.135
112,1.0,0.0,0.0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003
114,1.0,0.0,0.0,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055
115,1.0,1.0,0.0,0.66,0.53,0.17,1.3259999999999998,0.519,0.2625,0.44
116,1.0,0.0,1.0,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374
117,1.0,0.0,1.0,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285
119,1.0,1.0,0.0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22
120,1.0,1.0,0.0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381
122,1.0,1.0,0.0,0.63,0.485,0.185,1.167,0.5479999999999999,0.2485,0.34
125,1.0,0.0,1.0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175
126,1.0,0.0,0.0,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675
128,1.0,1.0,0.0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465
130,1.0,0.0,1.0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384
135,1.0,1.0,0.0,0.725,0.6,0.2,1.737,0.6970000000000001,0.3585,0.595
137,1.0,1.0,0.0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002
142,1.0,1.0,0.0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16
143,1.0,0.0,1.0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575
144,1.0,1.0,0.0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43
151,1.0,0.0,0.0,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
158,1.0,1.0,0.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
163,1.0,0.0,0.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21
164,1.0,1.0,0.0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765
165,1.0,0.0,1.0,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08
166,1.0,1.0,0.0,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
169,1.0,0.0,1.0,0.685,0.55,0.2,1.7725,0.813,0.387,0.49
170,1.0,1.0,0.0,0.57,0.44,0.19,1.018,0.447,0.207,0.265
172,1.0,1.0,0.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175
173,1.0,1.0,0.0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675
174,1.0,0.0,1.0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055
175,1.0,1.0,0.0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25
177,1.0,0.0,0.0,0.475,0.355,0.115,0.5195,0.279,0.08800000000000001,0.1325
179,1.0,0.0,1.0,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
182,1.0,0.0,1.0,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115
185,1.0,0.0,1.0,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24
186,1.0,0.0,0.0,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24
189,1.0,1.0,0.0,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925
190,1.0,1.0,0.0,0.615,0.525,0.155,1.0385,0.4270000000000001,0.2315,0.345
191,1.0,0.0,1.0,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.3720000000000001
192,1.0,0.0,0.0,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965
195,1.0,0.0,0.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385
202,1.0,0.0,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885
206,1.0,0.0,0.0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365
208,1.0,0.0,1.0,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4
209,1.0,0.0,0.0,0.375,0.28,0.08,0.226,0.105,0.047,0.065
210,1.0,0.0,1.0,0.615,0.495,0.2,1.219,0.564,0.227,0.3885
211,1.0,0.0,0.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17
212,1.0,1.0,0.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325
214,1.0,0.0,0.0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05
216,1.0,0.0,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295
217,1.0,1.0,0.0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24
218,1.0,0.0,1.0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
219,1.0,0.0,1.0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175
220,1.0,0.0,0.0,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185
222,1.0,0.0,0.0,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03
223,1.0,1.0,0.0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155
224,1.0,0.0,0.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07
225,1.0,0.0,1.0,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685
226,1.0,0.0,1.0,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.416
228,1.0,1.0,0.0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004
231,1.0,0.0,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725
234,1.0,0.0,0.0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02
235,1.0,0.0,0.0,0.505,0.355,0.125,0.601,0.25,0.1205,0.185
236,1.0,0.0,1.0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314
238,1.0,0.0,1.0,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395
239,1.0,1.0,0.0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349
241,1.0,0.0,1.0,0.63,0.47,0.155,1.1325,0.589,0.211,0.287
242,1.0,0.0,1.0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
243,1.0,0.0,0.0,0.345,0.255,0.095,0.183,0.075,0.0385,0.06
245,1.0,0.0,1.0,0.52,0.425,0.125,0.79,0.3720000000000001,0.205,0.19
253,1.0,1.0,0.0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.4370000000000001
257,1.0,1.0,0.0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035
260,1.0,0.0,0.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315
261,1.0,1.0,0.0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25
262,1.0,0.0,1.0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775
265,1.0,1.0,0.0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
268,1.0,0.0,0.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045
274,1.0,0.0,0.0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304
276,1.0,1.0,0.0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21
277,1.0,1.0,0.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
278,1.0,1.0,0.0,0.34,0.255,0.085,0.204,0.097,0.021,0.05
279,1.0,1.0,0.0,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155
280,1.0,1.0,0.0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
281,1.0,0.0,0.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239
282,1.0,0.0,1.0,0.645,0.515,0.24,1.5415,0.471,0.369,0.535
284,1.0,0.0,1.0,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289
286,1.0,0.0,1.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135
287,1.0,1.0,0.0,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765
289,1.0,0.0,1.0,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685
290,1.0,0.0,0.0,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038
293,1.0,1.0,0.0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255
294,1.0,1.0,0.0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44
295,1.0,0.0,0.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
296,1.0,0.0,1.0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295
301,1.0,0.0,1.0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14
302,1.0,0.0,1.0,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425
304,1.0,1.0,0.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215
305,1.0,0.0,0.0,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08
306,1.0,0.0,0.0,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.093
307,1.0,0.0,1.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
309,1.0,0.0,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
313,1.0,1.0,0.0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22
314,1.0,1.0,0.0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665
315,1.0,1.0,0.0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24
316,1.0,1.0,0.0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466
317,1.0,0.0,0.0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229
319,1.0,0.0,0.0,0.335,0.26,0.085,0.192,0.097,0.03,0.054000000000000006
323,1.0,0.0,0.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525
328,1.0,0.0,1.0,0.615,0.5,0.17,1.054,0.4845,0.228,0.295
331,1.0,0.0,0.0,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125
332,1.0,1.0,0.0,0.575,0.445,0.14,0.941,0.3845,0.252,0.285
336,1.0,0.0,1.0,0.35,0.265,0.09,0.197,0.073,0.0365,0.077
338,1.0,0.0,1.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045
339,1.0,0.0,0.0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
343,1.0,0.0,0.0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425
346,1.0,0.0,0.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11
347,1.0,0.0,0.0,0.365,0.27,0.085,0.1875,0.081,0.042,0.058
349,1.0,1.0,0.0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501
351,1.0,0.0,1.0,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344
354,1.0,0.0,0.0,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095
355,1.0,1.0,0.0,0.55,0.43,0.125,0.923,0.4035,0.175,0.28300000000000003
358,1.0,0.0,1.0,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205
359,1.0,1.0,0.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
362,1.0,1.0,0.0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215
363,1.0,0.0,1.0,0.62,0.49,0.155,1.1,0.505,0.2475,0.31
366,1.0,1.0,0.0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445
367,1.0,0.0,0.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715
368,1.0,0.0,0.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075
369,1.0,0.0,1.0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36
371,1.0,1.0,0.0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31
372,1.0,1.0,0.0,0.625,0.5,0.175,1.273,0.564,0.302,0.374
373,1.0,0.0,0.0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11
374,1.0,1.0,0.0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248
378,1.0,0.0,1.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805
380,1.0,0.0,1.0,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
381,1.0,1.0,0.0,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335
383,1.0,0.0,0.0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
387,1.0,0.0,1.0,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325
388,1.0,0.0,1.0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325
389,1.0,0.0,1.0,0.56,0.43,0.155,0.8675,0.4,0.172,0.229
391,1.0,0.0,0.0,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999
392,1.0,0.0,0.0,0.245,0.18,0.065,0.071,0.03,0.013,0.0215
393,1.0,0.0,0.0,0.55,0.425,0.13,0.664,0.2695,0.163,0.21
395,1.0,1.0,0.0,0.58,0.445,0.15,0.858,0.4,0.156,0.253
398,1.0,0.0,1.0,0.63,0.47,0.145,1.1005,0.52,0.26,0.276
399,1.0,1.0,0.0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43
400,1.0,0.0,0.0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
401,1.0,0.0,1.0,0.43,0.335,0.115,0.406,0.166,0.0935,0.135
402,1.0,0.0,1.0,0.48,0.375,0.145,0.777,0.21600000000000005,0.13,0.17
404,1.0,1.0,0.0,0.55,0.405,0.125,0.6509999999999999,0.2965,0.13699999999999998,0.2
405,1.0,0.0,0.0,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135
409,1.0,0.0,1.0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309
412,1.0,0.0,0.0,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021
413,1.0,0.0,0.0,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025
415,1.0,0.0,0.0,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
419,1.0,0.0,1.0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245
420,1.0,0.0,0.0,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115
421,1.0,0.0,1.0,0.31,0.245,0.095,0.15,0.0525,0.034,0.048
422,1.0,1.0,0.0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
423,1.0,0.0,1.0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335
424,1.0,0.0,1.0,0.515,0.425,0.145,0.9365,0.4970000000000001,0.181,0.2185
425,1.0,0.0,1.0,0.585,0.49,0.185,1.171,0.522,0.2535,0.335
427,1.0,1.0,0.0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
428,1.0,0.0,0.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
430,1.0,1.0,0.0,0.615,0.475,0.155,1.027,0.447,0.25,0.285
437,1.0,0.0,0.0,0.465,0.37,0.115,0.534,0.261,0.098,0.14300000000000002
440,1.0,0.0,0.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077
441,1.0,0.0,1.0,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04
442,1.0,1.0,0.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476
443,1.0,0.0,1.0,0.56,0.45,0.14,0.9,0.472,0.182,0.218
444,1.0,0.0,1.0,0.63,0.495,0.18,1.31,0.495,0.295,0.4695
446,1.0,0.0,1.0,0.5,0.4,0.13,0.7715,0.37,0.16,0.211
447,1.0,0.0,0.0,0.465,0.37,0.1,0.5055,0.234,0.11,0.14
451,1.0,0.0,0.0,0.575,0.45,0.125,0.78,0.3275,0.188,0.235
454,1.0,1.0,0.0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245
455,1.0,0.0,0.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09
456,1.0,0.0,0.0,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07
458,1.0,0.0,0.0,0.35,0.265,0.08,0.192,0.081,0.0465,0.053
461,1.0,1.0,0.0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31
464,1.0,0.0,1.0,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415
465,1.0,0.0,1.0,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215
466,1.0,1.0,0.0,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245
470,1.0,0.0,1.0,0.58,0.46,0.18,1.145,0.48,0.277,0.325
472,1.0,0.0,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
473,1.0,0.0,1.0,0.44,0.375,0.13,0.487,0.226,0.0965,0.155
476,1.0,1.0,0.0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35
477,1.0,1.0,0.0,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23
481,1.0,0.0,0.0,0.32,0.215,0.095,0.305,0.14,0.067,0.0885
486,1.0,0.0,0.0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575
487,1.0,0.0,0.0,0.53,0.42,0.13,0.6579999999999999,0.29600000000000004,0.1245,0.198
488,1.0,1.0,0.0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461
491,1.0,0.0,1.0,0.59,0.5,0.15,1.142,0.485,0.265,0.345
492,1.0,0.0,0.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225
493,1.0,1.0,0.0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
494,1.0,0.0,1.0,0.67,0.5,0.19,1.519,0.616,0.388,0.415
495,1.0,0.0,1.0,0.26,0.2,0.065,0.096,0.044,0.027000000000000003,0.03
497,1.0,0.0,0.0,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185
498,1.0,1.0,0.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
500,1.0,0.0,1.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835
502,1.0,0.0,0.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195
504,1.0,0.0,0.0,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105
505,1.0,0.0,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285
506,1.0,1.0,0.0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265
515,1.0,1.0,0.0,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07
518,1.0,1.0,0.0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245
519,1.0,0.0,1.0,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525
520,1.0,0.0,1.0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945
521,1.0,0.0,0.0,0.485,0.375,0.14,0.521,0.2,0.123,0.17
523,1.0,0.0,1.0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06
526,1.0,0.0,1.0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355
527,1.0,0.0,0.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
529,1.0,0.0,1.0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
530,1.0,0.0,1.0,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477
531,1.0,0.0,0.0,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405
532,1.0,0.0,1.0,0.61,0.48,0.17,1.137,0.4565,0.29,0.34700000000000003
533,1.0,0.0,0.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18
534,1.0,0.0,0.0,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
536,1.0,1.0,0.0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245
540,1.0,0.0,0.0,0.33,0.24,0.075,0.163,0.0745,0.033,0.048
541,1.0,1.0,0.0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6
542,1.0,0.0,1.0,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745
547,1.0,1.0,0.0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955
548,1.0,1.0,0.0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162
551,1.0,1.0,0.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299
552,1.0,0.0,1.0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156
555,1.0,0.0,1.0,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
559,1.0,0.0,0.0,0.325,0.25,0.055,0.166,0.076,0.051,0.045
560,1.0,0.0,0.0,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237
565,1.0,0.0,0.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07
568,1.0,0.0,1.0,0.695,0.53,0.21,1.51,0.664,0.4095,0.385
572,1.0,0.0,0.0,0.28,0.215,0.08,0.132,0.07200000000000001,0.022,0.033
574,1.0,0.0,0.0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136
575,1.0,0.0,1.0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1
576,1.0,1.0,0.0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285
579,1.0,0.0,1.0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085
581,1.0,0.0,1.0,0.58,0.455,0.17,0.93,0.408,0.259,0.22
584,1.0,1.0,0.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185
585,1.0,0.0,0.0,0.34,0.26,0.08,0.2,0.08,0.0555,0.055
586,1.0,1.0,0.0,0.56,0.465,0.16,1.0315,0.4320000000000001,0.2025,0.337
587,1.0,1.0,0.0,0.625,0.515,0.16,1.264,0.5715,0.326,0.321
588,1.0,0.0,0.0,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215
589,1.0,0.0,0.0,0.45,0.33,0.1,0.411,0.1945,0.1,0.098
590,1.0,0.0,1.0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
591,1.0,0.0,1.0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14
592,1.0,0.0,0.0,0.54,0.425,0.14,0.742,0.32,0.1395,0.25
594,1.0,0.0,0.0,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238
599,1.0,0.0,1.0,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405
600,1.0,1.0,0.0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345
604,1.0,1.0,0.0,0.65,0.52,0.195,1.6275,0.6890000000000001,0.3905,0.4320000000000001
605,1.0,0.0,0.0,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207
606,1.0,0.0,0.0,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345
609,1.0,0.0,1.0,0.66,0.485,0.155,1.2275,0.61,0.274,0.3
610,1.0,1.0,0.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
613,1.0,0.0,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.202,0.305
616,1.0,0.0,1.0,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845
618,1.0,0.0,1.0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39
620,1.0,1.0,0.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002
621,1.0,0.0,1.0,0.58,0.45,0.14,0.8240000000000001,0.3465,0.1765,0.263
