,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
229,1.0,1.0,0.0,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695
230,1.0,0.0,0.0,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18
244,1.0,1.0,0.0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471
246,1.0,1.0,0.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08
247,1.0,0.0,0.0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725
250,1.0,1.0,0.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
251,1.0,0.0,0.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07
256,1.0,0.0,1.0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405
269,1.0,0.0,0.0,0.46,0.35,0.1,0.471,0.252,0.077,0.123
270,1.0,0.0,0.0,0.36,0.27,0.095,0.2,0.073,0.056,0.061
271,1.0,0.0,0.0,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001
275,1.0,0.0,0.0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043
283,1.0,0.0,1.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
285,1.0,0.0,0.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
288,1.0,1.0,0.0,0.52,0.41,0.155,0.727,0.29100000000000004,0.1835,0.235
297,1.0,0.0,0.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
298,1.0,0.0,0.0,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145
299,1.0,0.0,1.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364
303,1.0,1.0,0.0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195
311,1.0,0.0,0.0,0.375,0.285,0.09,0.237,0.106,0.0395,0.08
329,1.0,0.0,0.0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045
335,1.0,0.0,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000005,0.195
345,1.0,1.0,0.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235
352,1.0,0.0,0.0,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115
360,1.0,1.0,0.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085
370,1.0,0.0,0.0,0.395,0.3,0.09,0.279,0.134,0.049,0.075
376,1.0,0.0,0.0,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215
397,1.0,1.0,0.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998
407,1.0,0.0,0.0,0.58,0.445,0.15,0.8865,0.383,0.209,0.255
414,1.0,0.0,0.0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335
416,1.0,0.0,1.0,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325
418,1.0,1.0,0.0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355
426,1.0,1.0,0.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85
429,1.0,1.0,0.0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415
431,1.0,1.0,0.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474
439,1.0,0.0,1.0,0.59,0.46,0.155,0.906,0.327,0.1485,0.335
453,1.0,0.0,1.0,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245
459,1.0,1.0,0.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23
462,1.0,1.0,0.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185
468,1.0,1.0,0.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47
471,1.0,0.0,1.0,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265
475,1.0,0.0,1.0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315
480,1.0,0.0,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
482,1.0,1.0,0.0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225
485,1.0,0.0,1.0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365
489,1.0,0.0,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205
501,1.0,1.0,0.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605
503,1.0,0.0,0.0,0.39,0.28,0.09,0.215,0.0845,0.034,0.079
507,1.0,0.0,0.0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035
509,1.0,1.0,0.0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34
512,1.0,0.0,0.0,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395
513,1.0,0.0,0.0,0.57,0.44,0.13,0.7665,0.34700000000000003,0.1785,0.202
514,1.0,0.0,1.0,0.63,0.485,0.16,1.243,0.623,0.275,0.3
528,1.0,1.0,0.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33
538,1.0,0.0,0.0,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375
544,1.0,0.0,0.0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035
546,1.0,0.0,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195
550,1.0,0.0,0.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125
554,1.0,0.0,1.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36
558,1.0,1.0,0.0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13
562,1.0,1.0,0.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835
563,1.0,0.0,0.0,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095
566,1.0,0.0,0.0,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246
567,1.0,1.0,0.0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21
569,1.0,1.0,0.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
582,1.0,1.0,0.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65
598,1.0,0.0,0.0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04
602,1.0,0.0,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.4370000000000001
607,1.0,0.0,0.0,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172
619,1.0,0.0,0.0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105
629,1.0,0.0,0.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315
634,1.0,0.0,1.0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063
645,1.0,1.0,0.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155
646,1.0,1.0,0.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
654,1.0,1.0,0.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515
656,1.0,0.0,0.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18
660,1.0,0.0,0.0,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.028
670,1.0,1.0,0.0,0.61,0.48,0.175,1.0675,0.391,0.21600000000000005,0.42
685,1.0,0.0,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22
698,1.0,0.0,1.0,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565
720,1.0,1.0,0.0,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22
727,1.0,1.0,0.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145
732,1.0,0.0,1.0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265
737,1.0,0.0,0.0,0.485,0.355,0.12,0.5085,0.21,0.122,0.135
741,1.0,0.0,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
746,1.0,0.0,0.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145
747,1.0,1.0,0.0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405
775,1.0,0.0,0.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39
784,1.0,0.0,1.0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601
785,1.0,0.0,1.0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
788,1.0,0.0,0.0,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002
793,1.0,1.0,0.0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945
796,1.0,1.0,0.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25
798,1.0,0.0,1.0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155
799,1.0,1.0,0.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42
804,1.0,0.0,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155
814,1.0,0.0,0.0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
816,1.0,1.0,0.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
821,1.0,1.0,0.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23
824,1.0,1.0,0.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
838,1.0,0.0,1.0,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25
841,1.0,0.0,1.0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24
843,1.0,0.0,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295
844,1.0,1.0,0.0,0.605,0.485,0.165,1.0735,0.4370000000000001,0.205,0.33
845,1.0,1.0,0.0,0.61,0.47,0.145,1.153,0.403,0.29600000000000004,0.32
856,1.0,1.0,0.0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2
858,1.0,0.0,0.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525
866,1.0,1.0,0.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
867,1.0,1.0,0.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27
875,1.0,1.0,0.0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525
886,1.0,0.0,1.0,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965
891,1.0,0.0,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455
895,1.0,0.0,0.0,0.51,0.405,0.12,0.61,0.229,0.131,0.235
912,1.0,0.0,1.0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37
916,1.0,0.0,1.0,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815
920,1.0,1.0,0.0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24
922,1.0,0.0,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215
926,1.0,0.0,1.0,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4
939,1.0,0.0,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
945,1.0,1.0,0.0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645
964,1.0,0.0,1.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58
973,1.0,0.0,1.0,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29
975,1.0,0.0,1.0,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
976,1.0,1.0,0.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14
993,1.0,0.0,1.0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453
1007,1.0,0.0,0.0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049
1016,1.0,0.0,0.0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255
1018,1.0,1.0,0.0,0.64,0.54,0.175,1.221,0.51,0.259,0.39
1034,1.0,1.0,0.0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25
1039,1.0,1.0,0.0,0.63,0.475,0.15,1.172,0.536,0.254,0.316
1044,1.0,0.0,1.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371
1045,1.0,0.0,1.0,0.65,0.515,0.18,1.3315,0.5665,0.34700000000000003,0.405
1047,1.0,0.0,1.0,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865
1057,1.0,1.0,0.0,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405
1068,1.0,1.0,0.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12
1075,1.0,0.0,0.0,0.275,0.2,0.075,0.086,0.0305,0.019,0.03
1103,1.0,1.0,0.0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
1106,1.0,0.0,1.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34
1111,1.0,1.0,0.0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095
1117,1.0,0.0,1.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07
1118,1.0,0.0,1.0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
1131,1.0,0.0,0.0,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14
1132,1.0,0.0,0.0,0.4,0.31,0.1,0.127,0.106,0.071,0.085
1136,1.0,0.0,0.0,0.49,0.385,0.14,0.5425,0.198,0.127,0.175
1139,1.0,1.0,0.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39
1140,1.0,1.0,0.0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27
1142,1.0,0.0,0.0,0.55,0.445,0.11,0.7935,0.378,0.142,0.26
1143,1.0,1.0,0.0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131
1149,1.0,0.0,1.0,0.555,0.45,0.145,0.915,0.4,0.246,0.285
1153,1.0,0.0,0.0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525
1156,1.0,1.0,0.0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32
1173,1.0,1.0,0.0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39
1180,1.0,0.0,0.0,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28
1189,1.0,0.0,0.0,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076
1202,1.0,0.0,1.0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
1203,1.0,1.0,0.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
1206,1.0,0.0,0.0,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21
1212,1.0,0.0,1.0,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28
1213,1.0,0.0,0.0,0.375,0.275,0.085,0.22,0.109,0.05,0.0605
1232,1.0,1.0,0.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42
1238,1.0,0.0,1.0,0.62,0.48,0.16,1.0765,0.412,0.253,0.3
1243,1.0,0.0,0.0,0.52,0.405,0.14,0.5775,0.2,0.145,0.179
1250,1.0,1.0,0.0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47
1255,1.0,0.0,1.0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37
1261,1.0,1.0,0.0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37
1265,1.0,0.0,1.0,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
1274,1.0,0.0,0.0,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057
1283,1.0,0.0,1.0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405
1284,1.0,0.0,0.0,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211
1286,1.0,0.0,0.0,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095
1292,1.0,0.0,1.0,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795
1297,1.0,1.0,0.0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14
1302,1.0,1.0,0.0,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23
1304,1.0,0.0,1.0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435
1315,1.0,0.0,0.0,0.375,0.285,0.1,0.239,0.105,0.0555,0.07
1326,1.0,1.0,0.0,0.57,0.45,0.15,0.9645,0.531,0.189,0.209
1329,1.0,0.0,1.0,0.555,0.425,0.13,0.7665,0.264,0.168,0.275
1332,1.0,0.0,0.0,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135
1333,1.0,0.0,0.0,0.36,0.28,0.105,0.199,0.0695,0.045,0.08
1342,1.0,0.0,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06
1355,1.0,0.0,0.0,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19
1375,1.0,0.0,0.0,0.47,0.375,0.105,0.468,0.1665,0.108,0.17
1385,1.0,0.0,0.0,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835
1392,1.0,1.0,0.0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07
1393,1.0,1.0,0.0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32
1395,1.0,0.0,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188
1400,1.0,0.0,0.0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675
1414,1.0,0.0,0.0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045
1415,1.0,1.0,0.0,0.635,0.495,0.175,1.211,0.7070000000000001,0.2725,0.32299999999999995
1417,1.0,0.0,1.0,0.415,0.315,0.125,0.388,0.068,0.09,0.125
1421,1.0,0.0,1.0,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205
1422,1.0,0.0,1.0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
1429,1.0,0.0,1.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05
1431,1.0,0.0,1.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28
1435,1.0,0.0,0.0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215
1450,1.0,1.0,0.0,0.475,0.4,0.115,0.541,0.18600000000000005,0.1025,0.21
1461,1.0,0.0,0.0,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18
1473,1.0,1.0,0.0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345
1481,1.0,0.0,0.0,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18
1483,1.0,0.0,1.0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32
1491,1.0,0.0,0.0,0.56,0.44,0.14,0.825,0.402,0.139,0.245
1501,1.0,0.0,0.0,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259
1519,1.0,0.0,0.0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895
1523,1.0,0.0,1.0,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355
1527,1.0,0.0,0.0,0.44,0.365,0.11,0.4465,0.213,0.08900000000000001,0.1135
1532,1.0,0.0,0.0,0.255,0.185,0.06,0.0925,0.039,0.021,0.025
1535,1.0,0.0,1.0,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085
1538,1.0,0.0,1.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355
1539,1.0,0.0,0.0,0.47,0.4,0.16,0.51,0.1615,0.073,0.198
1541,1.0,1.0,0.0,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18
1546,1.0,0.0,1.0,0.68,0.52,0.175,1.543,0.7525,0.35100000000000003,0.374
1547,1.0,0.0,0.0,0.55,0.425,0.145,0.89,0.4325,0.171,0.236
1550,1.0,0.0,1.0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
1576,1.0,1.0,0.0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115
1588,1.0,0.0,0.0,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12
1589,1.0,0.0,1.0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496
1597,1.0,0.0,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31
1602,1.0,1.0,0.0,0.37,0.29,0.115,0.25,0.111,0.057,0.075
1604,1.0,1.0,0.0,0.42,0.33,0.125,0.463,0.18600000000000005,0.11,0.145
1605,1.0,0.0,1.0,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085
1614,1.0,0.0,0.0,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33
1626,1.0,0.0,0.0,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196
1631,1.0,0.0,1.0,0.575,0.47,0.165,0.853,0.292,0.179,0.35
1646,1.0,1.0,0.0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51
1648,1.0,1.0,0.0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29
1651,1.0,1.0,0.0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363
1653,1.0,0.0,1.0,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685
1667,1.0,1.0,0.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132
1670,1.0,0.0,1.0,0.56,0.41,0.165,0.93,0.3505,0.237,0.3
1672,1.0,0.0,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17
1687,1.0,1.0,0.0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412
1697,1.0,0.0,1.0,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
1700,1.0,1.0,0.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185
1708,1.0,0.0,1.0,0.61,0.485,0.175,1.2445,0.544,0.297,0.345
1717,1.0,1.0,0.0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31
1723,1.0,0.0,0.0,0.28,0.2,0.065,0.0895,0.036000000000000004,0.0185,0.03
1724,1.0,1.0,0.0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015
1732,1.0,0.0,1.0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505
1737,1.0,1.0,0.0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105
1740,1.0,0.0,1.0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265
1744,1.0,0.0,1.0,0.58,0.455,0.195,1.859,0.945,0.426,0.441
1753,1.0,0.0,1.0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275
1760,1.0,1.0,0.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18
1770,1.0,0.0,0.0,0.56,0.435,0.135,0.72,0.329,0.103,0.251
1771,1.0,0.0,0.0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217
1774,1.0,0.0,0.0,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002
1796,1.0,0.0,0.0,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26
1801,1.0,0.0,0.0,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07
1823,1.0,1.0,0.0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235
1833,1.0,0.0,1.0,0.59,0.45,0.185,1.283,0.473,0.276,0.425
1838,1.0,0.0,1.0,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204
1845,1.0,0.0,0.0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26
1851,1.0,0.0,1.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29
1869,1.0,0.0,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16
1871,1.0,0.0,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175
1878,1.0,0.0,0.0,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07
1882,1.0,0.0,0.0,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105
1885,1.0,1.0,0.0,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41
1889,1.0,1.0,0.0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285
1890,1.0,1.0,0.0,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265
1892,1.0,0.0,1.0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213
1905,1.0,0.0,1.0,0.675,0.525,0.175,1.402,0.483,0.3205,0.465
1915,1.0,1.0,0.0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2
1921,1.0,0.0,1.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655
1923,1.0,1.0,0.0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403
1928,1.0,0.0,1.0,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002
1931,1.0,0.0,0.0,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09
1939,1.0,0.0,0.0,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
1940,1.0,0.0,0.0,0.315,0.235,0.07,0.149,0.058,0.0325,0.047
1943,1.0,0.0,0.0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238
1946,1.0,1.0,0.0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482
