,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
236,1.0,0.63,0.49,0.155,1.229,0.535,0.29,0.335,10.905134171051301,11
243,1.0,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,18.307187437945682,17
247,1.0,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11.293698493277644,11
250,1.0,0.605,0.46,0.17,1.122,0.34700000000000003,0.3045,0.315,13.210767857616013,13
251,1.0,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,10.544536030100836,10
253,1.0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6.2903826221362165,6
255,1.0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,9.78364009023612,10
257,1.0,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,8.780366942174162,9
258,1.0,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8.706708328132232,8
259,1.0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,6.986186282930603,7
260,1.0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11.180734616852261,11
265,1.0,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,9.993093560374884,11
267,1.0,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8.37325431390559,8
268,1.0,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,9.789638504173787,10
269,1.0,0.68,0.58,0.2,1.787,0.585,0.453,0.6,17.519829590556018,19
271,1.0,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8.330934860770462,8
275,1.0,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,12.838535471431424,13
277,1.0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11.486622911776802,11
279,1.0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,9.286569441555251,10
280,1.0,0.53,0.405,0.12,0.632,0.2715,0.14800000000000002,0.1875,9.451759035971412,9
283,1.0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11.272002576565772,11
285,1.0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,11.7517166328964,13
286,1.0,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9.386374470264773,9
287,1.0,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,13.31460260479611,12
293,1.0,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,9.346221460083365,10
296,1.0,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11.010417285675207,11
298,1.0,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11.530479165083463,11
299,1.0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,8.69676042719153,9
300,1.0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8.574570982404504,8
301,1.0,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6.420578574708026,6
303,1.0,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12.144144421445905,12
304,1.0,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13.183399906085262,13
306,1.0,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,18.034152200864163,17
311,1.0,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11.121181309014949,11
312,1.0,0.185,0.135,0.04,0.027000000000000003,0.0105,0.0055,0.009000000000000001,5.105664932071106,5
313,1.0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195,8.987217489251602,10
315,1.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9.822264755421891,9
316,1.0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,7.790789074579619,8
317,1.0,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8.36597848608815,8
318,1.0,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,8.55533435013918,9
319,1.0,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7.289960968215952,7
322,1.0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9.718844680240238,9
324,1.0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,9.154630576511464,10
332,1.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7.643665422524005,7
333,1.0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9.167658751593546,9
334,1.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6.339681504947286,6
337,1.0,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.189,9.152099504205438,9
338,1.0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,10.426969115062477,11
340,1.0,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225,11.422124556448853,12
343,1.0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,7.819083911563124,8
344,1.0,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11.23031772844353,11
345,1.0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,10.209362637859885,11
350,1.0,0.46,0.355,0.14,0.491,0.207,0.115,0.174,9.349050763923014,10
352,1.0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,8.23394136744717,9
353,1.0,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10.038900252720406,10
354,1.0,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,10.849093999969247,11
355,1.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8.366168756034053,8
357,1.0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8.723047225204546,8
359,1.0,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7.347561327883687,7
362,1.0,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9.059177007452108,9
363,1.0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,9.099243552393455,10
370,1.0,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,9.363628127918144,10
375,1.0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8.39289754874707,8
379,1.0,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,9.454569832133577,10
386,1.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,8.67257702835737,9
387,1.0,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,8.762822947001462,9
390,1.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,7.316245977140516,8
392,1.0,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,6.886565425493086,7
393,1.0,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8.042479632792176,8
394,1.0,0.53,0.405,0.15,0.8315,0.35200000000000004,0.187,0.2525,10.207197700285665,10
395,1.0,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,10.661389411764056,11
396,1.0,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8.395212405188369,8
399,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,12.075994323354118,11
400,1.0,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8.28422551484615,8
401,1.0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8.17298342409876,8
403,1.0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9.3507025154443,9
404,1.0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10.192342010524623,10
405,1.0,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5.141466061678734,5
407,1.0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,8.91798016170039,9
414,1.0,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,11.273271313576073,12
415,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10.444739598931509,10
416,1.0,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7.20655360146263,7
417,1.0,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5.457685774867167,5
418,1.0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8.22729914741072,8
419,1.0,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8.618325257597688,8
425,1.0,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,10.413689983154207,11
426,1.0,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9.087279293530283,9
428,1.0,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9.229629477217362,9
429,1.0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11.897044184986589,11
431,1.0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,10.575675345837537,11
433,1.0,0.625,0.475,0.175,1.3405,0.6559999999999999,0.28300000000000003,0.337,9.592732924253443,10
435,1.0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,12.032152328741784,11
437,1.0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,11.43204877245925,12
441,1.0,0.63,0.505,0.155,1.105,0.4920000000000001,0.226,0.325,11.395325689301112,11
445,1.0,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,9.846171304422729,10
446,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7.556555410603325,7
449,1.0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11.576081057595896,11
452,1.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,12.795616724077245,13
455,1.0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,7.188708354646083,8
456,1.0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10.083086014043353,10
457,1.0,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,9.211920864390393,10
458,1.0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,7.798676245367947,8
459,1.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,11.901391582274053,13
467,1.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10.451009532692451,10
469,1.0,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9.306006381760161,9
471,1.0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,10.063628312813744,11
476,1.0,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9.250189483537149,9
477,1.0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10.799777446560583,10
478,1.0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,12.325469649412648,13
479,1.0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,10.713165014010002,11
483,1.0,0.585,0.42,0.155,1.034,0.4370000000000001,0.2225,0.32,10.75988081809339,11
486,1.0,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8.232407716532627,8
489,1.0,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215,8.524019354424581,9
491,1.0,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12,8.120073755645013,9
492,1.0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,6.754418471722342,7
493,1.0,0.635,0.505,0.165,1.251,0.5770000000000001,0.227,0.3825,11.647147346704587,11
501,1.0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8.578591583115214,8
503,1.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10.728819446434155,10
505,1.0,0.62,0.51,0.18,1.233,0.5920000000000001,0.274,0.322,10.402223508241418,10
506,1.0,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,13.94398729763044,15
510,1.0,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,10.3918093051469,11
516,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,10.259100938409354,11
524,1.0,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7.5110329083220675,7
527,1.0,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,9.607671674928692,10
534,1.0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,11.925705335090251,12
535,1.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,12.213156152057671,13
536,1.0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,12.817243144597708,13
539,1.0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9.499632401785234,9
540,1.0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,9.934290281805616,11
542,1.0,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10.178098374671032,10
543,1.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,9.120999214319797,10
545,1.0,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,11.338723760136869,11
546,1.0,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8.636982738512767,8
549,1.0,0.595,0.47,0.155,1.121,0.4515,0.17800000000000002,0.155,10.896839449238833,11
550,1.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,8.291360708883072,9
551,1.0,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9.161411874963704,9
552,1.0,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10.037388686321648,10
555,1.0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9.006874783816187,9
557,1.0,0.415,0.325,0.14,0.417,0.1535,0.1015,0.14400000000000002,9.29885374950868,10
558,1.0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,7.512470959151887,8
564,1.0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8.53896092728441,8
567,1.0,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9.582069061308921,9
568,1.0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000005,10.98802834641798,12
569,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,9.023205261656768,10
570,1.0,0.66,0.515,0.2,1.6465,0.7490000000000001,0.422,0.401,10.475514091747113,11
572,1.0,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8.006856768102395,8
575,1.0,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,10.215585806088479,11
578,1.0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10.373227492998108,10
583,1.0,0.57,0.445,0.16,1.0145,0.516,0.16399999999999998,0.3,9.823322784803555,10
584,1.0,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168,9.165802575073847,9
586,1.0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,10.50306696063936,11
587,1.0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,10.847395587368817,11
588,1.0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9.08578951751404,9
592,1.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,9.968502636575458,11
593,1.0,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,10.325781873984646,11
595,1.0,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7.523538376981035,7
601,1.0,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,15.662065486708899,16
604,1.0,0.575,0.445,0.16,0.8390000000000001,0.4005,0.198,0.239,9.609798680066163,9
607,1.0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6.06000735835946,6
612,1.0,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6.462847188585587,6
615,1.0,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9.612118631069546,9
617,1.0,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,7.611077536712893,8
621,1.0,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6.530123961620717,6
624,1.0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10.605841090627093,10
626,1.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,9.174370143645934,10
635,1.0,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8.181706542760283,8
636,1.0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,6.707193287005563,7
637,1.0,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8.228400732700415,8
640,1.0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,10.717150317072532,11
641,1.0,0.555,0.45,0.145,0.915,0.4,0.246,0.285,10.218392645026917,11
646,1.0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315,11.054382780958914,12
651,1.0,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9.329247411599336,9
653,1.0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,6.294799119229359,7
656,1.0,0.65,0.52,0.15,1.238,0.5495,0.29600000000000004,0.3305,10.907348777321268,10
665,1.0,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,6.974857718999543,7
666,1.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,7.3479236070246285,7
668,1.0,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,10.417147873278328,11
669,1.0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,9.682390495355538,10
673,1.0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11.860746972522042,11
674,1.0,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11.279601622951116,11
679,1.0,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,10.87597266696688,11
680,1.0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7.561148217403074,7
683,1.0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,7.188019925021243,8
686,1.0,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,5.8113764843915545,6
687,1.0,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19,9.404294107387596,10
688,1.0,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,13.081335544964842,13
695,1.0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.249975009103135,11
696,1.0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,8.623989989971806,9
701,1.0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,8.75366497363553,9
706,1.0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10.71316694281083,10
709,1.0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,6.988913082591457,7
715,1.0,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.028,5.879525707533709,6
716,1.0,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,7.363819844293736,8
717,1.0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,12.6714632761389,13
720,1.0,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9.040434215719566,9
721,1.0,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14.14026398404176,14
722,1.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,10.203914342212293,11
723,1.0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,13.777160125549546,15
724,1.0,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10.34243770523257,10
725,1.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,9.39774719908253,10
726,1.0,0.51,0.395,0.145,0.6185,0.21600000000000005,0.1385,0.24,11.22177768481957,12
730,1.0,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,8.166320903482312,9
736,1.0,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9.438116420784292,9
737,1.0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10.87016470168891,10
