,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
443,1.0,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155
460,1.0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485
462,1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29
468,1.0,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48
472,1.0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23
474,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
484,1.0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
495,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385
514,1.0,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134
515,1.0,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
517,1.0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
518,1.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105
520,1.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295
529,1.0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038
530,1.0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
541,1.0,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184
544,1.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276
547,1.0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086
554,1.0,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045
559,1.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
571,1.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004
574,1.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
580,1.0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17
582,1.0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
589,1.0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
594,1.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36
603,1.0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026
622,1.0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
638,1.0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111
644,1.0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41
647,1.0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
655,1.0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32
671,1.0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29
675,1.0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335
682,1.0,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255
684,1.0,0.3,0.235,0.08,0.131,0.05,0.0265,0.043
691,1.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015
699,1.0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271
703,1.0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
727,1.0,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
735,1.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445
757,1.0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175
760,1.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
770,1.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214
774,1.0,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
786,1.0,0.645,0.51,0.19,1.4745,0.605,0.345,0.48
795,1.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265
796,1.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085
803,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
815,1.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093
832,1.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
833,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37
863,1.0,0.455,0.375,0.12,0.4970000000000001,0.2355,0.1055,0.1295
868,1.0,0.545,0.43,0.14,0.772,0.289,0.19,0.2615
882,1.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377
889,1.0,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018000000000000002
899,1.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119
904,1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002
908,1.0,0.605,0.49,0.18,1.167,0.457,0.29,0.3745
912,1.0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35
915,1.0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317
922,1.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102
926,1.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
941,1.0,0.37,0.29,0.095,0.249,0.1045,0.058,0.067
952,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012
962,1.0,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32
969,1.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077
971,1.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
980,1.0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
987,1.0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425
1005,1.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319
1009,1.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
1013,1.0,0.325,0.23,0.09,0.147,0.06,0.034,0.045
1017,1.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385
1025,1.0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4
1028,1.0,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18
1034,1.0,0.61,0.45,0.16,1.136,0.414,0.311,0.3
1049,1.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
1063,1.0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
1064,1.0,0.55,0.43,0.125,0.923,0.4035,0.175,0.28300000000000003
1080,1.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
1116,1.0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17
1117,1.0,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585
1125,1.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
1131,1.0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
1135,1.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37
1137,1.0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
1144,1.0,0.605,0.455,0.145,0.862,0.334,0.1985,0.3
1151,1.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075
1156,1.0,0.47,0.355,0.145,0.4485,0.156,0.102,0.123
1162,1.0,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575
1172,1.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805
1178,1.0,0.715,0.565,0.18,1.79,0.8440000000000001,0.3535,0.5385
1183,1.0,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348
1191,1.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000005
1196,1.0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
1201,1.0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
1216,1.0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091
1225,1.0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955
1237,1.0,0.215,0.15,0.055,0.041,0.015,0.009000000000000001,0.0125
1257,1.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
1258,1.0,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
1267,1.0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461
1289,1.0,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215
1295,1.0,0.56,0.45,0.14,0.9,0.472,0.182,0.218
1304,1.0,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175
1306,1.0,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335
1331,1.0,0.525,0.415,0.135,0.7945,0.394,0.189,0.202
1341,1.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
1347,1.0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004
1352,1.0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239
1353,1.0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
1355,1.0,0.255,0.185,0.065,0.07400000000000001,0.0305,0.0165,0.02
1363,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
1366,1.0,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,0.005
1368,1.0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16
1390,1.0,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249
1394,1.0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765
1407,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
1418,1.0,0.575,0.45,0.155,0.948,0.429,0.206,0.259
1432,1.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547
1456,1.0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091
1460,1.0,0.27,0.205,0.075,0.118,0.059,0.031,0.0305
1463,1.0,0.72,0.55,0.18,1.52,0.637,0.325,0.435
1468,1.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255
1472,1.0,0.585,0.45,0.15,0.938,0.467,0.203,0.225
1479,1.0,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
1480,1.0,0.205,0.15,0.065,0.04,0.02,0.011,0.013
1492,1.0,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38
1493,1.0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
1498,1.0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095
1500,1.0,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002
1504,1.0,0.15,0.1,0.025,0.015,0.0045,0.004,0.005
1518,1.0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106
1530,1.0,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103
1531,1.0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466
1537,1.0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
1548,1.0,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
1570,1.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
1571,1.0,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185
1573,1.0,0.485,0.37,0.1,0.513,0.219,0.1075,0.13
1578,1.0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075
1584,1.0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225
1590,1.0,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12
1598,1.0,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
1602,1.0,0.63,0.48,0.165,1.286,0.604,0.271,0.35
1604,1.0,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477
1614,1.0,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11
1623,1.0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13
1624,1.0,0.415,0.31,0.105,0.3595,0.16699999999999998,0.083,0.0915
1625,1.0,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011
1627,1.0,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055
1631,1.0,0.33,0.25,0.075,0.1405,0.056,0.035,0.05
1643,1.0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172
1655,1.0,0.62,0.49,0.15,1.195,0.4605,0.302,0.355
1660,1.0,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22
1666,1.0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
1667,1.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087
1670,1.0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
1672,1.0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127
1673,1.0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985
1687,1.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
1691,1.0,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235
1698,1.0,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004
1704,1.0,0.38,0.29,0.1,0.237,0.108,0.0395,0.08199999999999999
1708,1.0,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998
1715,1.0,0.6,0.46,0.155,0.9735,0.4270000000000001,0.2045,0.3
1718,1.0,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945
1721,1.0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495
1732,1.0,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24
1742,1.0,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35
1749,1.0,0.525,0.38,0.125,0.65,0.303,0.155,0.159
1755,1.0,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105
1775,1.0,0.38,0.28,0.085,0.2735,0.115,0.061,0.085
1777,1.0,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421
1784,1.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
1788,1.0,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275
1789,1.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
1794,1.0,0.325,0.25,0.055,0.166,0.076,0.051,0.045
1795,1.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34
1800,1.0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19
1808,1.0,0.59,0.47,0.145,0.974,0.453,0.236,0.289
1812,1.0,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
1831,1.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185
1833,1.0,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465
1849,1.0,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485
1858,1.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385
1863,1.0,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215
1866,1.0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32
1868,1.0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715
1871,1.0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
1872,1.0,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387
1880,1.0,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
1887,1.0,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
1889,1.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39
1892,1.0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
1910,1.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
1917,1.0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309
1920,1.0,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135
1924,1.0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
1925,1.0,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465
1940,1.0,0.495,0.38,0.12,0.512,0.233,0.1205,0.136
1942,1.0,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253
1944,1.0,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255
1953,1.0,0.43,0.325,0.105,0.309,0.119,0.08,0.098
1958,1.0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127
1961,1.0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
1968,1.0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355
1970,1.0,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354
1976,1.0,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058
1992,1.0,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
2002,1.0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073
2003,1.0,0.4,0.315,0.09,0.33,0.151,0.068,0.08
2007,1.0,0.605,0.47,0.155,0.974,0.393,0.224,0.3345
2041,1.0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375
2044,1.0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195
2046,1.0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04
2051,1.0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254
2075,1.0,0.63,0.495,0.18,1.31,0.495,0.295,0.4695
2076,1.0,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105
2089,1.0,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655
2092,1.0,0.465,0.37,0.11,0.445,0.1635,0.096,0.166
2097,1.0,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276
2098,1.0,0.525,0.42,0.16,0.7559999999999999,0.2745,0.173,0.275
2100,1.0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505
2102,1.0,0.55,0.425,0.145,0.797,0.297,0.15,0.265
2105,1.0,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485
2114,1.0,0.575,0.46,0.145,0.9945,0.466,0.229,0.265
2122,1.0,0.595,0.475,0.14,0.944,0.3625,0.189,0.315
2124,1.0,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139
2132,1.0,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725
2139,1.0,0.655,0.455,0.17,1.275,0.583,0.303,0.333
2146,1.0,0.705,0.53,0.17,1.564,0.612,0.394,0.44
2151,1.0,0.625,0.495,0.155,1.025,0.46,0.1945,0.34
2165,1.0,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23
2168,1.0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36
2169,1.0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245
2170,1.0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
2174,1.0,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345
2176,1.0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
2198,1.0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053
2206,1.0,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066
2208,1.0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03
2211,1.0,0.65,0.515,0.125,1.1805,0.5235,0.28300000000000003,0.3275
2219,1.0,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285
2222,1.0,0.465,0.35,0.125,0.482,0.23,0.106,0.1095
2241,1.0,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235
2253,1.0,0.75,0.615,0.205,2.2635,0.821,0.423,0.726
2268,1.0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
2275,1.0,0.505,0.385,0.12,0.6005,0.239,0.142,0.185
2287,1.0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999
2309,1.0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488
2328,1.0,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
2330,1.0,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
2343,1.0,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
2353,1.0,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
2380,1.0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155
2385,1.0,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214
2391,1.0,0.44,0.345,0.115,0.545,0.269,0.111,0.1305
2392,1.0,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825
2398,1.0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
2400,1.0,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175
2405,1.0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305
2408,1.0,0.485,0.385,0.13,0.568,0.2505,0.17800000000000002,0.154
2418,1.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405
2436,1.0,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165
2448,1.0,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765
2469,1.0,0.475,0.35,0.11,0.4565,0.206,0.099,0.13
2473,1.0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11
2485,1.0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575
2495,1.0,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35
2506,1.0,0.43,0.335,0.105,0.378,0.188,0.0785,0.09
2519,1.0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29
2523,1.0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2
2531,1.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965
2537,1.0,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155
2538,1.0,0.58,0.46,0.135,0.926,0.4025,0.208,0.275
2543,1.0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31
2546,1.0,0.455,0.335,0.105,0.422,0.229,0.0865,0.1
2557,1.0,0.65,0.52,0.155,1.368,0.6185,0.28800000000000003,0.365
2573,1.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017
2578,1.0,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034
2591,1.0,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068
2594,1.0,0.655,0.52,0.17,1.1445,0.53,0.223,0.348
2618,1.0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565
2629,1.0,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425
2639,1.0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271
2643,1.0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
2653,1.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175
2675,1.0,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
2684,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725
2685,1.0,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125
2709,1.0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
2710,1.0,0.375,0.29,0.1,0.219,0.0925,0.038,0.075
2715,1.0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19
2722,1.0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016
2738,1.0,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195
2739,1.0,0.5,0.375,0.125,0.5695,0.259,0.124,0.157
2750,1.0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
2760,1.0,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
2761,1.0,0.51,0.4,0.125,0.5935,0.239,0.13,0.204
2763,1.0,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27
2785,1.0,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1
2791,1.0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505
2801,1.0,0.56,0.425,0.125,0.932,0.361,0.213,0.335
2809,1.0,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465
2818,1.0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01
2837,1.0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32
2845,1.0,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945
2853,1.0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49
2855,1.0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
2863,1.0,0.275,0.2,0.055,0.0925,0.038,0.021,0.026
2869,1.0,0.43,0.33,0.095,0.32,0.118,0.065,0.123
2874,1.0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435
2877,1.0,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05
2900,1.0,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175
2912,1.0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09
2915,1.0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004
2916,1.0,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445
2921,1.0,0.565,0.455,0.15,0.9795,0.444,0.205,0.275
2939,1.0,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455
2942,1.0,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365
