,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
1040,1.0,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835
1047,1.0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
1051,1.0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165
1052,1.0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285
1068,1.0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225
1074,1.0,0.615,0.49,0.17,1.145,0.4915,0.208,0.343
1083,1.0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
1085,1.0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245
1094,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09
1100,1.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315
1103,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215
1104,1.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24
1108,1.0,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635
1109,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32
1119,1.0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304
1127,1.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275
1130,1.0,0.34,0.255,0.095,0.213,0.081,0.034,0.07
1138,1.0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145
1139,1.0,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293
1141,1.0,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092
1146,1.0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275
1147,1.0,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965
1152,1.0,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355
1153,1.0,0.575,0.46,0.155,0.892,0.4415,0.17600000000000002,0.22
1167,1.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185
1184,1.0,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223
1190,1.0,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065
1194,1.0,0.59,0.445,0.14,0.931,0.35600000000000004,0.234,0.28
1197,1.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605
1204,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000005,0.195
1211,1.0,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105
1213,1.0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185
1221,1.0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16
1230,1.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325
1235,1.0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435
1243,1.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415
1246,1.0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285
1254,1.0,0.68,0.52,0.175,1.543,0.7525,0.35100000000000003,0.374
1261,1.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85
1266,1.0,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225
1269,1.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52
1273,1.0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194
1278,1.0,0.62,0.485,0.165,1.166,0.483,0.238,0.355
1279,1.0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225
1283,1.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295
1298,1.0,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285
1313,1.0,0.29,0.225,0.07,0.101,0.036000000000000004,0.0235,0.035
1314,1.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42
1315,1.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27
1322,1.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
1324,1.0,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142
1325,1.0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
1332,1.0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453
1333,1.0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235
1344,1.0,0.59,0.45,0.185,1.283,0.473,0.276,0.425
1365,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12
1369,1.0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325
1370,1.0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145
1374,1.0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445
1379,1.0,0.385,0.3,0.095,0.24,0.0885,0.059,0.085
1388,1.0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
1414,1.0,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025
1423,1.0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285
1429,1.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
1441,1.0,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075
1445,1.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28
1446,1.0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405
1473,1.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26
1485,1.0,0.55,0.425,0.125,0.964,0.5475,0.159,0.215
1497,1.0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335
1510,1.0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17
1519,1.0,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004
1521,1.0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04
1523,1.0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31
1538,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175
1541,1.0,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865
1543,1.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845
1545,1.0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155
1546,1.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181
1561,1.0,0.415,0.315,0.12,0.4015,0.199,0.087,0.097
1564,1.0,0.485,0.37,0.13,0.458,0.181,0.113,0.136
1565,1.0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405
1566,1.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002
1568,1.0,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355
1574,1.0,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385
1576,1.0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237
1581,1.0,0.495,0.38,0.145,0.515,0.175,0.098,0.212
1586,1.0,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255
1593,1.0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06
1596,1.0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998
1597,1.0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07
1603,1.0,0.37,0.29,0.115,0.25,0.111,0.057,0.075
1621,1.0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5
1622,1.0,0.57,0.42,0.155,1.008,0.377,0.193,0.34
1642,1.0,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182
1654,1.0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12
1656,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26
1662,1.0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168
1664,1.0,0.435,0.34,0.11,0.407,0.1685,0.073,0.13
1665,1.0,0.385,0.29,0.085,0.2505,0.112,0.061,0.08
1668,1.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955
1679,1.0,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505
1680,1.0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325
1684,1.0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2
1686,1.0,0.44,0.34,0.12,0.438,0.2115,0.083,0.12
1688,1.0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855
1689,1.0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
1690,1.0,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008
1695,1.0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155
1697,1.0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482
1717,1.0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395
1719,1.0,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18
1734,1.0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355
1738,1.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235
1747,1.0,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175
1748,1.0,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375
1751,1.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245
1752,1.0,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295
1757,1.0,0.46,0.375,0.135,0.4935,0.18600000000000005,0.0845,0.17
1759,1.0,0.625,0.47,0.145,0.984,0.475,0.2,0.265
1761,1.0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512
1791,1.0,0.58,0.46,0.13,0.921,0.35700000000000004,0.181,0.29
1793,1.0,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196
1799,1.0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223
1809,1.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474
1810,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205
1820,1.0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34
1824,1.0,0.57,0.46,0.155,1.0005,0.454,0.205,0.265
1835,1.0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335
1841,1.0,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405
1845,1.0,0.56,0.455,0.145,0.974,0.547,0.1615,0.235
1850,1.0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46
1859,1.0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1
1864,1.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
1874,1.0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495
1882,1.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
1898,1.0,0.445,0.345,0.09,0.3795,0.14300000000000002,0.07400000000000001,0.125
1912,1.0,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292
1915,1.0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275
1923,1.0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835
1926,1.0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945
1928,1.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165
1930,1.0,0.55,0.42,0.115,0.6679999999999999,0.2925,0.13699999999999998,0.209
1935,1.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235
1936,1.0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246
1937,1.0,0.47,0.36,0.13,0.472,0.182,0.114,0.15
1938,1.0,0.53,0.415,0.13,0.6940000000000001,0.3905,0.111,0.16699999999999998
1939,1.0,0.585,0.405,0.15,1.2565,0.435,0.202,0.325
1946,1.0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043
1950,1.0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23
1957,1.0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24
1969,1.0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135
1991,1.0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355
1997,1.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
1999,1.0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475
2000,1.0,0.46,0.35,0.12,0.515,0.224,0.108,0.1565
2001,1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12
2008,1.0,0.44,0.34,0.1,0.451,0.188,0.087,0.13
2015,1.0,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
2021,1.0,0.58,0.45,0.175,1.068,0.425,0.203,0.32
2022,1.0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38
2027,1.0,0.5,0.4,0.145,0.63,0.234,0.1465,0.23
2031,1.0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49
2037,1.0,0.63,0.505,0.175,1.221,0.555,0.252,0.34
2043,1.0,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865
2056,1.0,0.45,0.335,0.125,0.349,0.119,0.1055,0.115
2057,1.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175
2068,1.0,0.28,0.2,0.065,0.0895,0.036000000000000004,0.0185,0.03
2071,1.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655
2073,1.0,0.56,0.44,0.165,0.8,0.335,0.1735,0.25
2082,1.0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21
2094,1.0,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135
2096,1.0,0.36,0.27,0.095,0.2,0.073,0.056,0.061
2113,1.0,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276
2115,1.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18
2120,1.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145
2134,1.0,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228
2143,1.0,0.47,0.4,0.16,0.51,0.1615,0.073,0.198
2144,1.0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105
2145,1.0,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255
2156,1.0,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175
2157,1.0,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
2161,1.0,0.655,0.525,0.18,1.402,0.624,0.2935,0.365
2172,1.0,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765
2187,1.0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412
2188,1.0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1
2190,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455
2193,1.0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31
2201,1.0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37
2207,1.0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496
2237,1.0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29
2238,1.0,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22
2246,1.0,0.6,0.49,0.21,1.9875,1.005,0.419,0.491
2248,1.0,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
2250,1.0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26
2259,1.0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825
2261,1.0,0.545,0.415,0.14,0.82,0.4615,0.127,0.218
2267,1.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
2273,1.0,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915
2281,1.0,0.635,0.495,0.175,1.211,0.7070000000000001,0.2725,0.32299999999999995
2285,1.0,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18
2288,1.0,0.625,0.49,0.12,0.8765,0.456,0.18,0.233
2292,1.0,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315
2293,1.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475
2294,1.0,0.505,0.41,0.15,0.644,0.285,0.145,0.21
2299,1.0,0.72,0.565,0.2,2.1055,1.017,0.363,0.494
2300,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22
2302,1.0,0.55,0.38,0.165,1.205,0.5429999999999999,0.294,0.3345
2308,1.0,0.575,0.45,0.15,0.858,0.449,0.166,0.215
2312,1.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
2335,1.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998
