,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
1183,1.0,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348
1191,1.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000005
1237,1.0,0.215,0.15,0.055,0.041,0.015,0.009000000000000001,0.0125
1341,1.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
1353,1.0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
1363,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
1394,1.0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765
1418,1.0,0.575,0.45,0.155,0.948,0.429,0.206,0.259
1460,1.0,0.27,0.205,0.075,0.118,0.059,0.031,0.0305
1479,1.0,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
1493,1.0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
1504,1.0,0.15,0.1,0.025,0.015,0.0045,0.004,0.005
1570,1.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
1584,1.0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225
1623,1.0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13
1625,1.0,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011
1666,1.0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
1670,1.0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
1698,1.0,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004
1831,1.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185
1858,1.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385
1871,1.0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
1872,1.0,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387
1880,1.0,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
1887,1.0,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
1917,1.0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309
1924,1.0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
1953,1.0,0.43,0.325,0.105,0.309,0.119,0.08,0.098
1976,1.0,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058
2002,1.0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073
2089,1.0,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655
2100,1.0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505
2114,1.0,0.575,0.46,0.145,0.9945,0.466,0.229,0.265
2165,1.0,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23
2170,1.0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
2208,1.0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03
2287,1.0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999
2343,1.0,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
2385,1.0,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214
2448,1.0,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765
2469,1.0,0.475,0.35,0.11,0.4565,0.206,0.099,0.13
2485,1.0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575
2495,1.0,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35
2573,1.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017
2785,1.0,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1
2818,1.0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01
2845,1.0,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945
2855,1.0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
2863,1.0,0.275,0.2,0.055,0.0925,0.038,0.021,0.026
2900,1.0,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175
2916,1.0,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445
2943,1.0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015
2967,1.0,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115
3011,1.0,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192
3021,1.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835
3048,1.0,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015
3176,1.0,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
3217,1.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001
3232,1.0,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06
3244,1.0,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
3274,1.0,0.515,0.41,0.14,0.7355,0.3065,0.13699999999999998,0.2
3293,1.0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935
3344,1.0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755
3372,1.0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
3447,1.0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095
3476,1.0,0.35,0.265,0.095,0.199,0.073,0.049,0.06
3503,1.0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042
3555,1.0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01
3626,1.0,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405
3697,1.0,0.665,0.525,0.16,1.3630000000000002,0.629,0.279,0.34
3740,1.0,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
