Constant,P_H,P_S,S_H,S_S,Temp(K),Testing_R2,Training_R2,log_Fuel(%),log_Oxidizer(%),log_P(atm)
32.4089,0.0,0.0,0.0,0.2888,-14.8464,0.9633806510720232,0.9688526574983976,0.6921,-1.1334,-0.4451
32.5158,0.0,0.0,0.0,0.2832,-14.9142,0.9748739433829022,0.9665858150291612,0.6867,-1.1283,-0.4416
32.5216,0.0,0.0,0.0,0.276,-14.9351,0.9632969977837618,0.9692964558525424,0.6706,-1.1209,-0.4471
32.5194,0.0,0.0,0.0,0.2836,-14.9066,0.95843407803102,0.9704647721621787,0.6983,-1.1329,-0.4352
32.4604,0.0,0.0,0.0,0.285,-14.8963,0.9661621535742608,0.9687854072984016,0.675,-1.1197,-0.4506
32.5242,0.0,0.0,0.0,0.2876,-14.9188,0.9748352990133304,0.9665111942201992,0.6863,-1.1314,-0.4511
32.2865,0.0,0.0,0.0,0.2918,-14.7829,0.9583300153015092,0.9703854419126902,0.687,-1.1154,-0.4401
32.4639,0.0,0.0,0.0,0.289,-14.8958,0.9718843876162716,0.96733444061007,0.6807,-1.1268,-0.4467
32.4392,0.0,0.0,0.0,0.2938,-14.8582,0.9684068395655708,0.9680498470641552,0.6968,-1.135,-0.4471
32.4965,0.0,0.0,0.0,0.2932,-14.8857,0.9737002962154916,0.9669366561240564,0.7024,-1.1408,-0.4415
32.4321,0.0,0.0,0.0,0.2781,-14.8857,0.9663232460306096,0.9685222677455568,0.6727,-1.1188,-0.4405
32.5941,0.0,0.0,0.0,0.2875,-14.9421,0.974452601863946,0.9668566195735928,0.7009,-1.1371,-0.4407
40.0087,-2.2013,-0.7338,0.0,0.2819,-17.7599,0.9647895362047388,0.9692318710412168,0.6718,-1.1253,-0.4444
32.4914,0.0,0.0,0.0,0.2895,-14.9012,0.9735426132806544,0.9669393801551432,0.6888,-1.1331,-0.4432
32.3036,0.0,0.0,0.0,0.2738,-14.8376,0.9663174077269856,0.9683573127273056,0.6523,-1.1055,-0.4393
32.5923,0.0,0.0,0.0,0.3009,-14.9057,0.9560643771913264,0.9714588114737396,0.7283,-1.1491,-0.4464
32.637,0.0,0.0,0.0,0.2865,-14.9652,0.9642015210150022,0.9694404089229696,0.703,-1.1409,-0.4437
32.4226,0.0,0.0,0.0,0.2764,-14.8876,0.97216017112245,0.967189997447428,0.667,-1.1195,-0.4414
32.6862,0.0,0.0,0.0,0.2871,-14.978,0.9694636374428937,0.967990903985942,0.71,-1.1437,-0.4533
32.3438,0.0,0.0,0.0,0.2777,-14.8417,0.9639529711739588,0.9688793132072734,0.6644,-1.1086,-0.4439
32.5074,0.0,0.0,0.0,0.303,-14.8779,0.9703328837919026,0.9676757444668762,0.7164,-1.1474,-0.4419
32.4194,0.0,0.0,0.0,0.2923,-14.839,0.9511037077494356,0.9717716122098938,0.7069,-1.136,-0.4332
32.2927,0.0,0.0,0.0,0.2889,-14.8114,0.9783650644798721,0.9655858865628512,0.6701,-1.1201,-0.4446
32.4301,0.0,0.0,0.0,0.2906,-14.8569,0.9695693687517783,0.9677909580456292,0.6902,-1.1263,-0.4486
32.6024,0.0,0.0,0.0,0.2923,-14.9475,0.9658273584183472,0.9691085565516688,0.7028,-1.1406,-0.4455
32.5026,0.0,0.0,0.0,0.2791,-14.9264,0.9671063744889692,0.9684413695667352,0.669,-1.1201,-0.457
32.4091,0.0,0.0,0.0,0.2954,-14.8235,0.9537521482489508,0.9710261761527701,0.7156,-1.1388,-0.431
32.5467,0.0,0.0,0.0,0.2738,-14.9597,0.9760049466002008,0.9664883826755096,0.6672,-1.1174,-0.4385
32.3696,0.0,0.0,0.0,0.2857,-14.8387,0.9490937305282604,0.9718209173624208,0.6814,-1.1219,-0.442
32.3371,0.0,0.0,0.0,0.2808,-14.8386,0.9623085454874928,0.9694252885699932,0.6676,-1.111,-0.4393
32.3666,0.0,0.0,0.0,0.2913,-14.8268,0.9648463048823632,0.9687648268231541,0.6894,-1.128,-0.4434
32.5016,0.0,0.0,0.0,0.293,-14.8851,0.9660489120259812,0.9687457994043036,0.7032,-1.1354,-0.4456
32.4181,0.0,0.0,0.0,0.2773,-14.8798,0.9665957890205944,0.9684246821892982,0.669,-1.1153,-0.4435
38.7433,-1.8307,-0.6102,0.0,0.2912,-17.2503,0.9735813658819557,0.967024586405292,0.6977,-1.1379,-0.4379
32.4347,0.0,0.0,0.0,0.2877,-14.88,0.9642456974728196,0.969231374681566,0.6787,-1.1249,-0.4479
32.5301,0.0,0.0,0.0,0.2856,-14.9158,0.9716039685318344,0.9676434879562515,0.6920000000000001,-1.13,-0.4423
32.4641,0.0,0.0,0.0,0.2895,-14.8776,0.9716366696176446,0.9674017688996268,0.6893,-1.1246,-0.4485
32.2664,0.0,0.0,0.0,0.2805,-14.7963,0.964449510056814,0.968720122987597,0.6683,-1.1082,-0.4365
32.4236,0.0,0.0,0.0,0.2832,-14.8793,0.9647173306636804,0.969090313063968,0.674,-1.1183,-0.4435
38.2718,-1.7902,-0.5967,0.0,0.2803,-17.0715,0.960626073429244,0.969322047371204,0.6427,-1.0992,-0.4431
32.4494,0.0,0.0,0.0,0.2905,-14.8787,0.9664817447188004,0.9687094308980808,0.6838,-1.1247,-0.4531
32.3931,0.0,0.0,0.0,0.2927,-14.829,0.9646260584405536,0.9687948863750488,0.6997,-1.1320000000000001,-0.4419
32.6165,0.0,0.0,0.0,0.2732,-15.0108,0.9754779169283594,0.966583423187985,0.6579,-1.1212,-0.4548
38.4453,-1.8163,-0.6054,0.0,0.2783,-17.1652,0.9649370258046384,0.9687351110202068,0.6382,-1.1051,-0.4448
32.4827,0.0,0.0,0.0,0.2803,-14.9021,0.9708952526579192,0.9675468054360508,0.6824,-1.1225,-0.4403
32.3932,0.0,0.0,0.0,0.2923,-14.8394,0.9723273577290246,0.9670741406053338,0.6893,-1.1285,-0.4441
32.4177,0.0,0.0,0.0,0.2903,-14.8653,0.9686531510303621,0.9680579243373426,0.6848,-1.1305,-0.4453
32.2945,0.0,0.0,0.0,0.2847,-14.8097,0.970468835699598,0.967331238005256,0.6714,-1.1159,-0.4399
32.4963,0.0,0.0,0.0,0.2883,-14.9143,0.9750198115898848,0.9666906671351608,0.6798,-1.1278,-0.4503
38.4818,-1.7601,-0.5867,0.0,0.2817,-17.1863,0.9716344635974062,0.9674684146276876,0.6692,-1.1259,-0.4379
39.0844,-1.9583,-0.6528,0.0,0.28600000000000003,-17.3978,0.9720593539514836,0.9671973990012572,0.6659999999999999,-1.1212,-0.4482
32.2822,0.0,0.0,0.0,0.2869,-14.7879,0.9688318389299656,0.9677707150630208,0.6822,-1.1169,-0.4347
38.7542,-1.8728,-0.6243,0.0,0.2884,-17.253,0.9728775243325436,0.9670999282366414,0.6789,-1.1278,-0.4351
39.7043,-2.1319,-0.7106,0.0,0.2879,-17.6219,0.9668508203960589,0.9685303872907126,0.6804,-1.1315,-0.4406
32.4748,0.0,0.0,0.0,0.285,-14.8968,0.9710691872120424,0.9675532896376524,0.6778,-1.1194,-0.4515
32.5774,0.0,0.0,0.0,0.2879,-14.934000000000001,0.9681838650225654,0.968320992355574,0.7021,-1.1381,-0.4433
32.405,0.0,0.0,0.0,0.2845,-14.8719,0.9772328274374562,0.9661150327607584,0.6726,-1.1243,-0.4433
32.3013,0.0,0.0,0.0,0.2872,-14.7857,0.9642144140396652,0.9687347581703176,0.6922,-1.1201,-0.4334
38.4911,-1.8214,-0.6071,0.0,0.2788,-17.1742,0.9753108104742432,0.9667250267762376,0.6474,-1.1087,-0.4394
32.4039,0.0,0.0,0.0,0.2926,-14.8395,0.9663651483664656,0.968571242268958,0.6942,-1.1268,-0.4462
32.4572,0.0,0.0,0.0,0.2886,-14.8832,0.9641264531918784,0.9692351012117572,0.6838,-1.1256,-0.449
32.3674,0.0,0.0,0.0,0.2929,-14.8255,0.9674945515916328,0.9682355255269076,0.6912,-1.1272,-0.4429
32.3963,0.0,0.0,0.0,0.2904,-14.8486,0.9664643858169172,0.9684693695322159,0.6837,-1.1279,-0.4488
32.5878,0.0,0.0,0.0,0.2809,-14.9675,0.9616583995598774,0.9698786585839216,0.6758,-1.1266,-0.4554
32.1743,0.0,0.0,0.0,0.281,-14.7641,0.9648888845150444,0.9684315812172776,0.6489,-1.0978,-0.4458
38.016,-1.7107,-0.5702,0.0,0.2721,-16.9915,0.9607465848349948,0.9692154522052888,0.633,-1.0948,-0.4411
32.4205,0.0,0.0,0.0,0.298,-14.8499,0.9667448757596806,0.9686064072101159,0.6981,-1.1361,-0.4429
32.3674,0.0,0.0,0.0,0.2872,-14.8363,0.9723984785073616,0.9671781858813084,0.682,-1.1207,-0.4422
32.4947,0.0,0.0,0.0,0.2754,-14.927,0.9603667750999672,0.9701157872690688,0.6645,-1.1112,-0.4473
32.514,0.0,0.0,0.0,0.2733,-14.9398,0.9732022026592746,0.9671521237724932,0.6658,-1.1193,-0.4433
32.4873,0.0,0.0,0.0,0.2823,-14.9061,0.9700909567297864,0.9677544862697744,0.6804,-1.1237,-0.4458
32.2584,0.0,0.0,0.0,0.2843,-14.7781,0.967316449721542,0.968134478500318,0.6802,-1.1126,-0.4298
32.3948,0.0,0.0,0.0,0.2856,-14.8649,0.9709222514024504,0.9673977978363116,0.6707,-1.1166,-0.452
32.3838,0.0,0.0,0.0,0.2882,-14.8424,0.9698697322468228,0.9676994562622784,0.685,-1.1268,-0.4434
32.5053,0.0,0.0,0.0,0.2882,-14.8955,0.9608588317397724,0.9696632826468504,0.6953,-1.1303,-0.4509
32.4647,0.0,0.0,0.0,0.2881,-14.8838,0.973602591559418,0.9668437515775944,0.6842,-1.1219,-0.4521
32.3683,0.0,0.0,0.0,0.2911,-14.8385,0.9703714606263808,0.967675517640114,0.6807,-1.1231,-0.4475
32.5595,0.0,0.0,0.0,0.2869,-14.9335,0.96829188774006,0.9683168506438244,0.6949,-1.1358,-0.4411
32.4297,0.0,0.0,0.0,0.2899,-14.86,0.9663369768117112,0.9684801539524128,0.6933,-1.134,-0.4401
32.4388,0.0,0.0,0.0,0.2896,-14.8651,0.9697824941152116,0.9678300963803644,0.6904,-1.1292,-0.446
32.4128,0.0,0.0,0.0,0.2918,-14.8535,0.9675066983444034,0.9684391129272264,0.6906,-1.1281,-0.4415
32.4244,0.0,0.0,0.0,0.2844,-14.8634,0.9606914633075486,0.9695788203141216,0.6891,-1.1274,-0.4388
32.4321,0.0,0.0,0.0,0.2821,-14.8848,0.9689574103323771,0.9680609843844968,0.6698,-1.1152,-0.4489
32.5173,0.0,0.0,0.0,0.29600000000000004,-14.8764,0.9541311655264058,0.9712077828142562,0.7186,-1.1414,-0.4388
32.4285,0.0,0.0,0.0,0.2917,-14.8661,0.9729096488983314,0.9669509415414188,0.6849,-1.1247,-0.4477
32.3639,0.0,0.0,0.0,0.2927,-14.8209,0.97164591878273,0.9671188458648255,0.6893,-1.1218,-0.4441
32.3999,0.0,0.0,0.0,0.2866,-14.8498,0.967896944244413,0.9682053044041514,0.688,-1.1255,-0.4375
32.4381,0.0,0.0,0.0,0.2785,-14.892000000000001,0.9657423566595732,0.9688073110562352,0.6705,-1.1157,-0.4393
32.5958,0.0,0.0,0.0,0.2925,-14.9231,0.9608921899582572,0.9696971896940768,0.7176,-1.148,-0.442
32.4729,0.0,0.0,0.0,0.2875,-14.8827,0.9720358829602476,0.9672327015789906,0.6972,-1.136,-0.4363
32.3141,0.0,0.0,0.0,0.2888,-14.8112,0.9669321547566452,0.9683470214425104,0.6787,-1.1182,-0.4396
32.541,0.0,0.0,0.0,0.282,-14.9382,0.970644321276407,0.9677052554666526,0.6788,-1.1245,-0.4488
32.5014,0.0,0.0,0.0,0.28,-14.9273,0.9724471902917268,0.9672620577033332,0.67,-1.1211,-0.4484
32.2216,0.0,0.0,0.0,0.2843,-14.8059,0.9722248673273176,0.9667777881327281,0.6412,-1.103,-0.4497
32.4065,0.0,0.0,0.0,0.2845,-14.8592,0.9645083328602672,0.9688708243750304,0.6816,-1.1248,-0.4418
32.6008,0.0,0.0,0.0,0.2792,-14.966,0.970691913007422,0.9677632423213004,0.6862,-1.1305,-0.4433
32.4293,0.0,0.0,0.0,0.2788,-14.8781,0.9622948318679048,0.9692665684252724,0.6739,-1.1157,-0.4447
32.5968,0.0,0.0,0.0,0.2872,-14.9436,0.9670544487708104,0.9686651213796876,0.6996,-1.1355,-0.44799999999999995
32.4224,0.0,0.0,0.0,0.2874,-14.8727,0.9653052700936372,0.9687217844041766,0.6777,-1.1268,-0.449
32.4793,0.0,0.0,0.0,0.282,-14.9167,0.9674299362333648,0.9684327538426042,0.6675,-1.1203,-0.4531
32.602,0.0,0.0,0.0,0.2797,-14.9685,0.9674778756599164,0.9686226338735112,0.6876,-1.1325,-0.4385
32.4002,0.0,0.0,0.0,0.2888,-14.8441,0.9602481109852056,0.9698785834795371,0.6921,-1.1298,-0.4371
39.2105,-2.0802,-0.6934,0.0,0.2696,-17.4519,0.9666185810313884,0.9681230379280164,0.6172,-1.0859,-0.4385
38.7159,-1.8661,-0.622,0.0,0.2837,-17.2506,0.9761031583989778,0.9664218737626902,0.6692,-1.1238,-0.4349
32.5169,0.0,0.0,0.0,0.2845,-14.9045,0.964648054270577,0.9690240779077894,0.6945,-1.1306,-0.4425
32.441,0.0,0.0,0.0,0.292,-14.8662,0.9712467871526784,0.9674625682039226,0.6923,-1.1308,-0.4441
38.3459,-1.8073,-0.6024,0.0,0.2802,-17.1088,0.9618955000363932,0.9691254483487854,0.644,-1.1066,-0.4359
32.4094,0.0,0.0,0.0,0.2875,-14.8598,0.9620287291731706,0.969410373849628,0.6811,-1.1257,-0.4465
32.558,0.0,0.0,0.0,0.2847,-14.938,0.9746058596850432,0.9668756008961776,0.6881,-1.135,-0.4469
32.2802,0.0,0.0,0.0,0.2854,-14.819,0.970260107825732,0.967392257152453,0.655,-1.1067,-0.4478
32.5,0.0,0.0,0.0,0.3017,-14.8663,0.9693349554420482,0.9678100527487902,0.7143,-1.1458,-0.4554
32.4134,0.0,0.0,0.0,0.2789,-14.8716,0.9705442829462936,0.9674899867683115,0.6729,-1.1144,-0.4426
32.2868,0.0,0.0,0.0,0.2893,-14.7989,0.9619823104596366,0.9695353851599632,0.6745,-1.1133,-0.4408
38.2446,-1.7574,-0.5858,0.0,0.2862,-17.0568,0.9746730388554806,0.966355879569926,0.6609999999999999,-1.1098,-0.4409
38.236,-1.7457,-0.5819,0.0,0.2787,-17.0932,0.97161263801038,0.9673004434584778,0.6347,-1.1009,-0.452
32.3987,0.0,0.0,0.0,0.2855,-14.8704,0.9697740118149408,0.9678318851878333,0.6688,-1.1153,-0.4481
32.4091,0.0,0.0,0.0,0.2901,-14.8445,0.9590167334389588,0.9699290036806619,0.6944,-1.1298,-0.4421
32.5771,0.0,0.0,0.0,0.2738,-14.9649,0.9646763841135724,0.969146647286256,0.6745,-1.1203,-0.4453
38.5638,-1.8082,-0.6027,0.0,0.2788,-17.2018,0.9691928388958542,0.9679528715931152,0.6628,-1.1146,-0.444
32.4982,0.0,0.0,0.0,0.2824,-14.9063,0.9629728798886036,0.9692858195418136,0.6862,-1.1314,-0.44299999999999995
32.6377,0.0,0.0,0.0,0.2946,-14.957,0.9698489841441356,0.9680616296647588,0.7102,-1.1497,-0.4485
32.4265,0.0,0.0,0.0,0.2755,-14.8995,0.9680903091369648,0.9681189221653422,0.6603,-1.1148,-0.4477
32.5763,0.0,0.0,0.0,0.2897,-14.9316,0.9738155799818492,0.9669944810796418,0.7016,-1.1407,-0.4455
32.556999999999995,0.0,0.0,0.0,0.282,-14.9484,0.9733923698809488,0.967025735021308,0.6763,-1.1272,-0.4551
32.3652,0.0,0.0,0.0,0.2977,-14.818,0.9595948009763894,0.9701805062559856,0.6982,-1.1314,-0.4402
32.4893,0.0,0.0,0.0,0.294,-14.8793,0.9614943296818907,0.9696960384213816,0.7051,-1.1386,-0.4451
37.8232,-1.6363,-0.5454,0.0,0.298,-16.8692,0.9572910197026224,0.970723094659678,0.6851,-1.1225,-0.4377
32.5172,0.0,0.0,0.0,0.2817,-14.9238,0.9691005966700318,0.968114868947414,0.6779999999999999,-1.1217,-0.4505
32.5533,0.0,0.0,0.0,0.2831,-14.9279,0.9645286829968134,0.9691186114787348,0.6932,-1.1319,-0.4434
32.4164,0.0,0.0,0.0,0.2784,-14.9034,0.9736111595840576,0.9667550895689778,0.6506,-1.1111,-0.4487
32.333,0.0,0.0,0.0,0.2858,-14.8317,0.962056850662512,0.96947661615325,0.6711,-1.1129,-0.4419
32.4459,0.0,0.0,0.0,0.2857,-14.8926,0.9768955827756252,0.9659615467602152,0.6714,-1.121,-0.4502
32.4051,0.0,0.0,0.0,0.2918,-14.8498,0.9663588060714638,0.9685371596325504,0.6877,-1.1259,-0.4445
32.5075,0.0,0.0,0.0,0.2893,-14.9033,0.9605506357587336,0.9701371747209764,0.6921,-1.1294,-0.4482
32.6026,0.0,0.0,0.0,0.2938,-14.9205,0.9653450967399172,0.969036270778048,0.7233,-1.1442,-0.4357
32.4528,0.0,0.0,0.0,0.2838,-14.8803,0.9696434669112316,0.9678854358271508,0.6865,-1.1259,-0.4388
32.6551,0.0,0.0,0.0,0.2833,-14.9819,0.9645609432797956,0.9692388330829056,0.7002,-1.1401,-0.4412
32.5203,0.0,0.0,0.0,0.2925,-14.9006,0.9658387545380526,0.9688904556063992,0.7015,-1.1397,-0.4428
32.3611,0.0,0.0,0.0,0.2691,-14.87,0.96667921400372,0.968394108593118,0.6502,-1.098,-0.4421
32.4002,0.0,0.0,0.0,0.28600000000000003,-14.8543,0.971724177020902,0.9672754681329532,0.679,-1.1203,-0.4494
32.4483,0.0,0.0,0.0,0.2849,-14.8836,0.9648998040275292,0.968885448296412,0.6849,-1.1297,-0.4396
32.4257,0.0,0.0,0.0,0.2797,-14.8694,0.9684974819396998,0.9679712474666315,0.6808,-1.1194,-0.4373
32.4293,0.0,0.0,0.0,0.2652,-14.9101,0.9717505913268965,0.9672341910871696,0.6507,-1.1076,-0.4398
32.2377,0.0,0.0,0.0,0.2978,-14.7486,0.9652354852197848,0.9685389759159956,0.6892,-1.1186,-0.4446
32.2293,0.0,0.0,0.0,0.2819,-14.7794,0.9535223962397336,0.9708334063680488,0.6633,-1.103,-0.4403
32.4553,0.0,0.0,0.0,0.2879,-14.8826,0.9749235148435688,0.9666249818500772,0.6819,-1.1304,-0.4533
32.3801,0.0,0.0,0.0,0.2815,-14.8361,0.9517018091687722,0.9714753309661306,0.6914,-1.1185,-0.4247
32.4613,0.0,0.0,0.0,0.2867,-14.8718,0.9528183512209366,0.9714516242932716,0.6959,-1.1298,-0.4434
32.5089,0.0,0.0,0.0,0.2746,-14.9475,0.969825121932448,0.9678313912311832,0.6554,-1.114,-0.4552
32.5557,0.0,0.0,0.0,0.2823,-14.9455,0.9730293751229294,0.9668781444884912,0.6816,-1.1331,-0.449
32.626,0.0,0.0,0.0,0.2789,-14.977,0.9693404656534884,0.9681117907554456,0.6891,-1.136,-0.4413
32.2682,0.0,0.0,0.0,0.2955,-14.7635,0.9551801444370078,0.9705736862619608,0.6919,-1.1188,-0.4454
38.5593,-1.8555,-0.6185,0.0,0.2773,-17.1906,0.9717396626882314,0.9671515961558688,0.645,-1.1041,-0.4408
32.1983,0.0,0.0,0.0,0.2886,-14.7529,0.96024792883843,0.9694968274282746,0.6716,-1.1125,-0.4394
32.332,0.0,0.0,0.0,0.2879,-14.8238,0.9694281063159992,0.9677903626376918,0.6779999999999999,-1.1242,-0.441
32.6626,0.0,0.0,0.0,0.2802,-15.0028,0.9760704279891632,0.9664509372401088,0.6841,-1.1336,-0.4476
32.5741,0.0,0.0,0.0,0.2867,-14.9573,0.9692773517684772,0.9681381161804632,0.6814,-1.1338,-0.453
32.3155,0.0,0.0,0.0,0.2851,-14.8111,0.9596580698162814,0.9698979180750452,0.6787,-1.1157,-0.4384
39.5739,-2.1883,-0.7294,0.0,0.2807,-17.5691,0.959751699434472,0.9694097065656936,0.6321,-1.0969,-0.4417
39.3873,-2.0869999999999997,-0.6957,0.0,0.2796,-17.5057,0.9630136105361956,0.9688573318448233,0.6482,-1.1083,-0.4465
32.5552,0.0,0.0,0.0,0.2896,-14.9273,0.9699527964390507,0.9678972314353672,0.6968,-1.1349,-0.4456
32.4971,0.0,0.0,0.0,0.2886,-14.8902,0.9652624097432172,0.9690188012736772,0.6999,-1.1343,-0.4392
32.4162,0.0,0.0,0.0,0.2766,-14.8837,0.9636344757519888,0.9691834610736324,0.6667,-1.1156,-0.4402
32.4214,0.0,0.0,0.0,0.3001,-14.8315,0.9554954685561444,0.9708293761488213,0.7075,-1.1354,-0.4522
32.4507,0.0,0.0,0.0,0.2888,-14.8677,0.9534515499345548,0.971292759895629,0.6974,-1.1314,-0.4373
32.4314,0.0,0.0,0.0,0.28600000000000003,-14.8867,0.974892912389072,0.9666607190168962,0.6729999999999999,-1.1236,-0.4456
38.3356,-1.7069,-0.569,0.0,0.2878,-17.1116,0.97118529480504,0.9675163707597216,0.6863,-1.1352,-0.4465
32.545,0.0,0.0,0.0,0.2802,-14.9399,0.9668479250155044,0.9686716979540616,0.6805,-1.1254,-0.4436
32.4903,0.0,0.0,0.0,0.2888,-14.887,0.9665402385077568,0.9685950503454892,0.6971,-1.1346,-0.4407
32.3698,0.0,0.0,0.0,0.2841,-14.8322,0.9608349571406228,0.9696334149515018,0.6882,-1.1211,-0.4319
32.4882,0.0,0.0,0.0,0.2833,-14.8979,0.9716030910823183,0.9673961296758556,0.6868,-1.1249,-0.4426
32.4493,0.0,0.0,0.0,0.2947,-14.877,0.9664680147155702,0.9685273250345502,0.6929,-1.1392,-0.4417
32.4537,0.0,0.0,0.0,0.2872,-14.8711,0.9669327759639728,0.9684235735363976,0.6908,-1.1256,-0.444
38.387,-1.7662,-0.5887,0.0,0.2876,-17.1329,0.970730177537448,0.9676920315358174,0.6656,-1.1248,-0.4408
32.3774,0.0,0.0,0.0,0.3032,-14.8069,0.9604716212747152,0.9699989021855301,0.713,-1.1408,-0.4381
32.385999999999996,0.0,0.0,0.0,0.2828,-14.8489,0.9663130856278754,0.9685880790621147,0.6807,-1.1181,-0.4389
32.4343,0.0,0.0,0.0,0.2825,-14.876,0.9672072239316112,0.9683470471811992,0.6779,-1.1202,-0.4458
32.5352,0.0,0.0,0.0,0.298,-14.8814,0.9591002014255108,0.9703289773341518,0.726,-1.1466,-0.4341
32.5348,0.0,0.0,0.0,0.2807,-14.9314,0.9742523657273584,0.9668288188520636,0.6828,-1.1235,-0.442
32.43,0.0,0.0,0.0,0.2695,-14.8983,0.9714647508043396,0.9674165531757956,0.6609,-1.1095,-0.4378
32.313,0.0,0.0,0.0,0.2811,-14.8322,0.9700780808674292,0.9675574045333302,0.6606,-1.1082,-0.4425
32.452,0.0,0.0,0.0,0.29100000000000004,-14.8666,0.9660054185723506,0.9685631068193824,0.6957,-1.1299,-0.4455
32.3423,0.0,0.0,0.0,0.2851,-14.8368,0.972919535809558,0.9671445141090448,0.672,-1.1196,-0.4421
32.3051,0.0,0.0,0.0,0.2872,-14.8121,0.9684805120256348,0.9678860884078188,0.6675,-1.1106,-0.4532
32.2743,0.0,0.0,0.0,0.2871,-14.8032,0.9605905940734776,0.9697156741214604,0.6694,-1.1178,-0.4419
32.5476,0.0,0.0,0.0,0.2864,-14.9483,0.9801114773340308,0.9650107718774582,0.677,-1.1279,-0.4463
32.3684,0.0,0.0,0.0,0.29100000000000004,-14.8376,0.9647466553360028,0.969039851537609,0.6853,-1.1256,-0.438
32.305,0.0,0.0,0.0,0.2851,-14.8184,0.9701905320619958,0.967466091638054,0.6656,-1.1126,-0.4465
32.3081,0.0,0.0,0.0,0.2944,-14.8007,0.9656460857987595,0.968683905649145,0.6831,-1.1224,-0.4456
32.369,0.0,0.0,0.0,0.2897,-14.8441,0.972998636449528,0.9670054420698768,0.6773,-1.1236,-0.445
32.614000000000004,0.0,0.0,0.0,0.2923,-14.9498,0.9666863933069928,0.9687812068996344,0.7055,-1.1462,-0.4475
32.3997,0.0,0.0,0.0,0.28300000000000003,-14.8687,0.9729322463035142,0.9668431171415592,0.6742,-1.1245,-0.4406
38.44300000000001,-1.7533,-0.5844,0.0,0.2871,-17.1555,0.9752062304639716,0.9666157450526224,0.6778,-1.1285,-0.4446
32.4187,0.0,0.0,0.0,0.2791,-14.898,0.972946858796394,0.9670703092615976,0.6565,-1.1148,-0.4467
32.4916,0.0,0.0,0.0,0.2871,-14.9064,0.9738726660069988,0.9667836295075845,0.6788,-1.1232,-0.4506
38.5126,-1.7676,-0.5892,0.0,0.2894,-17.1685,0.9622814183966693,0.9696055075418654,0.6892,-1.1309,-0.4449
