,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
124,1.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52
125,1.0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175
126,1.0,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675
127,1.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
128,1.0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465
129,1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195
130,1.0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384
131,1.0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105
132,1.0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4
133,1.0,0.44,0.31,0.115,0.3625,0.134,0.08199999999999999,0.12
134,1.0,0.29,0.21,0.065,0.097,0.0375,0.022,0.03
135,1.0,0.725,0.6,0.2,1.737,0.6970000000000001,0.3585,0.595
136,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205
137,1.0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002
138,1.0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565
139,1.0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17
140,1.0,0.605,0.46,0.17,1.122,0.34700000000000003,0.3045,0.315
141,1.0,0.645,0.51,0.16,1.33,0.6665,0.309,0.317
142,1.0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16
143,1.0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575
144,1.0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43
145,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12
146,1.0,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105
147,1.0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002
148,1.0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005
149,1.0,0.49,0.38,0.12,0.529,0.2165,0.139,0.155
150,1.0,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605
151,1.0,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
152,1.0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275
153,1.0,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474
154,1.0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185
155,1.0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225
156,1.0,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335
157,1.0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235
158,1.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
159,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
160,1.0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215
161,1.0,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093
162,1.0,0.53,0.42,0.185,0.752,0.299,0.156,0.205
163,1.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21
164,1.0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765
165,1.0,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08
166,1.0,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
167,1.0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05
168,1.0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319
169,1.0,0.685,0.55,0.2,1.7725,0.813,0.387,0.49
170,1.0,0.57,0.44,0.19,1.018,0.447,0.207,0.265
171,1.0,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185
172,1.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175
173,1.0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675
174,1.0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055
175,1.0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25
176,1.0,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
177,1.0,0.475,0.355,0.115,0.5195,0.279,0.08800000000000001,0.1325
178,1.0,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435
179,1.0,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
180,1.0,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215
181,1.0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28
182,1.0,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115
183,1.0,0.68,0.58,0.2,1.787,0.585,0.453,0.6
184,1.0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
185,1.0,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24
186,1.0,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24
187,1.0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22
188,1.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925
189,1.0,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925
190,1.0,0.615,0.525,0.155,1.0385,0.4270000000000001,0.2315,0.345
191,1.0,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.3720000000000001
192,1.0,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965
193,1.0,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12
194,1.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2
195,1.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385
196,1.0,0.29,0.225,0.07,0.101,0.036000000000000004,0.0235,0.035
197,1.0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
198,1.0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195
199,1.0,0.58,0.455,0.12,0.94,0.399,0.257,0.265
200,1.0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
201,1.0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165
202,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885
203,1.0,0.44,0.34,0.1,0.451,0.188,0.087,0.13
204,1.0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45
205,1.0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33
206,1.0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365
207,1.0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149
208,1.0,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4
209,1.0,0.375,0.28,0.08,0.226,0.105,0.047,0.065
210,1.0,0.615,0.495,0.2,1.219,0.564,0.227,0.3885
211,1.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17
212,1.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325
213,1.0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145
214,1.0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05
215,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
216,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295
217,1.0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24
218,1.0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
219,1.0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175
220,1.0,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185
221,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17
222,1.0,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03
223,1.0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155
224,1.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07
225,1.0,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685
226,1.0,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.416
227,1.0,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305
228,1.0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004
229,1.0,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695
230,1.0,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18
231,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725
232,1.0,0.395,0.325,0.105,0.306,0.111,0.0735,0.095
233,1.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535
234,1.0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02
235,1.0,0.505,0.355,0.125,0.601,0.25,0.1205,0.185
236,1.0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314
237,1.0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
238,1.0,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395
239,1.0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349
240,1.0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2
241,1.0,0.63,0.47,0.155,1.1325,0.589,0.211,0.287
242,1.0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
243,1.0,0.345,0.255,0.095,0.183,0.075,0.0385,0.06
244,1.0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471
245,1.0,0.52,0.425,0.125,0.79,0.3720000000000001,0.205,0.19
246,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08
247,1.0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725
248,1.0,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915
249,1.0,0.21,0.17,0.045,0.0475,0.019,0.011,0.013
250,1.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
251,1.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07
252,1.0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08
253,1.0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.4370000000000001
254,1.0,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15
255,1.0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28
256,1.0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405
257,1.0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035
258,1.0,0.67,0.515,0.165,1.1735,0.526,0.285,0.316
259,1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24
260,1.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315
261,1.0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25
262,1.0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775
263,1.0,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292
264,1.0,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26
265,1.0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
266,1.0,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271
267,1.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106
268,1.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045
269,1.0,0.46,0.35,0.1,0.471,0.252,0.077,0.123
270,1.0,0.36,0.27,0.095,0.2,0.073,0.056,0.061
271,1.0,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001
272,1.0,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215
273,1.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41
274,1.0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304
275,1.0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043
276,1.0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21
277,1.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
278,1.0,0.34,0.255,0.085,0.204,0.097,0.021,0.05
279,1.0,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155
280,1.0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
281,1.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239
282,1.0,0.645,0.515,0.24,1.5415,0.471,0.369,0.535
283,1.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
284,1.0,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289
285,1.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
286,1.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135
287,1.0,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765
288,1.0,0.52,0.41,0.155,0.727,0.29100000000000004,0.1835,0.235
289,1.0,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685
290,1.0,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038
291,1.0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168
292,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17
293,1.0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255
294,1.0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44
295,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
296,1.0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295
297,1.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
298,1.0,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145
299,1.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364
300,1.0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745
301,1.0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14
302,1.0,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425
303,1.0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195
304,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215
305,1.0,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08
306,1.0,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.093
307,1.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
308,1.0,0.535,0.4,0.135,0.775,0.368,0.208,0.2055
309,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
310,1.0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292
311,1.0,0.375,0.285,0.09,0.237,0.106,0.0395,0.08
312,1.0,0.525,0.4,0.145,0.6095,0.248,0.159,0.175
313,1.0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22
314,1.0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665
315,1.0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24
316,1.0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466
317,1.0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229
318,1.0,0.57,0.42,0.155,1.008,0.377,0.193,0.34
319,1.0,0.335,0.26,0.085,0.192,0.097,0.03,0.054000000000000006
320,1.0,0.66,0.515,0.2,1.6465,0.7490000000000001,0.422,0.401
321,1.0,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
322,1.0,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195
323,1.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525
324,1.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317
325,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23
326,1.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275
327,1.0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043
328,1.0,0.615,0.5,0.17,1.054,0.4845,0.228,0.295
329,1.0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045
330,1.0,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375
331,1.0,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125
332,1.0,0.575,0.445,0.14,0.941,0.3845,0.252,0.285
333,1.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08
334,1.0,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825
335,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000005,0.195
336,1.0,0.35,0.265,0.09,0.197,0.073,0.0365,0.077
337,1.0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358
338,1.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045
339,1.0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
340,1.0,0.625,0.475,0.175,1.3405,0.6559999999999999,0.28300000000000003,0.337
341,1.0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22
342,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135
343,1.0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425
344,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
345,1.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235
346,1.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11
347,1.0,0.365,0.27,0.085,0.1875,0.081,0.042,0.058
348,1.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
349,1.0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501
350,1.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27
351,1.0,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344
352,1.0,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115
353,1.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
354,1.0,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095
355,1.0,0.55,0.43,0.125,0.923,0.4035,0.175,0.28300000000000003
356,1.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205
357,1.0,0.575,0.45,0.15,0.858,0.449,0.166,0.215
358,1.0,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205
359,1.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
360,1.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085
361,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
362,1.0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215
363,1.0,0.62,0.49,0.155,1.1,0.505,0.2475,0.31
364,1.0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12
365,1.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006
366,1.0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445
367,1.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715
368,1.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075
369,1.0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36
370,1.0,0.395,0.3,0.09,0.279,0.134,0.049,0.075
371,1.0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31
372,1.0,0.625,0.5,0.175,1.273,0.564,0.302,0.374
373,1.0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11
374,1.0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248
375,1.0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
376,1.0,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215
377,1.0,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035
378,1.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805
