,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2844,1.0,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,7.9916242907938635,8
2882,1.0,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12.024605675422476,12
2889,1.0,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6.000665015509806,6
2906,1.0,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295,10.957820467407327,11
2956,1.0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,15.511230988500506,16
2978,1.0,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7.012543923132737,7
2986,1.0,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13.096281988130128,13
3054,1.0,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075,7.018826100051283,7
3069,1.0,0.23,0.17,0.05,0.057,0.026,0.013,0.016,4.943842832983774,5
3230,1.0,0.62,0.475,0.16,0.907,0.371,0.16699999999999998,0.3075,10.99943010671921,11
3253,1.0,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,4.960360546768715,5
3279,1.0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4.035525299740086,4
3355,1.0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,11.721357152725535,12
3384,1.0,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,7.982018105563355,8
3397,1.0,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7.05078777582796,7
3400,1.0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,8.95043438518456,9
3410,1.0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10.05636508399957,10
3493,1.0,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6.1410758181606,6
3526,1.0,0.18,0.135,0.08,0.033,0.0145,0.006999999999999999,0.01,4.824603515913427,5
3570,1.0,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15.23406531404444,15
3623,1.0,0.49,0.375,0.15,0.5755,0.22,0.14400000000000002,0.19,9.080363038690257,9
3706,1.0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8.01990659859012,8
3722,1.0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11.007290584473001,11
3743,1.0,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11.122334924491513,11
3752,1.0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,12.974655576619766,13
