,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
487,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25.844239678701957,25
513,1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,18.532478571935396,19
521,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20.600117349785698,20
525,1.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15.228177711993728,15
609,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,13.089550249000943,14
623,1.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,14.846699808926612,15
633,1.0,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,18.41515571689958,19
634,1.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13.65721088612571,13
689,1.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,22.1947438546944,23
719,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,15.847663099103688,17
749,1.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12.17475048282284,12
773,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15.325010659309974,15
778,1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,15.333277816526987,16
794,1.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16.30771544006489,16
801,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11.213878108672843,11
811,1.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13.299629402535185,13
933,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37,20.895913478915155,20
950,1.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15.357232631135739,15
963,1.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,12.886959473142642,13
981,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,21.744278342924137,23
1041,1.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,17.446788730921185,18
1045,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16.222452494326667,16
1059,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26,15.606975486052363,15
1157,1.0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,14.93070603532277,15
1202,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,14.715871580293872,15
1208,1.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,13.659672088753682,14
1236,1.0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17.609553102771944,17
1238,1.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18.748521210537685,18
1242,1.0,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12.651848949101101,12
1284,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,14.949246943620373,15
1346,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16.541949740871512,16
1348,1.0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,18.846818481528373,19
1371,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,17.720440464667142,19
1397,1.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17.840956731641015,17
1404,1.0,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12.656188132557707,12
1405,1.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,12.65078836616475,13
1419,1.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13.301447864116042,13
1427,1.0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16.555548678366577,16
1430,1.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12.921446789148913,12
1496,1.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18.736248689144645,18
1508,1.0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,22.804930471925143,23
1514,1.0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,16.062409481663735,15
1562,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14.470402521158267,14
1592,1.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14.40571971914732,14
1595,1.0,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,14.914869404896356,15
1651,1.0,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,12.846426761799854,13
1699,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18.34749247078166,18
1703,1.0,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13.26726230360576,13
1707,1.0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11.621729404152669,11
1714,1.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,16.563490555983574,17
1806,1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,14.413084321210347,15
1817,1.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,18.89056704576196,20
1877,1.0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15.506782955886084,15
1895,1.0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12.19905805861786,12
1902,1.0,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12.488613798531297,12
1934,1.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,13.202010812436768,14
2061,1.0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20.513150770809816,20
2095,1.0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17.044526441607083,17
2147,1.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15.575029315708548,15
2164,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,17.911654379718374,19
2217,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14.587107629760261,14
2229,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16.106729390866107,16
2240,1.0,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,16.714298374054046,18
2252,1.0,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16.875611109647245,16
2329,1.0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,16.972978575471135,18
2352,1.0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,22.623516387472783,23
2361,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20.535398782519728,20
2397,1.0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,16.183038897594578,17
2426,1.0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,16.94972195064097,17
2445,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,16.262140021835116,17
2461,1.0,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15.879517556317222,15
2465,1.0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,16.992099918904618,17
2497,1.0,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20.15999070229046,20
2512,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19.14236722162915,19
2552,1.0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,17.997108790478528,18
2563,1.0,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15.024985864920911,15
2599,1.0,0.46,0.355,0.14,0.4935,0.21600000000000005,0.133,0.115,13.27511320043814,13
2605,1.0,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,12.980399323294783,13
2632,1.0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,26.471614784540265,27
2640,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,14.275226282882928,15
2682,1.0,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14.339158759838778,14
2718,1.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,15.726285590877247,16
2732,1.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,14.803346704980596,15
2816,1.0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,20.257562852597722,21
2819,1.0,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205,16.277075349646324,17
2828,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,18.99775943205502,19
2892,1.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18.264908008802763,18
3043,1.0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16.340362020943317,16
3058,1.0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,11.546888019795082,12
3077,1.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,16.591820705633683,17
3082,1.0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,18.827462932727723,19
3281,1.0,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,17.637033964671826,19
3283,1.0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,18.548676429455313,19
3298,1.0,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15.641536359025514,15
3300,1.0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19.27390723897527,19
3314,1.0,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20.60351356995313,20
3429,1.0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14.195429301816382,14
3469,1.0,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16.090642203068835,16
3538,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15.751414229268928,15
3540,1.0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22.71547644516766,22
3543,1.0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,14.770011660247672,15
3630,1.0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19.241030635071397,19
3647,1.0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,19.91287622767223,21
3650,1.0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,10.009286275823769,11
3665,1.0,0.455,0.33,0.1,0.3720000000000001,0.358,0.0775,0.11,8.191518688208186,8
3702,1.0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,18.319203377729394,19
3703,1.0,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.238961041594983,17
