,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
540,1.0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11.313783610630235,11
543,1.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10.173630544520936,10
548,1.0,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,8.520001275451628,9
550,1.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9.44149860278366,9
557,1.0,0.415,0.325,0.14,0.417,0.1535,0.1015,0.14400000000000002,10.664570551707046,10
565,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31,14.6300802480594,15
568,1.0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000005,12.529699192437608,12
569,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10.205403691261116,10
575,1.0,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11.4647058408768,11
592,1.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,10.998419802138793,11
599,1.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,8.6561221022412,9
600,1.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,14.729412884180974,15
626,1.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10.254665767457887,10
629,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,15.695284925243417,16
645,1.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,9.74270835855548,10
646,1.0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315,12.349533110490386,12
653,1.0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7.289219122545933,7
659,1.0,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,11.504378087564374,12
660,1.0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,12.654487194590027,13
670,1.0,0.345,0.255,0.1,0.197,0.071,0.051,0.06,8.506112796027598,9
676,1.0,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,9.848656535507216,10
677,1.0,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,8.889943054491562,9
683,1.0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8.183106349486492,8
713,1.0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,8.876934366309628,9
716,1.0,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8.337329480869661,8
722,1.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11.42400483537866,11
723,1.0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15.806724756878179,15
730,1.0,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,9.252235806946569,9
752,1.0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,11.669126740104497,12
754,1.0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,12.671156455807031,13
766,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,10.570876748386905,11
768,1.0,0.295,0.215,0.075,0.116,0.037000000000000005,0.0295,0.04,7.685285595090499,8
776,1.0,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,9.966259612768331,10
797,1.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10.027879041228516,10
814,1.0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,9.630465824985635,10
824,1.0,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14.274284431655904,14
836,1.0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,12.402499127843868,13
839,1.0,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8.063187748207783,8
843,1.0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8.11130835679782,8
844,1.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13.519166790137618,13
854,1.0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,9.876149466348943,10
875,1.0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9.278368309229116,9
883,1.0,0.585,0.45,0.15,0.997,0.4055,0.28300000000000003,0.251,11.226761418115657,11
897,1.0,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13.212757782687515,13
903,1.0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9.114108369902718,9
913,1.0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11.046224530763315,11
917,1.0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12.281435018636685,12
932,1.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,12.823107844319683,13
934,1.0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9.103740763952294,9
936,1.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,16.520594462448198,17
943,1.0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,12.757545670748442,13
948,1.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16.052391470757858,16
957,1.0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,15.890854133810912,17
960,1.0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,9.912794339513532,10
967,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,13.840191792262502,14
974,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,13.356504400529463,14
976,1.0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8.418811719556222,8
977,1.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11.10501794712551,11
983,1.0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9.222347665146625,9
985,1.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,12.976682785462945,13
1002,1.0,0.56,0.44,0.155,0.8109999999999999,0.3685,0.17800000000000002,0.235,11.330687664820935,11
1027,1.0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8.200183670369912,8
1040,1.0,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8.366081125034944,8
1047,1.0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,8.891868942705027,9
1051,1.0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,10.723302270249196,11
1052,1.0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,13.83629831010217,14
1068,1.0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10.287454791688269,10
1094,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09,8.903776440537358,9
1100,1.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11.355087253380134,11
1103,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,11.769114783728966,12
1104,1.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11.379883009485749,11
1108,1.0,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,9.999967652812943,10
1109,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14.389430658602839,14
1127,1.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14.031836723269713,14
1130,1.0,0.34,0.255,0.095,0.213,0.081,0.034,0.07,8.720671130846204,9
1138,1.0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,9.455061818186387,10
1141,1.0,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092,8.262140369111039,8
1146,1.0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11.418898926299972,11
1147,1.0,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11.351528386596605,11
1152,1.0,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7.112114833416278,7
1167,1.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,11.436851985447328,12
1184,1.0,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223,10.244708554238226,10
1190,1.0,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8.317986150791217,8
1197,1.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10.201235424770603,10
1204,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000005,0.195,9.979011409394385,10
1230,1.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,13.620516867205723,14
1235,1.0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,15.788318756194347,16
1246,1.0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,13.721372068641047,14
1254,1.0,0.68,0.52,0.175,1.543,0.7525,0.35100000000000003,0.374,10.696958724113594,11
1266,1.0,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10.302050647026107,10
1269,1.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19.138744162289,19
1273,1.0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10.195784645888846,10
1279,1.0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,12.495116779199266,12
1283,1.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13.145036298922708,13
1298,1.0,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11.198840319342324,11
1313,1.0,0.29,0.225,0.07,0.101,0.036000000000000004,0.0235,0.035,7.656587142237335,8
1315,1.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,11.863081605805164,12
1322,1.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,11.815044933663023,12
1325,1.0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,9.82075190039928,10
1332,1.0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15.61990137299858,15
1344,1.0,0.59,0.45,0.185,1.283,0.473,0.276,0.425,15.366196544834331,16
1365,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11.003397823504347,11
1370,1.0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145,10.51276086680064,11
1374,1.0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,10.917142140771432,11
1379,1.0,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9.164247018544474,9
1413,1.0,0.585,0.51,0.16,1.218,0.639,0.241,0.3,10.426247523972572,11
1414,1.0,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11.378289678694635,11
1423,1.0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12.084326911527494,12
1441,1.0,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,7.879260084523892,8
1446,1.0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,12.527790048692284,13
1473,1.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,11.856159752156643,12
1485,1.0,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8.223183788573717,8
1510,1.0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,9.239507399855782,9
1519,1.0,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,7.197668142721572,7
1521,1.0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,7.976446814987222,8
1523,1.0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,9.886714082389334,10
1538,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,10.778199579930739,11
1543,1.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,11.804195032216512,12
1545,1.0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,10.579651254326217,11
1546,1.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,10.673629498161349,11
1565,1.0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,10.869735100484474,11
1566,1.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,10.554803372376306,11
1574,1.0,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11.372784398008221,11
1576,1.0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9.033971148521854,9
1581,1.0,0.495,0.38,0.145,0.515,0.175,0.098,0.212,12.599291127780292,13
1593,1.0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8.333091340178244,8
1596,1.0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,9.153067421685186,9
1597,1.0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,8.669458407058787,9
1603,1.0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,8.910952648035897,9
1642,1.0,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11.358366968414712,11
1654,1.0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,9.990793748251555,10
1656,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,13.427005353132355,14
1662,1.0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10.010417702601393,10
1664,1.0,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10.066873939514553,10
1665,1.0,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8.350410992671268,8
1680,1.0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14.769769023508264,14
1684,1.0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12.426972444757817,12
1686,1.0,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9.317377034269086,9
1688,1.0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8.204368209970784,8
1689,1.0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8.328340108702543,8
1690,1.0,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6.162069009428953,6
1695,1.0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,10.451619739696987,11
1697,1.0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,11.892948566904861,12
1717,1.0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13.166735217095734,13
1719,1.0,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,10.680923721873896,11
1734,1.0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14.69187062958357,14
1738,1.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11.187109488540251,11
1748,1.0,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,15.463370836018544,16
1757,1.0,0.46,0.375,0.135,0.4935,0.18600000000000005,0.0845,0.17,11.711020004168446,12
1759,1.0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,10.802715983963129,11
1761,1.0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,14.816342790513467,15
1791,1.0,0.58,0.46,0.13,0.921,0.35700000000000004,0.181,0.29,13.136289671110369,13
1793,1.0,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11.148047305041143,11
1799,1.0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,10.65322991054077,11
1809,1.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,15.591669069561762,16
1810,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11.380318401144617,11
1820,1.0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15.353702291683936,15
1835,1.0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,15.826073931251894,16
1845,1.0,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9.269816684207033,9
1859,1.0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9.355763674939382,9
1864,1.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,9.570235525059667,10
1874,1.0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12.36767115114042,12
1882,1.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,8.725439256435896,9
1898,1.0,0.445,0.345,0.09,0.3795,0.14300000000000002,0.07400000000000001,0.125,9.988709392587767,10
1915,1.0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,10.826738361844196,11
1923,1.0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,8.928183902677326,9
1926,1.0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12.175055202514532,12
1930,1.0,0.55,0.42,0.115,0.6679999999999999,0.2925,0.13699999999999998,0.209,10.872003201905734,11
1935,1.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,10.846781753023194,11
1936,1.0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9.149081995186235,9
1938,1.0,0.53,0.415,0.13,0.6940000000000001,0.3905,0.111,0.16699999999999998,9.026292880503863,9
1946,1.0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8.097616417493064,8
1991,1.0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,14.637190839126546,15
1997,1.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11.276623942225312,11
1999,1.0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11.07171963073754,11
2000,1.0,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10.008933470702413,10
2001,1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,9.466845109308597,10
2008,1.0,0.44,0.34,0.1,0.451,0.188,0.087,0.13,9.718976997267596,10
2015,1.0,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11.551403010364496,11
2027,1.0,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12.32918628284624,12
2043,1.0,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,11.628140610515723,12
2056,1.0,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10.098084855548091,10
2057,1.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10.146036453390455,10
2068,1.0,0.28,0.2,0.065,0.0895,0.036000000000000004,0.0185,0.03,7.135516953800747,7
2071,1.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10.119420297921227,10
2073,1.0,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12.36784489634596,12
2082,1.0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,10.956161539660553,11
2113,1.0,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10.522022622475784,10
2120,1.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10.421275878347863,10
2134,1.0,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9.125769886873277,9
2143,1.0,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,13.642688621780177,14
2144,1.0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,8.789754737381667,9
2145,1.0,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,11.683385312920388,12
2156,1.0,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11.171259192534112,11
2157,1.0,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10.02005238741333,10
2161,1.0,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13.0109603361211,13
2172,1.0,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10.083799782831722,10
2187,1.0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,12.658727549447104,13
2188,1.0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,8.781370774188506,9
2190,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16.07781873580243,16
2193,1.0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14.5786207908551,14
2201,1.0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16.138980737380322,16
2207,1.0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,9.492232691962329,10
2237,1.0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,14.398561672781966,15
2238,1.0,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,11.996729875418751,12
2246,1.0,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10.599821079461165,10
2248,1.0,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8.020257866852814,8
2259,1.0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,11.838874587851395,12
2261,1.0,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9.235113800012318,9
2267,1.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10.08561683030112,10
2273,1.0,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,10.817137849584896,11
2285,1.0,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18,10.178997117779323,10
2288,1.0,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,9.88397030082852,10
2292,1.0,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,9.969877349208438,10
2293,1.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,16.75169872639434,17
2294,1.0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11.317948892432053,11
2300,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,11.621602544086382,12
2302,1.0,0.55,0.38,0.165,1.205,0.5429999999999999,0.294,0.3345,10.50220470561222,10
2308,1.0,0.575,0.45,0.15,0.858,0.449,0.166,0.215,9.924805256396999,10
2312,1.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,9.986180283710228,10
2335,1.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,8.86753524467429,9
2336,1.0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12.224486233113431,12
2337,1.0,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,6.84705931495083,7
2365,1.0,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10.349632356511478,10
2371,1.0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10.328949060507579,10
2374,1.0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10.126608687701367,10
2384,1.0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,9.931778064412649,10
2390,1.0,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,11.523374767695193,12
2401,1.0,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13.53621049370325,13
2402,1.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,16.4326664345252,17
2410,1.0,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002,10.63411105225035,11
