,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
313,1.0,2.81838,0.0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666,20.2,392.92,10.42,21.19866498243124,21.8
314,1.0,1.19294,0.0,21.89,0,0.624,6.3260000000000005,97.7,2.271,4,437,21.2,396.9,12.26,19.329937722544624,19.6
316,1.0,2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403,14.7,240.16,9.81,25.247672251578145,25.0
320,1.0,5.66637,0.0,18.1,0,0.74,6.2189999999999985,100.0,2.0048,24,666,20.2,395.69,16.59,18.79706013444502,18.4
323,1.0,0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311,15.2,395.6,12.43,23.319634256884495,22.9
324,1.0,0.31827,0.0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33,17.783911262789243,17.8
326,1.0,0.05789,12.5,6.07,0,0.409,5.877999999999999,21.4,6.497999999999998,4,345,18.9,396.21,8.1,21.544043014698662,22.0
328,1.0,0.02055,85.0,0.74,0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,396.9,5.77,24.884411221202186,24.7
330,1.0,15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45,8.734351127084263,8.7
337,1.0,4.34879,0.0,18.1,0,0.58,6.167000000000002,84.0,3.0334,24,666,20.2,396.9,16.29,20.078491179043564,19.9
341,1.0,0.06911,45.0,3.44,0,0.4370000000000001,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,30.25626798201806,30.5
342,1.0,0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25.295563476180714,25.0
343,1.0,1.6566,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403,14.7,372.8,14.1,21.075995026466067,21.5
347,1.0,0.035480000000000005,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,21.720354666744893,20.9
349,1.0,0.7857,20.0,3.97,0,0.647,7.0139999999999985,84.6,2.1329,5,264,13.0,384.07,14.79,30.664492514309867,30.7
358,1.0,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59,34.00812106212223,35.4
360,1.0,3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36,22.274921912940417,23.2
362,1.0,0.033589999999999995,75.0,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,33.17951484536476,34.9
363,1.0,0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,20.52659261620047,20.5
366,1.0,7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29,12.894913061853009,13.4
368,1.0,0.66351,20.0,3.97,0,0.647,7.332999999999998,100.0,1.8946,5,264,13.0,383.29,7.79,35.945768166065264,36.0
370,1.0,0.1415,0.0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,25.417673291783352,25.3
372,1.0,0.41238,0.0,6.2,0,0.504,7.1629999999999985,79.9,3.2157,8,307,17.4,372.08,6.36,32.15485966595275,31.6
374,1.0,0.95577,0.0,8.14,0,0.5379999999999999,6.0470000000000015,88.8,4.4534,4,307,21.0,306.38,17.28,15.075202641574457,14.8
376,1.0,15.0234,0.0,18.1,0,0.614,5.3039999999999985,97.3,2.1007,24,666,20.2,349.48,24.91,11.375959286303383,12.0
378,1.0,0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,25.267508554325993,24.0
383,1.0,0.6147,0.0,6.2,0,0.507,6.6179999999999986,80.8,3.2721,8,307,17.4,396.9,7.6,29.633031946626502,30.1
386,1.0,11.5779,0.0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,396.9,25.68,9.90591780971884,9.7
389,1.0,0.10793,0.0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13.0,20.601828112179717,21.7
390,1.0,0.67191,0.0,8.14,0,0.5379999999999999,5.813,90.3,4.682,4,307,21.0,376.88,14.81,15.973577455649561,16.6
392,1.0,0.15445,25.0,5.13,0,0.453,6.145,29.2,7.8148,8,284,19.7,390.68,6.86,22.203098192150566,23.3
393,1.0,0.16902,0.0,25.65,0,0.581,5.9860000000000015,88.4,1.9929,2,188,19.1,385.02,14.81,21.678640485715658,21.4
394,1.0,14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,383.32,13.11,21.5842329769176,21.4
398,1.0,0.40202,0.0,9.9,0,0.544,6.3820000000000014,67.2,3.5325,4,304,18.4,395.21,10.36,24.304922861396918,23.1
404,1.0,3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,22.321974608336962,21.2
408,1.0,0.21161,0.0,8.56,0,0.52,6.1370000000000005,87.4,2.7147,5,384,20.9,394.47,13.44,20.36149299024588,19.3
409,1.0,0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,21.99965848010585,22.4
414,1.0,0.98843,0.0,8.14,0,0.5379999999999999,5.813,100.0,4.0952,4,307,21.0,394.54,19.88,14.124556141680575,14.5
416,1.0,0.05059,0.0,4.49,0,0.449,6.3889999999999985,48.0,4.7794,3,247,18.5,396.9,9.62,24.90395634356871,23.9
417,1.0,0.62739,0.0,8.14,0,0.5379999999999999,5.834,56.5,4.4986,4,307,21.0,395.62,8.47,19.74541967141626,19.9
419,1.0,0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,24.410365377269404,25.0
421,1.0,0.17331,0.0,9.69,0,0.585,5.707000000000002,54.0,2.3817,6,391,19.2,396.9,12.01,20.696560970009433,21.8
424,1.0,4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,21.31106053319403,20.6
425,1.0,0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,392.3,6.53,27.844859215759413,26.6
430,1.0,0.09378,12.5,7.87,0,0.524,5.8889999999999985,39.0,5.4509,5,311,15.2,390.5,15.71,21.09019694581998,21.7
433,1.0,0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,31.29693236060259,29.9
434,1.0,10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,11.87318845319906,11.8
435,1.0,0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,20.55373872956508,19.5
438,1.0,1.2324700000000002,0.0,8.14,0,0.5379999999999999,6.142,91.7,3.9769,4,307,21.0,396.9,18.72,16.031687817140117,15.2
444,1.0,0.07875,45.0,3.44,0,0.4370000000000001,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32.748040599380026,32.0
449,1.0,0.08826,0.0,10.81,0,0.413,6.417000000000002,6.6,5.2873,4,305,19.2,383.73,6.72,25.17568886926275,24.2
452,1.0,0.14103,0.0,13.92,0,0.4370000000000001,5.79,58.0,6.32,4,289,16.0,396.9,15.84,19.820960446570403,20.3
453,1.0,2.37857,0.0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34,19.536780200685786,20.6
