,Unnamed: 0,Fuel,T(K),T_Error(%),P(atm),P_Error(%),Fuel(%),Oxidizer(%),Diluant(%),Equv(phi),Diluant Type,Time(μs),Mode_of_measurement,Species_name,Species_measurement_Error,Measured_wavelength(nm),Shocktube_dia(cm),Research_group,Data_Source,Primary_C,Secondary_C,Tertiary_C,Quaternary_C,Other_Atom,P_P,P_S,P_T,P_Q,S_S,S_T,S_Q,T_T,T_Q,Q_Q,P_H,S_H,T_H,label
283,417,CCCCCCCCCCCC,1553,,2.25,,0.05,0.7776,99.1724,1.0,N2,276,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
284,418,CCCCCCCCCCCC,1407,,2.28,,0.046,0.7617,99.1923,1.0,N2,791,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
285,419,CCCCCCCCCCCC,1387,,2.34,,0.05,0.7489,99.2011,1.0,N2,1197,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
286,420,CCCCCCCCCCCC,1466,,2.26,,0.0476,0.7525,99.1999,1.0,N2,438,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
287,421,CCCCCCCCCCCC,1427,,2.07,,0.051,0.7572,99.1918,1.0,N2,655,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
288,422,CCCCCCCCCCCC,1545,,2.07,,0.0505,0.7427,99.2068,1.0,N2,262,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
289,423,CCCCCCCCCCCC,1645,,2.13,,0.0428,0.7452,99.212,1.0,N2,91,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
290,424,CCCCCCCCCCCC,1618,,2.14,,0.048,0.7635,99.1885,1.0,N2,96,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
291,425,CCCCCCCCCCCC,1394,,2.3,,0.043,0.731,99.226,1.0,N2,1463,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
292,426,CCCCCCCCCCCC,1415,,2.47,,0.0456,0.7657,99.1887,1.0,N2,790,Speceis,CH,,430.0,15.3,Stanford,n_Dodecane_Nano,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
340,474,CCCCCCCCCCCC,1322,±1,15.52,,0.051460000000000006,1.911,98.03754,0.5,N2,293,Species,OH,±5,306.0,5.0,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
341,475,CCCCCCCCCCCC,1258,±1,15.31,,0.051460000000000006,1.911,98.03754,0.5,N2,682,Species,OH,±5,306.0,5.0,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
342,476,CCCCCCCCCCCC,1252,±1,15.08,,0.051460000000000006,1.911,98.03754,0.5,N2,713,Species,OH,±5,306.0,5.0,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0,3
369,503,CCCCCCCCCCCCCCCC,1333,±2,6.77,,0.0493,1.0,98.9507,1.21,Ar,917,Species,CH,±2,431.0,15.3,Stanford,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,2,14,,,,0,2,0,0,13,0,0,0,0,0,6,28,0,3
468,602,CCCC,1531,,2.16,,0.05,0.325,99.625,1.0,Ar,260,Speceis,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0,3
469,603,CCCC,1598,,2.06,,0.05,0.325,99.625,1.0,Ar,144,Speceis,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0,3
470,604,CCCC,1761,,2.02,,0.05,0.325,99.625,1.0,Ar,40,Speceis,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0,3
485,619,CCCCCCCCCC,1470, ±1.5,1.23,,0.2,3.1,96.7,1.0,Ar,180,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
486,620,CCCCCCCCCC,1445, ±1.5,1.24,,0.2,3.1,96.7,1.0,Ar,290,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
487,621,CCCCCCCCCC,1397, ±1.5,1.26,,0.2,3.1,96.7,1.0,Ar,480,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
488,622,CCCCCCCCCC,1456, ±1.5,1.24,,0.2,3.1,96.7,1.0,Ar,235,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
489,623,CCCCCCCCCC,1434, ±1.5,1.23,,0.2,3.1,96.7,1.0,Ar,320,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
490,624,CCCCCCCCCC,1516, ±1.5,1.22,,0.2,3.1,96.7,1.0,Ar,124,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
491,625,CCCCCCCCCC,1479, ±1.5,2.19,,0.03,0.465,99.505,1.0,Ar,375,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
492,626,CCCCCCCCCC,1525, ±1.5,2.21,,0.03,0.465,99.505,1.0,Ar,154,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
493,627,CCCCCCCCCC,1574, ±1.5,2.12,,0.03,0.465,99.505,1.0,Ar,119,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
494,628,CCCCCCCCCC,1661, ±1.5,2.08,,0.03,0.465,99.505,1.0,Ar,87,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
495,629,CCCCCCCCCC,1706, ±1.5,2.15,,0.03,0.465,99.505,1.0,Ar,37,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
496,630,CCCCCCCCCC,1462, ±1.5,2.11,,0.03,0.5817,99.3883,0.8,Ar,206,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
497,631,CCCCCCCCCC,1526, ±1.5,2.03,,0.03,0.5817,99.3883,0.8,Ar,83,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
498,632,CCCCCCCCCC,1602, ±1.5,2.25,,0.03,0.3875,99.5825,1.2,Ar,124,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
499,633,CCCCCCCCCC,1706, ±1.5,2.17,,0.03,0.3875,99.5825,1.2,Ar,43,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
500,634,CCCCCCCCCC,1357, ±1.5,2.28,,0.2,3.1,96.7,1.0,Ar,341,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
501,635,CCCCCCCCCC,1404, ±1.5,2.2,,0.2,3.1,96.7,1.0,Ar,238,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
502,636,CCCCCCCCCC,1327, ±1.5,1.69,,0.0334,0.813,99.1536,0.64,Ar,1099,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
503,637,CCCCCCCCCC,1382, ±1.5,1.68,,0.0358,0.813,99.1512,0.68,Ar,621,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
504,638,CCCCCCCCCC,1524, ±1.5,1.61,,0.0365,0.813,99.1505,0.7,Ar,144,Species,CH,±5,431.0,8.9,Stanford,n_Alkane_Oxidation,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0,3
570,704,CCCCCCC,1551,,2.14,,0.03,0.33,99.64,1.0,Ar,207,Species,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
571,705,CCCCCCC,1640,,2.04,,0.03,0.33,99.64,1.0,Ar,99,Species,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
572,706,CCCCCCC,1784,,2.12,,0.03,0.33,99.64,1.0,Ar,47,Species,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
573,707,CCCCCCC,1540,,3.67,,0.03,0.33,99.64,1.0,Ar,181,Species,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
574,708,CCCCCCC,1649,,3.8,,0.03,0.33,99.64,1.0,Ar,73,Species,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
575,709,CCCCCCC,1710,,3.75,,0.03,0.33,99.64,1.0,Ar,49,Species,OH,±5,306.7,8.9,Stanford,n_Alkane_Oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
602,736,CCCCCCC,1395,±1,1.72,,0.05,0.55,99.4,1.0,Ar,878,Species,CH3,,216.0,15.3,Stanford,iso_octane_heptane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
603,737,CCCCCCC,1461,±1,1.67,,0.05,0.55,99.4,1.0,Ar,366,Species,CH3,,216.0,15.3,Stanford,iso_octane_heptane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
604,738,CCCCCCC,1546,±1,1.61,,0.05,0.55,99.4,1.0,Ar,162,Species,CH3,,216.0,15.3,Stanford,iso_octane_heptane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
605,739,CCCCCCC,1229,±1,15.13,,0.1,2.2,97.7,0.5,Ar,708,Species,OH,,306.7,7.5,Stanford,n_heptane_methylcyclohexane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
606,740,CCCCCCC,1230,±1,15.81,,0.1,2.2,97.7,0.5,Ar,698,Species,OH,,306.7,7.5,Stanford,n_heptane_methylcyclohexane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
607,741,CCCCCCC,1236,±1,15.28,,0.1,2.2,97.7,0.5,Ar,652,Species,OH,,306.7,7.5,Stanford,n_heptane_methylcyclohexane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
608,742,CCCCCCC,1271,±1,15.0,,0.1,2.2,97.7,0.5,Ar,377,Species,OH,,306.7,7.5,Stanford,n_heptane_methylcyclohexane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
609,743,CCCCCCC,1358,±1,2.436,±1,0.03,0.33,99.64,1.0,Ar,1280,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
610,744,CCCCCCC,1368,±1,2.86,±1,0.03,0.33,99.64,1.0,Ar,1810,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
611,745,CCCCCCC,1375,±1,2.282,±1,0.03,0.33,99.64,1.0,Ar,1661,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
612,746,CCCCCCC,1378,±1,2.326,±1,0.03,0.33,99.64,1.0,Ar,1330,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
613,747,CCCCCCC,1494,±1,2.155,±1,0.03,0.33,99.64,1.0,Ar,1330,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
614,748,CCCCCCC,1494,±1,2.155,±1,0.03,0.33,99.64,1.0,Ar,308,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
615,749,CCCCCCC,1502,±1,2.262,±1,0.03,0.33,99.64,1.0,Ar,280,Species,OH,,306.7,15.3,Stanford,n_heptane_oxidation,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,3
