,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
382,1.0,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15
389,1.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27
398,1.0,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115
410,1.0,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075
412,1.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17
423,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135
439,1.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
442,1.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145
464,1.0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355
465,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
487,1.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
497,1.0,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
511,1.0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195
521,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375
523,1.0,0.75,0.55,0.18,1.893,0.942,0.397,0.445
562,1.0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04
563,1.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825
565,1.0,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31
573,1.0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166
577,1.0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34
585,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57
606,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
625,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605
627,1.0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775
634,1.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17
639,1.0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34
642,1.0,0.495,0.39,0.15,0.853,0.3285,0.189,0.27
649,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
654,1.0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285
663,1.0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083
664,1.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3
681,1.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125
698,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
704,1.0,0.605,0.435,0.13,0.9025,0.4320000000000001,0.174,0.26
708,1.0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07
718,1.0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235
733,1.0,0.585,0.47,0.165,1.409,0.8,0.229,0.295
742,1.0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612
769,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175
775,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
779,1.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3
789,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
791,1.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
798,1.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152
807,1.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
818,1.0,0.445,0.33,0.12,0.34700000000000003,0.12,0.084,0.105
828,1.0,0.545,0.42,0.13,0.879,0.374,0.1695,0.23
840,1.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33
841,1.0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195
862,1.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235
867,1.0,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
870,1.0,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33
876,1.0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11
879,1.0,0.38,0.275,0.1,0.2255,0.08,0.049,0.085
895,1.0,0.335,0.24,0.095,0.17,0.062,0.039,0.055
896,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
901,1.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235
914,1.0,0.355,0.27,0.1,0.21600000000000005,0.083,0.037000000000000005,0.075
918,1.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36
920,1.0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445
928,1.0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11
933,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37
947,1.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315
951,1.0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234
955,1.0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735
956,1.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3
957,1.0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601
972,1.0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585
979,1.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
984,1.0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19
986,1.0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06
988,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
990,1.0,0.32,0.25,0.08,0.1565,0.057,0.034,0.06
993,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
999,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26
1029,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425
1039,1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35
1046,1.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855
1053,1.0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125
1054,1.0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125
1059,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26
1065,1.0,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195
1066,1.0,0.29,0.205,0.07,0.0975,0.036000000000000004,0.019,0.035
1067,1.0,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355
1086,1.0,0.6,0.445,0.175,1.057,0.383,0.21600000000000005,0.355
1105,1.0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38
1122,1.0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2
1134,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31
1143,1.0,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
1148,1.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355
1159,1.0,0.575,0.42,0.19,1.764,0.914,0.377,0.4095
1166,1.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195
1170,1.0,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
1174,1.0,0.715,0.55,0.175,1.825,0.938,0.3805,0.44
1186,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
1218,1.0,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31
1220,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
1223,1.0,0.565,0.47,0.195,1.142,0.387,0.258,0.35
1229,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.4370000000000001
1233,1.0,0.63,0.5,0.155,1.005,0.3670000000000001,0.199,0.36
1236,1.0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33
1238,1.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395
1259,1.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075
1260,1.0,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185
1285,1.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
1286,1.0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42
1288,1.0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19
1290,1.0,0.62,0.505,0.185,1.5275,0.69,0.368,0.35
1301,1.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
1307,1.0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71
1316,1.0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32
1317,1.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33
1318,1.0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215
1327,1.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29
1349,1.0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225
1350,1.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215
1356,1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
1358,1.0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385
1359,1.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1384,1.0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28
1389,1.0,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975
1391,1.0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245
1397,1.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
1398,1.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315
1410,1.0,0.37,0.29,0.09,0.241,0.11,0.045,0.069
1422,1.0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305
1427,1.0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
1429,1.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
1430,1.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235
1431,1.0,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685
1433,1.0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735
1434,1.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155
1450,1.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185
1451,1.0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885
1462,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
1486,1.0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25
1496,1.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
1497,1.0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335
1502,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16
1507,1.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29
1513,1.0,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275
1514,1.0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295
1535,1.0,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274
1554,1.0,0.51,0.39,0.105,0.612,0.187,0.15,0.195
1577,1.0,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469
1583,1.0,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.202
1585,1.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
1587,1.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295
1591,1.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245
1608,1.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
1634,1.0,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003
1657,1.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042
1677,1.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
1681,1.0,0.565,0.44,0.185,0.909,0.344,0.2325,0.255
1699,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35
1706,1.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275
1725,1.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193
1726,1.0,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002
1733,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
1737,1.0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17
1750,1.0,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205
1753,1.0,0.48,0.39,0.15,0.6275,0.276,0.134,0.185
1756,1.0,0.315,0.25,0.09,0.203,0.0615,0.037000000000000005,0.0795
1763,1.0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28
1767,1.0,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17
1770,1.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
1783,1.0,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34
1785,1.0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19
1787,1.0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16
1797,1.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332
1804,1.0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18
1821,1.0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875
1840,1.0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12
1852,1.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11
1860,1.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42
1891,1.0,0.515,0.4,0.125,0.955,0.341,0.2535,0.26
1896,1.0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58
1903,1.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
1904,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395
1906,1.0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125
1907,1.0,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28
1909,1.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14
1911,1.0,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1
1939,1.0,0.585,0.405,0.15,1.2565,0.435,0.202,0.325
1962,1.0,0.505,0.38,0.13,0.6559999999999999,0.227,0.1785,0.22
1965,1.0,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21
1987,1.0,0.515,0.415,0.13,0.764,0.276,0.196,0.25
2017,1.0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385
2023,1.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125
2031,1.0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49
2042,1.0,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006
2066,1.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38
2069,1.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
2087,1.0,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461
2090,1.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285
2093,1.0,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
2110,1.0,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13
2112,1.0,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235
2116,1.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106
2117,1.0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215
2131,1.0,0.575,0.44,0.16,0.9615,0.483,0.166,0.275
2140,1.0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195
2141,1.0,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105
2148,1.0,0.585,0.455,0.155,1.133,0.5515,0.223,0.305
2178,1.0,0.64,0.54,0.175,1.571,0.627,0.271,0.475
2186,1.0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405
2191,1.0,0.52,0.385,0.115,0.669,0.2385,0.172,0.205
2199,1.0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445
2204,1.0,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07
2209,1.0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
2214,1.0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485
2216,1.0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36
2236,1.0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305
2244,1.0,0.43,0.34,0.0,0.428,0.2065,0.086,0.115
2247,1.0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081
2252,1.0,0.57,0.465,0.18,0.9995,0.405,0.277,0.295
2255,1.0,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235
2269,1.0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605
2284,1.0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063
2289,1.0,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455
2317,1.0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3
2338,1.0,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085
2346,1.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155
2347,1.0,0.67,0.52,0.165,1.39,0.711,0.2865,0.3
2364,1.0,0.635,0.505,0.17,1.415,0.605,0.297,0.365
2369,1.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25
2370,1.0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
2378,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341
2389,1.0,0.425,0.345,0.125,0.425,0.16,0.0795,0.154
2395,1.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
2406,1.0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175
2415,1.0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815
2420,1.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05
2421,1.0,0.47,0.37,0.135,0.547,0.222,0.1325,0.17
2424,1.0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3
2429,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075
2431,1.0,0.765,0.585,0.18,2.398,1.128,0.512,0.5335
2434,1.0,0.535,0.42,0.13,0.8055,0.301,0.181,0.28
2437,1.0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345
2438,1.0,0.595,0.48,0.165,1.262,0.4835,0.28300000000000003,0.41
2456,1.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125
2461,1.0,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315
2471,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17
2477,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18
2481,1.0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47
2504,1.0,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33
2525,1.0,0.5,0.385,0.145,0.7615,0.246,0.195,0.204
2526,1.0,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305
2529,1.0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34
2545,1.0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27
2559,1.0,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34
2560,1.0,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095
2564,1.0,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578
2582,1.0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335
2586,1.0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245
2602,1.0,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605
2609,1.0,0.635,0.48,0.145,1.181,0.665,0.229,0.225
2614,1.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41
2616,1.0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095
2624,1.0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235
2630,1.0,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225
2633,1.0,0.295,0.21,0.08,0.1,0.038,0.026,0.031
2636,1.0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36
2637,1.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175
2638,1.0,0.4,0.305,0.085,0.297,0.108,0.0705,0.1
2641,1.0,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
2650,1.0,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085
2659,1.0,0.27,0.195,0.07,0.102,0.045,0.0135,0.034
2665,1.0,0.48,0.4,0.125,0.759,0.2125,0.179,0.24
2666,1.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
2683,1.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21
2689,1.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09
2693,1.0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14
2705,1.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195
2711,1.0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279
2716,1.0,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47
2721,1.0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285
2733,1.0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115
2748,1.0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195
2755,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08
2764,1.0,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337
2792,1.0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105
2793,1.0,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195
2811,1.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13
2825,1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195
2834,1.0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285
2835,1.0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045
2836,1.0,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845
2838,1.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835
2850,1.0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263
2852,1.0,0.49,0.42,0.125,0.609,0.239,0.1435,0.22
2856,1.0,0.515,0.405,0.14,0.8505,0.312,0.146,0.315
2860,1.0,0.51,0.38,0.13,0.584,0.224,0.1355,0.185
2875,1.0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315
2887,1.0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13
2901,1.0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192
2909,1.0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24
2910,1.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
2911,1.0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462
2914,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28
2917,1.0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17
2925,1.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825
2932,1.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085
2947,1.0,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371
2949,1.0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29
2954,1.0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08
2968,1.0,0.465,0.36,0.08,0.488,0.191,0.125,0.155
2971,1.0,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485
2972,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
2983,1.0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32
2988,1.0,0.4,0.31,0.11,0.314,0.138,0.057,0.1
2990,1.0,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25
3014,1.0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155
3038,1.0,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525
3043,1.0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295
3055,1.0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41
3062,1.0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07
3070,1.0,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205
3100,1.0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3
3101,1.0,0.485,0.355,0.13,0.581,0.245,0.132,0.168
3104,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455
3106,1.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42
3108,1.0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002
3112,1.0,0.47,0.37,0.12,0.5795,0.293,0.227,0.14
3127,1.0,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2
3135,1.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
