,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
902,1.0,9.8,2.5,7.4,10.0,5.6000000000000005,3.6,2.25,9.977,3.06,4.3,10.0
969,1.0,7.2,3.2,4.699999999999999,5.1,4.3999999999999995,1.9,0.65,9.91,3.03,4.1,12.6
996,1.0,7.1,2.1,2.8000000000000003,2.7,3.4000000000000004,2.3,1.11,9.9405,3.35,6.4,10.2
1005,1.0,6.9,3.0,3.0,1.3,5.3,2.4,1.86,9.9361,3.29,5.4,9.9
1048,1.0,8.5,2.2,3.4000000000000004,0.7,4.0,0.5,0.25,9.918,3.04,3.7,10.5
1092,1.0,6.4,3.4000000000000004,2.0,14.9,6.0,3.7,1.62,9.983,3.13,4.5,9.0
1097,1.0,5.2,4.050000000000001,1.5,1.45,3.8,1.0,0.44,9.9125,3.52,4.0,11.6
1241,1.0,8.6,5.5,3.5,15.55,5.7,3.55,3.665,10.001,3.04,6.3,11.0
1257,1.0,6.9,3.0,3.5999999999999996,4.5,5.4,3.1,2.03,9.9513,3.4,5.699999999999999,10.4
1295,1.0,6.6,3.5,1.9,10.5,6.0,1.5,0.82,9.9588,3.13,3.8,9.9
1318,1.0,5.5,1.7999999999999998,2.2,5.5,3.7000000000000006,1.0,0.86,9.9156,3.46,4.4,12.2
1378,1.0,6.9,2.0,3.4000000000000004,1.9,4.3,2.5,1.36,9.935,3.31,6.0,10.1
1379,1.0,6.1,3.2,3.7,1.8,5.1,1.3,2.0,9.945,3.49,4.4,10.5
1424,1.0,6.3,2.4,3.7,1.8,3.1,0.6,0.61,9.897,3.3,3.4000000000000004,12.2
1443,1.0,5.8,3.5999999999999996,3.8,0.9,3.7000000000000006,0.3,0.75,9.904,3.28,3.4000000000000004,11.4
1467,1.0,8.4,1.9,4.2,1.6,4.7,0.9,1.01,9.94,3.06,6.5,11.1
1499,1.0,10.3,1.7000000000000002,4.699999999999999,1.4,3.7000000000000006,0.5,0.33,9.939,2.89,2.8000000000000003,9.6
1504,1.0,6.2,4.5,2.6,4.4,6.3,6.3,2.06,9.94,3.27,5.2,9.8
1536,1.0,9.2,1.9,4.2,2.0,4.7,1.6,1.04,9.9517,3.09,6.6000000000000005,10.0
1581,1.0,7.2,4.0,6.2,10.8,4.1000000000000005,7.0,1.89,9.976,3.08,4.9,8.6
1609,1.0,9.2,1.6,4.9,2.0,4.3999999999999995,1.8,1.07,9.9514,3.1,5.300000000000001,10.2
1633,1.0,7.6,4.8,3.7,0.8,3.7000000000000006,0.4,1.0,9.902,3.03,3.9000000000000004,11.4
1670,1.0,5.9,2.1,2.8000000000000003,4.6,5.3,4.0,1.99,9.963999999999999,3.72,7.0,10.0
1806,1.0,6.5,3.3000000000000003,7.199999999999999,1.1,6.1,0.7,1.51,9.93,3.09,5.699999999999999,9.5
1817,1.0,7.1,2.7,2.8000000000000003,1.25,2.3,0.3,0.89,9.8993,2.95,3.0,11.4
1908,1.0,7.6,3.1,2.3000000000000003,12.7,5.4,2.0,1.39,9.983600000000001,3.16,5.0,9.7
1929,1.0,6.0,3.3000000000000003,1.7999999999999998,3.0,3.6000000000000005,0.5,0.85,9.9125,3.28,4.0,11.5
2068,1.0,11.8,2.3000000000000003,3.8,11.1,3.4000000000000004,1.5,1.23,9.997,2.93,5.5,9.7
2178,1.0,7.3,3.8,2.3000000000000003,6.5,5.0,1.8,1.02,9.9304,3.1,5.5,11.2
2277,1.0,7.2,4.0,6.2,10.8,4.1000000000000005,7.0,1.89,9.976,3.08,4.9,8.6
2327,1.0,7.9,2.8000000000000003,3.2,3.6,3.8,0.9,0.76,9.92,3.05,3.1,11.7
2357,1.0,6.8,3.2,3.4000000000000004,1.2,4.3999999999999995,1.4,0.67,9.919,3.05,4.699999999999999,10.6
2379,1.0,8.7,3.0,5.8999999999999995,1.7,4.6,1.0,0.7,9.9373,3.06,5.6000000000000005,10.8
2413,1.0,6.1,2.8000000000000003,2.5,12.9,5.4,3.4,1.89,9.979,3.25,4.3,9.0
2465,1.0,6.1,2.0,3.4000000000000004,9.5,4.1000000000000005,3.8,2.01,9.95,3.14,4.4,10.1
2541,1.0,7.9,6.4,4.6000000000000005,10.6,24.4,3.3,2.27,9.983,2.87,7.4,9.1
2543,1.0,7.7,2.8000000000000003,6.3,11.1,3.9,5.8,1.79,9.979,3.08,4.4,8.8
2552,1.0,8.0,1.6,3.5999999999999996,1.5,3.3000000000000003,1.4,1.22,9.940999999999999,3.2,3.9000000000000004,10.3
2634,1.0,6.7,3.1,3.1,9.9,4.0,1.0,1.75,9.953,3.46,5.5,11.4
2641,1.0,7.1,2.3000000000000003,2.4,5.4,3.9,6.0,1.96,9.948,3.19,7.800000000000001,10.0
2649,1.0,6.9,1.9,6.0,4.0,3.7000000000000006,0.6,1.22,9.9255,2.92,5.8999999999999995,10.4
2750,1.0,6.0,3.95,0.0,1.4,4.2,0.7,0.55,9.913499999999999,3.37,3.8,11.2
2782,1.0,8.4,2.9,2.9,1.05,3.2,0.4,0.55,9.908,2.91,3.2,11.4
2828,1.0,5.9,2.2,4.5,22.6,12.0,5.5,1.22,9.9636,3.1,3.5,12.8
2837,1.0,7.1,2.1,2.8000000000000003,2.7,3.4000000000000004,2.3,1.11,9.9405,3.35,6.4,10.2
2873,1.0,9.2,2.8000000000000003,4.9,11.8,4.2,2.9,1.37,9.98,3.1,3.4000000000000004,10.1
2899,1.0,6.0,1.6,2.7,12.0,3.0,3.9,0.98,9.9402,3.15,3.4000000000000004,10.8
3020,1.0,7.1,3.2,3.2,11.0,3.8,1.6,0.66,9.937000000000001,3.24,4.0,11.5
3076,1.0,7.3,2.8000000000000003,4.2,1.2,3.3000000000000003,2.9,1.42,9.9205,3.17,4.3,10.7
3159,1.0,6.0,1.1,4.699999999999999,10.6,5.2,6.9,1.48,9.958,2.91,3.4000000000000004,9.3
3170,1.0,7.4,2.7,3.1,2.4,1.4000000000000001,1.5,1.43,9.9094,3.03,6.5,12.0
3174,1.0,6.8,2.7,2.9,4.6,4.6,0.6,0.88,9.9458,3.34,4.8,10.6
3200,1.0,6.9,3.0,2.9,1.3,5.3,2.4,1.89,9.9362,3.29,5.4,9.9
3255,1.0,6.1,2.6,2.5,2.9,4.7,28.9,4.4,9.9314,3.44,6.4,10.5
3316,1.0,7.3,3.5999999999999996,5.4,13.3,5.4,6.3,1.93,9.9864,3.06,4.9,8.6
3319,1.0,6.3,2.8000000000000003,2.2,9.5,4.0,3.0,1.11,9.9338,3.05,3.1,10.8
3345,1.0,6.1,1.5,3.5,15.8,4.2,5.5,1.58,9.9642,3.24,3.7,10.6
3396,1.0,5.3,4.3,1.1,1.1,2.9000000000000004,0.6,0.51,9.9076,3.51,4.8,11.2
3441,1.0,5.3,4.699999999999999,1.0,1.3,3.6000000000000005,1.1,0.74,9.9082,3.48,5.4,11.2
3500,1.0,7.6,2.6,3.5999999999999996,1.6,3.2,0.6,1.06,9.93,3.15,4.0,10.4
3536,1.0,7.6,2.3000000000000003,2.6,15.3,6.7,3.2,1.66,9.986,3.03,4.4,9.2
3551,1.0,5.8,2.4,4.4,3.5,2.9000000000000004,0.5,1.09,9.913,3.53,4.3,11.7
3649,1.0,7.6,3.1,4.9,13.4,6.2,5.0,1.91,9.989,3.22,5.300000000000001,9.0
3672,1.0,6.9,3.9000000000000004,2.2,4.3,3.0,1.0,1.02,9.93,3.0,8.7,11.6
3681,1.0,6.2,2.3000000000000003,3.5,0.7,5.1,2.4,1.11,9.916,3.37,4.3,11.0
3691,1.0,6.9,2.5,2.4,3.6,5.7,1.3,0.85,9.942,2.99,4.8,9.5
3698,1.0,7.5,3.4000000000000004,2.4,3.85,3.1,0.5,0.34,9.9098,3.01,3.5999999999999996,11.8
3728,1.0,7.6,4.8,3.7,1.2,3.4000000000000004,0.5,0.57,9.9256,3.05,5.4,10.4
3771,1.0,5.8,2.6,3.0,2.6,3.4000000000000004,7.5,1.29,9.902,3.2,3.8,11.5
3847,1.0,9.4,2.4,2.9,8.5,3.7000000000000006,12.4,2.08,9.9395,2.9,3.8,11.0
3875,1.0,8.5,1.7000000000000002,4.9,8.8,4.8,2.3,1.08,9.947000000000001,2.88,3.4000000000000004,10.5
3941,1.0,8.0,2.3000000000000003,3.7,9.6,5.4,2.3,1.59,9.9795,3.32,4.699999999999999,9.8
3968,1.0,6.9,2.5,2.4,3.6,5.7,1.3,0.85,9.942,2.99,4.8,9.5
3997,1.0,8.5,2.6,2.1,16.2,7.400000000000001,4.1,1.97,9.98,3.02,5.0,9.8
4049,1.0,7.6,3.1,2.3000000000000003,12.7,5.4,2.0,1.39,9.983600000000001,3.16,5.0,9.7
4111,1.0,6.4,3.5,3.5,5.6,3.4000000000000004,0.9,1.48,9.9441,3.17,5.0,9.8
4122,1.0,6.8,2.6,3.4000000000000004,15.1,6.0,4.2,1.62,9.9705,3.24,5.2,10.5
4128,1.0,7.9,1.6,3.0,4.8,3.7000000000000006,3.7,1.71,9.967,3.47,4.4,9.0
4148,1.0,8.3,3.3000000000000003,4.2,1.15,3.3000000000000003,1.8,0.96,9.911,3.2,3.2,12.4
4212,1.0,4.2,2.15,2.3000000000000003,5.1,4.1000000000000005,6.4,1.57,9.9688,3.42,4.4,8.0
4221,1.0,6.9,3.9000000000000004,4.0,4.6,2.1999999999999997,0.5,0.19,9.915000000000001,3.31,3.7,12.6
4261,1.0,6.7,2.5,2.6,1.55,4.1000000000000005,11.85,2.16,9.949,3.55,6.3,9.4
4314,1.0,9.8,3.5999999999999996,4.6000000000000005,10.5,3.8,0.4,0.83,9.956,2.89,3.0,10.1
4330,1.0,6.3,3.9000000000000004,2.4,6.9,6.9,0.9,1.17,9.942,3.15,3.5,10.2
4338,1.0,6.8,2.0,2.7,1.2,3.4000000000000004,1.9,0.68,9.902,3.14,3.7,11.7
4371,1.0,6.7,6.4,3.0,1.2,3.0,1.8,0.76,9.892,3.16,6.0,12.9
4381,1.0,6.5,2.8000000000000003,2.8000000000000003,8.5,4.7,5.4,2.1,9.962,3.09,5.4,8.9
