,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
247,1.0,0.0,0.0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725
248,1.0,0.0,0.0,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915
250,1.0,1.0,0.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
251,1.0,0.0,0.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07
252,1.0,0.0,0.0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08
256,1.0,0.0,1.0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405
259,1.0,1.0,0.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24
264,1.0,0.0,0.0,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26
267,1.0,0.0,0.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106
269,1.0,0.0,0.0,0.46,0.35,0.1,0.471,0.252,0.077,0.123
270,1.0,0.0,0.0,0.36,0.27,0.095,0.2,0.073,0.056,0.061
271,1.0,0.0,0.0,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001
273,1.0,0.0,0.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41
275,1.0,0.0,0.0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043
283,1.0,0.0,1.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
285,1.0,0.0,0.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
288,1.0,1.0,0.0,0.52,0.41,0.155,0.727,0.29100000000000004,0.1835,0.235
291,1.0,0.0,0.0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168
292,1.0,1.0,0.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17
297,1.0,0.0,0.0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
298,1.0,0.0,0.0,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145
299,1.0,0.0,1.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364
303,1.0,1.0,0.0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195
311,1.0,0.0,0.0,0.375,0.285,0.09,0.237,0.106,0.0395,0.08
325,1.0,1.0,0.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23
326,1.0,1.0,0.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275
329,1.0,0.0,0.0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045
335,1.0,0.0,1.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000005,0.195
341,1.0,1.0,0.0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22
342,1.0,0.0,1.0,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135
344,1.0,0.0,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
345,1.0,1.0,0.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235
348,1.0,0.0,0.0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
350,1.0,0.0,1.0,0.575,0.45,0.16,0.955,0.44,0.1685,0.27
352,1.0,0.0,0.0,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115
353,1.0,1.0,0.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
356,1.0,1.0,0.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205
357,1.0,0.0,0.0,0.575,0.45,0.15,0.858,0.449,0.166,0.215
360,1.0,1.0,0.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085
361,1.0,0.0,0.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
365,1.0,0.0,0.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006
370,1.0,0.0,0.0,0.395,0.3,0.09,0.279,0.134,0.049,0.075
376,1.0,0.0,0.0,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215
382,1.0,1.0,0.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125
384,1.0,0.0,0.0,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04
397,1.0,1.0,0.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998
407,1.0,0.0,0.0,0.58,0.445,0.15,0.8865,0.383,0.209,0.255
408,1.0,1.0,0.0,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415
414,1.0,0.0,0.0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335
416,1.0,0.0,1.0,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325
418,1.0,1.0,0.0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355
426,1.0,1.0,0.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85
429,1.0,1.0,0.0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415
431,1.0,1.0,0.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474
432,1.0,0.0,1.0,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
433,1.0,1.0,0.0,0.67,0.55,0.155,1.5659999999999998,0.858,0.339,0.354
436,1.0,0.0,0.0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2
439,1.0,0.0,1.0,0.59,0.46,0.155,0.906,0.327,0.1485,0.335
445,1.0,0.0,1.0,0.65,0.5,0.155,1.202,0.565,0.3135,0.294
448,1.0,0.0,1.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535
450,1.0,1.0,0.0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435
453,1.0,0.0,1.0,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245
457,1.0,1.0,0.0,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255
459,1.0,1.0,0.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23
460,1.0,1.0,0.0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43
462,1.0,1.0,0.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185
463,1.0,1.0,0.0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35
468,1.0,1.0,0.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47
471,1.0,0.0,1.0,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265
474,1.0,1.0,0.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26
475,1.0,0.0,1.0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315
479,1.0,0.0,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044
480,1.0,0.0,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
482,1.0,1.0,0.0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225
483,1.0,1.0,0.0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475
485,1.0,0.0,1.0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365
489,1.0,0.0,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205
490,1.0,1.0,0.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35
496,1.0,1.0,0.0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265
501,1.0,1.0,0.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605
503,1.0,0.0,0.0,0.39,0.28,0.09,0.215,0.0845,0.034,0.079
507,1.0,0.0,0.0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035
509,1.0,1.0,0.0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34
511,1.0,0.0,1.0,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335
512,1.0,0.0,0.0,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395
513,1.0,0.0,0.0,0.57,0.44,0.13,0.7665,0.34700000000000003,0.1785,0.202
514,1.0,0.0,1.0,0.63,0.485,0.16,1.243,0.623,0.275,0.3
528,1.0,1.0,0.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33
535,1.0,0.0,0.0,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
537,1.0,1.0,0.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09
538,1.0,0.0,0.0,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375
539,1.0,1.0,0.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485
543,1.0,0.0,0.0,0.29,0.205,0.07,0.0975,0.036000000000000004,0.019,0.035
544,1.0,0.0,0.0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035
546,1.0,0.0,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195
550,1.0,0.0,0.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125
554,1.0,0.0,1.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36
557,1.0,0.0,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
558,1.0,1.0,0.0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13
562,1.0,1.0,0.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835
563,1.0,0.0,0.0,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095
566,1.0,0.0,0.0,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246
567,1.0,1.0,0.0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21
569,1.0,1.0,0.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
570,1.0,1.0,0.0,0.48,0.4,0.125,0.759,0.2125,0.179,0.24
571,1.0,0.0,1.0,0.61,0.49,0.15,1.103,0.425,0.2025,0.36
577,1.0,0.0,1.0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295
582,1.0,1.0,0.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65
593,1.0,1.0,0.0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515
596,1.0,0.0,0.0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625
598,1.0,0.0,0.0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04
601,1.0,0.0,1.0,0.58,0.465,0.175,1.035,0.401,0.1865,0.385
602,1.0,0.0,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.4370000000000001
607,1.0,0.0,0.0,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172
614,1.0,1.0,0.0,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3
615,1.0,0.0,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
619,1.0,0.0,0.0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105
624,1.0,0.0,1.0,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371
625,1.0,1.0,0.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
626,1.0,0.0,0.0,0.575,0.45,0.135,0.8715,0.45,0.162,0.225
627,1.0,0.0,1.0,0.52,0.385,0.115,0.669,0.2385,0.172,0.205
629,1.0,0.0,0.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315
634,1.0,0.0,1.0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063
639,1.0,0.0,1.0,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185
643,1.0,0.0,1.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
644,1.0,0.0,0.0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735
645,1.0,1.0,0.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155
646,1.0,1.0,0.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
648,1.0,0.0,1.0,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455
649,1.0,1.0,0.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13
654,1.0,1.0,0.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515
656,1.0,0.0,0.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18
660,1.0,0.0,0.0,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.028
661,1.0,0.0,1.0,0.635,0.48,0.145,1.181,0.665,0.229,0.225
666,1.0,0.0,0.0,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765
667,1.0,1.0,0.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278
670,1.0,1.0,0.0,0.61,0.48,0.175,1.0675,0.391,0.21600000000000005,0.42
671,1.0,0.0,1.0,0.495,0.39,0.15,0.853,0.3285,0.189,0.27
676,1.0,1.0,0.0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875
684,1.0,1.0,0.0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165
685,1.0,0.0,1.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22
692,1.0,1.0,0.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855
693,1.0,0.0,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605
694,1.0,1.0,0.0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28
695,1.0,0.0,0.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155
698,1.0,0.0,1.0,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565
703,1.0,1.0,0.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355
717,1.0,1.0,0.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475
720,1.0,1.0,0.0,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22
721,1.0,0.0,0.0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223
727,1.0,1.0,0.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145
732,1.0,0.0,1.0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265
736,1.0,1.0,0.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295
737,1.0,0.0,0.0,0.485,0.355,0.12,0.5085,0.21,0.122,0.135
738,1.0,0.0,0.0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166
740,1.0,0.0,1.0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385
741,1.0,0.0,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
742,1.0,0.0,1.0,0.47,0.37,0.135,0.547,0.222,0.1325,0.17
745,1.0,0.0,1.0,0.465,0.36,0.08,0.488,0.191,0.125,0.155
746,1.0,0.0,0.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145
747,1.0,1.0,0.0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405
750,1.0,1.0,0.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335
761,1.0,0.0,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35
765,1.0,0.0,1.0,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511
769,1.0,0.0,1.0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885
775,1.0,0.0,0.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39
776,1.0,0.0,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185
778,1.0,1.0,0.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
784,1.0,0.0,1.0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601
785,1.0,0.0,1.0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
786,1.0,1.0,0.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595
788,1.0,0.0,0.0,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002
793,1.0,1.0,0.0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945
796,1.0,1.0,0.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25
797,1.0,0.0,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135
798,1.0,0.0,1.0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155
799,1.0,1.0,0.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42
800,1.0,0.0,1.0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215
802,1.0,1.0,0.0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245
804,1.0,0.0,1.0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155
814,1.0,0.0,0.0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
816,1.0,1.0,0.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
821,1.0,1.0,0.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23
822,1.0,0.0,1.0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225
824,1.0,1.0,0.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
830,1.0,1.0,0.0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16
838,1.0,0.0,1.0,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25
841,1.0,0.0,1.0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24
843,1.0,0.0,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295
844,1.0,1.0,0.0,0.605,0.485,0.165,1.0735,0.4370000000000001,0.205,0.33
845,1.0,1.0,0.0,0.61,0.47,0.145,1.153,0.403,0.29600000000000004,0.32
849,1.0,0.0,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19
856,1.0,1.0,0.0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2
858,1.0,0.0,0.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525
861,1.0,0.0,1.0,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337
865,1.0,0.0,0.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825
866,1.0,1.0,0.0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
867,1.0,1.0,0.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27
875,1.0,1.0,0.0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525
880,1.0,0.0,0.0,0.605,0.435,0.13,0.9025,0.4320000000000001,0.174,0.26
881,1.0,0.0,0.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235
882,1.0,0.0,0.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275
884,1.0,1.0,0.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
885,1.0,1.0,0.0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455
886,1.0,0.0,1.0,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965
888,1.0,1.0,0.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235
891,1.0,0.0,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455
895,1.0,0.0,0.0,0.51,0.405,0.12,0.61,0.229,0.131,0.235
903,1.0,0.0,0.0,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085
911,1.0,0.0,1.0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503
912,1.0,0.0,1.0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37
913,1.0,1.0,0.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
914,1.0,0.0,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35
915,1.0,0.0,0.0,0.455,0.33,0.1,0.3720000000000001,0.358,0.0775,0.11
916,1.0,0.0,1.0,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815
919,1.0,0.0,0.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38
920,1.0,1.0,0.0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24
922,1.0,0.0,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215
926,1.0,0.0,1.0,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4
929,1.0,0.0,0.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
930,1.0,0.0,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
932,1.0,1.0,0.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
933,1.0,0.0,0.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042
934,1.0,0.0,0.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255
935,1.0,1.0,0.0,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165
939,1.0,0.0,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
945,1.0,1.0,0.0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645
949,1.0,1.0,0.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173
950,1.0,0.0,1.0,0.37,0.29,0.09,0.241,0.11,0.045,0.069
955,1.0,0.0,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33
957,1.0,0.0,1.0,0.565,0.44,0.185,0.909,0.344,0.2325,0.255
958,1.0,0.0,0.0,0.44,0.345,0.1,0.366,0.122,0.0905,0.12
964,1.0,0.0,1.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58
968,1.0,1.0,0.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62
973,1.0,0.0,1.0,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29
