,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
424,1.0,0.0,1.0,0.515,0.425,0.145,0.9365,0.4970000000000001,0.181,0.2185
441,1.0,0.0,1.0,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04
455,1.0,0.0,0.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09
464,1.0,0.0,1.0,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415
470,1.0,0.0,1.0,0.58,0.46,0.18,1.145,0.48,0.277,0.325
473,1.0,0.0,1.0,0.44,0.375,0.13,0.487,0.226,0.0965,0.155
481,1.0,0.0,0.0,0.32,0.215,0.095,0.305,0.14,0.067,0.0885
486,1.0,0.0,0.0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575
488,1.0,1.0,0.0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461
492,1.0,0.0,0.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225
495,1.0,0.0,1.0,0.26,0.2,0.065,0.096,0.044,0.027000000000000003,0.03
497,1.0,0.0,0.0,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185
502,1.0,0.0,0.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195
504,1.0,0.0,0.0,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105
506,1.0,1.0,0.0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265
518,1.0,1.0,0.0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245
519,1.0,0.0,1.0,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525
523,1.0,0.0,1.0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06
526,1.0,0.0,1.0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355
527,1.0,0.0,0.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
529,1.0,0.0,1.0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
533,1.0,0.0,0.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18
534,1.0,0.0,0.0,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
540,1.0,0.0,0.0,0.33,0.24,0.075,0.163,0.0745,0.033,0.048
541,1.0,1.0,0.0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6
548,1.0,1.0,0.0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162
555,1.0,0.0,1.0,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
565,1.0,0.0,0.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07
574,1.0,0.0,0.0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136
576,1.0,1.0,0.0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285
594,1.0,0.0,0.0,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238
600,1.0,1.0,0.0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345
604,1.0,1.0,0.0,0.65,0.52,0.195,1.6275,0.6890000000000001,0.3905,0.4320000000000001
606,1.0,0.0,0.0,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345
616,1.0,0.0,1.0,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845
618,1.0,0.0,1.0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39
621,1.0,0.0,1.0,0.58,0.45,0.14,0.8240000000000001,0.3465,0.1765,0.263
638,1.0,1.0,0.0,0.62,0.51,0.18,1.3315,0.594,0.276,0.388
650,1.0,1.0,0.0,0.625,0.49,0.145,0.92,0.4370000000000001,0.1735,0.28
651,1.0,0.0,1.0,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168
664,1.0,0.0,1.0,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309
673,1.0,1.0,0.0,0.635,0.505,0.165,1.251,0.5770000000000001,0.227,0.3825
677,1.0,1.0,0.0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385
678,1.0,1.0,0.0,0.535,0.41,0.13,0.7145,0.335,0.14400000000000002,0.2075
679,1.0,0.0,1.0,0.39,0.28,0.125,0.564,0.3035,0.0955,0.14300000000000002
686,1.0,0.0,0.0,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109
697,1.0,0.0,1.0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385
702,1.0,1.0,0.0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4
704,1.0,0.0,1.0,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251
705,1.0,1.0,0.0,0.56,0.46,0.18,0.97,0.342,0.196,0.355
706,1.0,0.0,0.0,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228
709,1.0,1.0,0.0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015
714,1.0,0.0,1.0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19
730,1.0,0.0,1.0,0.66,0.52,0.19,1.558,0.755,0.298,0.4
735,1.0,0.0,0.0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
743,1.0,0.0,0.0,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177
748,1.0,0.0,1.0,0.65,0.505,0.19,1.274,0.59,0.23,0.391
752,1.0,0.0,1.0,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16
753,1.0,0.0,0.0,0.565,0.42,0.155,0.743,0.31,0.18600000000000005,0.231
757,1.0,1.0,0.0,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735
762,1.0,0.0,1.0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695
766,1.0,1.0,0.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
773,1.0,0.0,1.0,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165
807,1.0,1.0,0.0,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285
812,1.0,0.0,1.0,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309
819,1.0,0.0,1.0,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405
820,1.0,0.0,1.0,0.645,0.485,0.215,1.514,0.546,0.2615,0.635
839,1.0,1.0,0.0,0.38,0.32,0.115,0.6475,0.32299999999999995,0.1325,0.16399999999999998
846,1.0,1.0,0.0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185
851,1.0,1.0,0.0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48
853,1.0,1.0,0.0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44
855,1.0,0.0,1.0,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505
860,1.0,1.0,0.0,0.575,0.47,0.155,1.116,0.509,0.238,0.34
870,1.0,1.0,0.0,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308
877,1.0,0.0,0.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247
887,1.0,0.0,0.0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23
893,1.0,0.0,1.0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245
897,1.0,0.0,1.0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905
905,1.0,1.0,0.0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389
906,1.0,0.0,0.0,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15
921,1.0,1.0,0.0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995
924,1.0,0.0,0.0,0.295,0.215,0.085,0.128,0.049,0.034,0.04
928,1.0,0.0,0.0,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
931,1.0,0.0,0.0,0.435,0.345,0.12,0.4475,0.221,0.112,0.125
936,1.0,0.0,1.0,0.69,0.505,0.2,1.872,0.893,0.4015,0.48
946,1.0,0.0,0.0,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875
953,1.0,1.0,0.0,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245
961,1.0,0.0,0.0,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042
962,1.0,1.0,0.0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365
971,1.0,0.0,1.0,0.335,0.265,0.105,0.222,0.0935,0.056,0.075
972,1.0,0.0,0.0,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081
979,1.0,0.0,1.0,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
983,1.0,0.0,1.0,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375
987,1.0,0.0,0.0,0.235,0.13,0.075,0.1585,0.0685,0.037000000000000005,0.0465
1000,1.0,0.0,0.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3
1010,1.0,0.0,1.0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135
1014,1.0,1.0,0.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215
1017,1.0,0.0,0.0,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
1021,1.0,1.0,0.0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135
1022,1.0,0.0,0.0,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041
1026,1.0,0.0,0.0,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305
1027,1.0,0.0,1.0,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36
1030,1.0,1.0,0.0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095
1031,1.0,0.0,1.0,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355
1042,1.0,0.0,0.0,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255
1058,1.0,1.0,0.0,0.565,0.44,0.135,0.83,0.393,0.1735,0.238
1078,1.0,0.0,1.0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
1083,1.0,1.0,0.0,0.565,0.505,0.21,1.2765,0.501,0.279,0.355
1093,1.0,0.0,0.0,0.25,0.18,0.06,0.073,0.028,0.017,0.0225
1100,1.0,0.0,1.0,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27
1104,1.0,0.0,1.0,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005
1105,1.0,0.0,0.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055
1114,1.0,1.0,0.0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004
1120,1.0,0.0,1.0,0.475,0.355,0.125,0.4625,0.18600000000000005,0.107,0.145
1122,1.0,1.0,0.0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
1124,1.0,1.0,0.0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13
1128,1.0,1.0,0.0,0.67,0.545,0.175,1.707,0.6995,0.387,0.575
1135,1.0,0.0,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43
1155,1.0,0.0,1.0,0.455,0.35,0.11,0.458,0.2,0.111,0.1305
1163,1.0,1.0,0.0,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146
1164,1.0,0.0,1.0,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615
1167,1.0,1.0,0.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223
1170,1.0,1.0,0.0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185
1181,1.0,1.0,0.0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34
1191,1.0,0.0,1.0,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.119
1196,1.0,0.0,1.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545
1197,1.0,1.0,0.0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405
1198,1.0,0.0,1.0,0.71,0.56,0.22,2.015,0.9215,0.454,0.5660000000000001
1210,1.0,0.0,1.0,0.665,0.535,0.195,1.606,0.5755,0.388,0.48
1220,1.0,0.0,0.0,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845
1221,1.0,0.0,1.0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
1222,1.0,0.0,0.0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435
1224,1.0,0.0,1.0,0.53,0.405,0.15,0.8315,0.35200000000000004,0.187,0.2525
1226,1.0,1.0,0.0,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062
1230,1.0,0.0,1.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03
1236,1.0,0.0,0.0,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505
1242,1.0,0.0,1.0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265
1252,1.0,1.0,0.0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
1254,1.0,1.0,0.0,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195
1269,1.0,1.0,0.0,0.635,0.495,0.18,1.596,0.617,0.317,0.37
1294,1.0,0.0,0.0,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
1301,1.0,1.0,0.0,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155
1305,1.0,1.0,0.0,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525
1310,1.0,0.0,1.0,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045
1321,1.0,0.0,1.0,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29
1323,1.0,1.0,0.0,0.545,0.415,0.2,1.358,0.5670000000000001,0.318,0.403
1325,1.0,0.0,0.0,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152
1331,1.0,1.0,0.0,0.485,0.4,0.155,0.731,0.236,0.183,0.255
1334,1.0,0.0,1.0,0.55,0.45,0.17,0.81,0.317,0.157,0.22
1336,1.0,0.0,0.0,0.255,0.19,0.06,0.086,0.04,0.0185,0.025
1337,1.0,1.0,0.0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415
1345,1.0,1.0,0.0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185
1350,1.0,0.0,1.0,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305
1356,1.0,0.0,1.0,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185
1370,1.0,1.0,0.0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44
1372,1.0,0.0,0.0,0.48,0.37,0.125,0.474,0.179,0.1035,0.175
1374,1.0,0.0,0.0,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985
1389,1.0,0.0,1.0,0.475,0.36,0.12,0.578,0.2825,0.12,0.17
1397,1.0,0.0,1.0,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385
1398,1.0,1.0,0.0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845
1405,1.0,1.0,0.0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345
1406,1.0,0.0,0.0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015
1410,1.0,0.0,1.0,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275
1413,1.0,0.0,0.0,0.48,0.355,0.115,0.5785,0.25,0.106,0.184
1419,1.0,0.0,1.0,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385
1425,1.0,1.0,0.0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31
1430,1.0,0.0,1.0,0.535,0.42,0.145,0.7909999999999999,0.33,0.189,0.25
1440,1.0,0.0,1.0,0.625,0.48,0.175,1.065,0.4865,0.259,0.285
1452,1.0,0.0,0.0,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005
1457,1.0,0.0,0.0,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345
1460,1.0,1.0,0.0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285
1463,1.0,0.0,0.0,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295
1465,1.0,0.0,0.0,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115
1466,1.0,0.0,1.0,0.695,0.525,0.175,1.742,0.696,0.389,0.505
1479,1.0,1.0,0.0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505
1484,1.0,1.0,0.0,0.635,0.495,0.195,1.297,0.556,0.2985,0.37
1487,1.0,0.0,0.0,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605
1488,1.0,1.0,0.0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335
1495,1.0,1.0,0.0,0.71,0.565,0.195,1.817,0.785,0.4920000000000001,0.49
1496,1.0,1.0,0.0,0.6,0.475,0.15,1.13,0.575,0.196,0.305
1502,1.0,0.0,0.0,0.435,0.325,0.1,0.366,0.174,0.0725,0.109
1506,1.0,0.0,1.0,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04
1510,1.0,0.0,0.0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075
1522,1.0,0.0,1.0,0.66,0.51,0.175,1.218,0.5055,0.303,0.37
1530,1.0,1.0,0.0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27
1540,1.0,1.0,0.0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765
1551,1.0,0.0,1.0,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075
1554,1.0,0.0,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305
1557,1.0,1.0,0.0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28
1559,1.0,0.0,0.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998
1563,1.0,0.0,0.0,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002
1569,1.0,1.0,0.0,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39
1571,1.0,0.0,0.0,0.45,0.355,0.11,0.4585,0.194,0.067,0.14
1580,1.0,0.0,1.0,0.525,0.4,0.13,0.622,0.2655,0.147,0.184
1583,1.0,0.0,1.0,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32
1593,1.0,0.0,0.0,0.355,0.275,0.09,0.251,0.097,0.053,0.08
1598,1.0,0.0,0.0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046
1618,1.0,0.0,1.0,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105
1621,1.0,0.0,0.0,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425
1630,1.0,0.0,0.0,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208
1632,1.0,0.0,1.0,0.615,0.485,0.215,0.9615,0.422,0.17600000000000002,0.29
1633,1.0,1.0,0.0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285
1637,1.0,0.0,1.0,0.42,0.335,0.115,0.369,0.171,0.071,0.12
1647,1.0,0.0,0.0,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06
1649,1.0,0.0,0.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196
1668,1.0,0.0,0.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125
1685,1.0,1.0,0.0,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416
1703,1.0,0.0,0.0,0.24,0.175,0.055,0.0705,0.025,0.014,0.021
1720,1.0,1.0,0.0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625
1721,1.0,0.0,1.0,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199
1767,1.0,0.0,0.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495
1778,1.0,0.0,0.0,0.57,0.435,0.17,0.848,0.4,0.166,0.25
1785,1.0,0.0,1.0,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405
1793,1.0,0.0,1.0,0.545,0.41,0.14,0.737,0.349,0.15,0.212
1794,1.0,0.0,0.0,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03
1809,1.0,0.0,0.0,0.47,0.355,0.125,0.499,0.21,0.0985,0.155
1822,1.0,0.0,0.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
1824,1.0,1.0,0.0,0.57,0.44,0.12,0.8029999999999999,0.382,0.1525,0.234
1836,1.0,1.0,0.0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525
1837,1.0,1.0,0.0,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085
1841,1.0,0.0,0.0,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215
1848,1.0,0.0,0.0,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12
1849,1.0,0.0,1.0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3
1865,1.0,0.0,1.0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165
1866,1.0,0.0,1.0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22
1888,1.0,0.0,1.0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153
1891,1.0,1.0,0.0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195
1906,1.0,0.0,0.0,0.18,0.135,0.08,0.033,0.0145,0.006999999999999999,0.01
1911,1.0,0.0,1.0,0.46,0.34,0.135,0.495,0.1655,0.117,0.185
1927,1.0,0.0,0.0,0.47,0.385,0.13,0.5870000000000001,0.264,0.117,0.174
1934,1.0,0.0,1.0,0.56,0.435,0.18,0.889,0.36,0.204,0.25
1935,1.0,1.0,0.0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305
1942,1.0,0.0,0.0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035
1949,1.0,0.0,1.0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325
1951,1.0,0.0,0.0,0.53,0.38,0.125,0.616,0.292,0.113,0.185
1952,1.0,1.0,0.0,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475
1958,1.0,0.0,0.0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09
1974,1.0,1.0,0.0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485
1976,1.0,0.0,1.0,0.575,0.45,0.185,0.925,0.342,0.197,0.35
1978,1.0,1.0,0.0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18
2005,1.0,0.0,0.0,0.47,0.355,0.12,0.393,0.16699999999999998,0.0885,0.115
2011,1.0,0.0,0.0,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2
2014,1.0,0.0,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065
2019,1.0,1.0,0.0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13
2028,1.0,0.0,1.0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105
2034,1.0,1.0,0.0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275
2047,1.0,1.0,0.0,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33
2054,1.0,1.0,0.0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49
2056,1.0,0.0,1.0,0.465,0.36,0.105,0.431,0.172,0.107,0.175
2062,1.0,0.0,0.0,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455
