,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
615,1.0,0.0,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
625,1.0,1.0,0.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
643,1.0,0.0,1.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
649,1.0,1.0,0.0,0.47,0.375,0.105,0.513,0.232,0.142,0.13
661,1.0,0.0,1.0,0.635,0.48,0.145,1.181,0.665,0.229,0.225
667,1.0,1.0,0.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278
692,1.0,1.0,0.0,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855
695,1.0,0.0,0.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155
736,1.0,1.0,0.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295
750,1.0,1.0,0.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335
761,1.0,0.0,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35
765,1.0,0.0,1.0,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511
776,1.0,0.0,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185
778,1.0,1.0,0.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
786,1.0,1.0,0.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595
797,1.0,0.0,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135
800,1.0,0.0,1.0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215
849,1.0,0.0,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19
882,1.0,0.0,0.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275
885,1.0,1.0,0.0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455
888,1.0,1.0,0.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235
913,1.0,1.0,0.0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
915,1.0,0.0,0.0,0.455,0.33,0.1,0.3720000000000001,0.358,0.0775,0.11
919,1.0,0.0,0.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38
929,1.0,0.0,0.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
930,1.0,0.0,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
932,1.0,1.0,0.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
933,1.0,0.0,0.0,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042
934,1.0,0.0,0.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255
935,1.0,1.0,0.0,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165
949,1.0,1.0,0.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173
955,1.0,0.0,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33
958,1.0,0.0,0.0,0.44,0.345,0.1,0.366,0.122,0.0905,0.12
968,1.0,1.0,0.0,0.8,0.63,0.195,2.526,0.933,0.59,0.62
986,1.0,0.0,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
990,1.0,0.0,1.0,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37
1005,1.0,0.0,1.0,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341
1013,1.0,0.0,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341
1037,1.0,0.0,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
1038,1.0,0.0,1.0,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18
1041,1.0,0.0,1.0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345
1072,1.0,0.0,0.0,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175
1081,1.0,0.0,0.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655
1090,1.0,1.0,0.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21
1095,1.0,0.0,1.0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28
1160,1.0,0.0,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29
1182,1.0,1.0,0.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095
1185,1.0,0.0,1.0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19
1187,1.0,1.0,0.0,0.57,0.45,0.17,1.098,0.414,0.187,0.405
1193,1.0,0.0,1.0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09
1231,1.0,0.0,1.0,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29
1237,1.0,0.0,1.0,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555
1247,1.0,1.0,0.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195
1257,1.0,0.0,1.0,0.525,0.425,0.12,0.8665,0.2825,0.17600000000000002,0.29
1271,1.0,0.0,0.0,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205
1278,1.0,1.0,0.0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
1287,1.0,1.0,0.0,0.52,0.395,0.18,0.64,0.158,0.11,0.245
1288,1.0,1.0,0.0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32
1296,1.0,0.0,1.0,0.605,0.49,0.155,1.153,0.503,0.2505,0.295
1298,1.0,1.0,0.0,0.55,0.415,0.135,0.775,0.302,0.179,0.26
1316,1.0,0.0,1.0,0.565,0.45,0.115,0.9085,0.398,0.197,0.29
1318,1.0,0.0,1.0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5
1328,1.0,1.0,0.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17
1364,1.0,0.0,1.0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04
1380,1.0,0.0,0.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1384,1.0,0.0,1.0,0.64,0.495,0.165,1.307,0.6779999999999999,0.292,0.266
1386,1.0,1.0,0.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22
1388,1.0,1.0,0.0,0.49,0.385,0.15,0.7865,0.241,0.14,0.24
1404,1.0,0.0,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355
1426,1.0,1.0,0.0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17
1437,1.0,0.0,1.0,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121
1444,1.0,0.0,0.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096
1446,1.0,0.0,0.0,0.445,0.33,0.1,0.4370000000000001,0.163,0.0755,0.17
1467,1.0,0.0,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145
1482,1.0,0.0,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
1498,1.0,0.0,1.0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
1508,1.0,0.0,1.0,0.49,0.39,0.15,0.573,0.225,0.124,0.17
1511,1.0,0.0,1.0,0.48,0.38,0.135,0.528,0.2,0.1395,0.16
1545,1.0,0.0,0.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
1566,1.0,0.0,0.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725
1578,1.0,0.0,1.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238
1596,1.0,1.0,0.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179
1601,1.0,0.0,1.0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275
1612,1.0,0.0,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22
1619,1.0,0.0,0.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
1654,1.0,1.0,0.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14
1656,1.0,1.0,0.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295
1665,1.0,0.0,1.0,0.59,0.485,0.12,0.911,0.39,0.182,0.29
1674,1.0,0.0,0.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123
1675,1.0,1.0,0.0,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13
1702,1.0,1.0,0.0,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195
1706,1.0,0.0,0.0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33
1710,1.0,0.0,1.0,0.6,0.47,0.155,1.036,0.4375,0.196,0.325
1722,1.0,0.0,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06
1726,1.0,0.0,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455
1735,1.0,0.0,1.0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265
1736,1.0,0.0,1.0,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31
1741,1.0,0.0,1.0,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33
1747,1.0,0.0,0.0,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315
1779,1.0,1.0,0.0,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26
1780,1.0,0.0,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
1786,1.0,0.0,0.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245
1789,1.0,0.0,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25
1792,1.0,1.0,0.0,0.53,0.43,0.17,0.775,0.35,0.152,0.235
1825,1.0,0.0,1.0,0.72,0.55,0.205,2.165,1.1055,0.525,0.404
1826,1.0,1.0,0.0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125
1840,1.0,0.0,0.0,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315
1856,1.0,0.0,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28
1861,1.0,1.0,0.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36
1872,1.0,0.0,1.0,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935
1887,1.0,1.0,0.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11
1897,1.0,0.0,0.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125
1901,1.0,0.0,0.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264
1936,1.0,1.0,0.0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
1937,1.0,1.0,0.0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525
1971,1.0,1.0,0.0,0.67,0.535,0.185,1.597,0.6275,0.35,0.47
2023,1.0,0.0,1.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315
2033,1.0,0.0,0.0,0.43,0.34,0.125,0.384,0.1375,0.061,0.146
2036,1.0,1.0,0.0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305
2046,1.0,1.0,0.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445
2049,1.0,0.0,0.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
2061,1.0,0.0,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.112
2065,1.0,0.0,1.0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325
2066,1.0,0.0,0.0,0.31,0.225,0.07,0.1055,0.435,0.015,0.04
2072,1.0,0.0,1.0,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
2081,1.0,1.0,0.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4
2086,1.0,1.0,0.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
2101,1.0,1.0,0.0,0.59,0.45,0.16,0.9,0.358,0.156,0.315
2110,1.0,1.0,0.0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885
2114,1.0,1.0,0.0,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415
2123,1.0,0.0,0.0,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175
2127,1.0,1.0,0.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195
2178,1.0,1.0,0.0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145
2195,1.0,1.0,0.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331
2197,1.0,0.0,0.0,0.43,0.34,0.0,0.428,0.2065,0.086,0.115
2199,1.0,0.0,1.0,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
2200,1.0,0.0,1.0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434
2211,1.0,0.0,0.0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195
2224,1.0,0.0,0.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16
2245,1.0,0.0,1.0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375
2284,1.0,0.0,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3
2289,1.0,0.0,0.0,0.53,0.415,0.145,0.944,0.3845,0.185,0.265
2301,1.0,0.0,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395
2310,1.0,1.0,0.0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395
2311,1.0,0.0,1.0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235
2327,1.0,0.0,0.0,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085
2331,1.0,0.0,1.0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265
2334,1.0,1.0,0.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
2348,1.0,1.0,0.0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155
2350,1.0,0.0,0.0,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113
2352,1.0,0.0,1.0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31
2355,1.0,0.0,1.0,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925
2356,1.0,1.0,0.0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2
2364,1.0,1.0,0.0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445
2403,1.0,1.0,0.0,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205
2418,1.0,1.0,0.0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205
2433,1.0,1.0,0.0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195
2462,1.0,0.0,1.0,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068
2473,1.0,0.0,1.0,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
2476,1.0,0.0,0.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19
2478,1.0,1.0,0.0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462
2487,1.0,1.0,0.0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36
2527,1.0,0.0,0.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16
2528,1.0,1.0,0.0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358
2534,1.0,0.0,0.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315
2537,1.0,0.0,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3
2552,1.0,0.0,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41
2553,1.0,0.0,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075
2574,1.0,0.0,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57
2597,1.0,0.0,1.0,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13
2600,1.0,0.0,1.0,0.605,0.475,0.16,1.616,0.5495,0.332,0.34
2604,1.0,0.0,0.0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435
2620,1.0,0.0,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375
2627,1.0,0.0,1.0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295
2629,1.0,1.0,0.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098
2639,1.0,0.0,0.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155
2648,1.0,0.0,0.0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05
2664,1.0,1.0,0.0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155
2670,1.0,1.0,0.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125
2692,1.0,1.0,0.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295
2697,1.0,1.0,0.0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27
2713,1.0,1.0,0.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21
2717,1.0,1.0,0.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177
2741,1.0,1.0,0.0,0.595,0.475,0.17,1.247,0.48,0.225,0.425
2756,1.0,0.0,0.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165
2766,1.0,1.0,0.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195
2776,1.0,0.0,1.0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43
2785,1.0,0.0,0.0,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
2797,1.0,1.0,0.0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
2809,1.0,0.0,1.0,0.545,0.41,0.145,0.873,0.3035,0.196,0.31
2821,1.0,1.0,0.0,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865
2826,1.0,0.0,0.0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035
2855,1.0,0.0,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24
2862,1.0,0.0,0.0,0.39,0.31,0.1,0.302,0.116,0.064,0.115
2884,1.0,1.0,0.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395
2885,1.0,0.0,0.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000005
2899,1.0,1.0,0.0,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515
2904,1.0,0.0,1.0,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
2922,1.0,0.0,0.0,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01
2936,1.0,0.0,1.0,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255
2937,1.0,0.0,1.0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
2951,1.0,0.0,0.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
2970,1.0,1.0,0.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42
2974,1.0,1.0,0.0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
3001,1.0,0.0,0.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17
3019,1.0,1.0,0.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
3040,1.0,0.0,1.0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285
3041,1.0,0.0,0.0,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07
3073,1.0,0.0,0.0,0.46,0.355,0.14,0.4935,0.21600000000000005,0.133,0.115
3089,1.0,0.0,0.0,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205
3090,1.0,0.0,1.0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
3099,1.0,1.0,0.0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285
3112,1.0,0.0,0.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275
3121,1.0,0.0,1.0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325
3130,1.0,0.0,0.0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04
3148,1.0,1.0,0.0,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33
3160,1.0,0.0,1.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495
3162,1.0,1.0,0.0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27
3164,1.0,0.0,0.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33
3187,1.0,1.0,0.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
3191,1.0,0.0,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175
3224,1.0,0.0,0.0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
3232,1.0,0.0,1.0,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049
3233,1.0,0.0,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2
3245,1.0,0.0,1.0,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505
3249,1.0,0.0,0.0,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195
3266,1.0,0.0,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13
3270,1.0,1.0,0.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25
3288,1.0,0.0,1.0,0.63,0.515,0.165,1.352,0.488,0.349,0.45
3308,1.0,1.0,0.0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24
3333,1.0,0.0,0.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09
3350,1.0,1.0,0.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435
3364,1.0,1.0,0.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195
3387,1.0,1.0,0.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285
3407,1.0,0.0,1.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835
3425,1.0,0.0,1.0,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085
3427,1.0,0.0,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38
3428,1.0,0.0,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46
3437,1.0,0.0,1.0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445
3453,1.0,0.0,1.0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26
3454,1.0,0.0,0.0,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615
3465,1.0,1.0,0.0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18
3472,1.0,1.0,0.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345
3479,1.0,1.0,0.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215
3482,1.0,0.0,0.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
3490,1.0,1.0,0.0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405
3492,1.0,0.0,1.0,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305
3501,1.0,0.0,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
3514,1.0,1.0,0.0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13
3540,1.0,0.0,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
3554,1.0,0.0,0.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425
3565,1.0,0.0,0.0,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3
3567,1.0,0.0,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375
3575,1.0,0.0,1.0,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578
3580,1.0,0.0,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
3594,1.0,0.0,1.0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3
3609,1.0,0.0,1.0,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563
3613,1.0,1.0,0.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34
3622,1.0,1.0,0.0,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45
3628,1.0,0.0,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
3659,1.0,0.0,1.0,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255
3679,1.0,1.0,0.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185
3689,1.0,1.0,0.0,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586
3690,1.0,0.0,0.0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205
