,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
168,1.0,7.8,3.4000000000000004,2.7,1.2,4.0,2.5,1.06,9.932,3.01,5.5,10.4
169,1.0,6.0,2.7,4.0,1.7,2.1,1.8,0.82,9.891,3.24,9.5,13.1333333333
177,1.0,7.4,2.1,8.0,12.3,3.8,7.7,1.83,9.9778,2.95,4.8,9.0
178,1.0,7.9,2.9,3.1,7.35,3.4000000000000004,3.7,1.54,9.938,3.06,3.1,10.8
179,1.0,6.7,2.4,3.5,13.1,5.0,6.4,2.05,9.97,3.15,5.0,9.5
180,1.0,6.7,3.1,0.8,1.3,3.8,5.8,1.47,9.922,3.18,4.6000000000000005,10.0
181,1.0,8.8,3.5,4.9,1.0,3.6000000000000005,1.4,0.56,9.92,2.96,3.3000000000000003,10.5
186,1.0,6.5,3.2,2.3000000000000003,8.5,5.1,2.0,1.38,9.943,3.03,4.2,10.7
187,1.0,6.3,2.4,5.5,8.1,4.0,6.7,2.16,9.9596,3.24,5.0,9.2
188,1.0,7.9,3.5,3.5999999999999996,1.6,3.8,1.1,1.24,9.928,3.25,4.8,11.0
190,1.0,7.7,3.9000000000000004,3.4000000000000004,10.0,5.6000000000000005,3.5,1.78,9.974,3.26,6.0,10.2
194,1.0,6.6,2.4,3.5,7.7,3.1,3.6,1.35,9.938,3.19,3.7,10.5
199,1.0,7.5,2.2,3.3000000000000003,6.7,3.6000000000000005,4.5,1.38,9.939,3.2,6.800000000000001,11.4
216,1.0,6.8,2.8000000000000003,4.4,11.5,4.0,5.8,2.23,9.969,3.22,5.6000000000000005,9.5
227,1.0,7.8,2.4,3.8,2.1,5.800000000000001,1.4,1.67,9.94,3.21,5.5,9.9
229,1.0,8.0,2.7,5.699999999999999,10.4,5.3,1.8,1.34,9.9732,3.12,6.800000000000001,9.0
232,1.0,8.8,2.0,2.8000000000000003,1.1,1.8000000000000003,1.8,0.72,9.926,2.97,3.5,10.4
233,1.0,7.4,2.2,2.8000000000000003,9.0,4.6,2.2,1.21,9.9468,3.1,5.5,10.8
236,1.0,6.9,1.7999999999999998,3.3000000000000003,1.0,5.4,2.4,1.64,9.926,3.42,5.1,10.5
237,1.0,8.5,2.0,4.0,1.1,4.6,3.1,1.06,9.9194,3.0,3.5,10.5
239,1.0,7.7,3.0,4.2,14.3,4.5,4.5,2.13,9.991,3.18,6.3,9.2
246,1.0,6.1,2.0,2.5,1.2,3.8,3.4,1.28,9.921,3.24,4.4,10.1
249,1.0,8.2,2.6,4.4,1.3,4.6,0.7,0.69,9.943999999999999,3.14,6.2,10.2
250,1.0,6.3,3.8,1.7000000000000002,8.8,8.0,5.0,2.12,9.9803,3.47,6.6000000000000005,9.4
251,1.0,6.6,2.3000000000000003,1.7999999999999998,8.5,4.3999999999999995,5.9,1.88,9.9558,3.16,4.9,9.5
252,1.0,6.6,2.6,4.6000000000000005,7.8,4.7,4.8,1.86,9.958,3.2,5.4,9.1
254,1.0,7.0,1.6,3.2,8.3,4.5,3.8,1.26,9.958,3.21,3.4000000000000004,9.2
256,1.0,5.8,2.8000000000000003,6.6000000000000005,9.1,3.9,2.6,1.59,9.965,3.66,5.5,10.8
258,1.0,9.4,2.9,5.5,2.2,5.0,1.7,1.19,9.962,3.12,6.8999999999999995,10.3
260,1.0,8.4,2.2,2.8000000000000003,18.8,2.8000000000000003,5.5,1.3,9.98,2.96,3.5,11.6
261,1.0,7.2,1.7000000000000002,4.1,1.6,5.2,2.4,1.26,9.9228,3.19,4.9,10.8
265,1.0,6.6,2.1,3.4000000000000004,5.6,4.6,3.0,1.4,9.9299,3.22,3.8,11.0
267,1.0,7.2,2.7,3.7,5.4,2.6,2.7,1.14,9.917399999999999,3.13,8.4,12.7
275,1.0,7.8,2.9,3.3000000000000003,8.75,3.5000000000000004,3.3,1.81,9.962,3.11,4.6000000000000005,10.7
276,1.0,7.7,3.4000000000000004,3.0,8.0,4.8,2.5,1.92,9.951,2.97,4.699999999999999,10.9
279,1.0,8.7,2.2,4.2,2.3,5.3,2.7,1.14,9.94,2.99,4.3,10.0
284,1.0,7.2,2.4,3.0,1.6,4.8,2.7,1.31,9.933,3.25,4.5,10.5
288,1.0,7.0,3.1,5.2,1.7,2.9000000000000004,0.5,0.61,9.918,3.07,4.3,10.4
301,1.0,6.4,2.7,1.9,2.0,8.4,2.1,1.91,9.951600000000001,3.49,6.3,9.6
304,1.0,7.7,2.5,3.0,7.8,3.8,6.7,1.96,9.9555,3.1,5.0,10.1
310,1.0,6.2,2.7,1.7999999999999998,1.5,2.8000000000000003,2.0,1.11,9.9228,3.41,5.0,10.0
311,1.0,6.0,2.2,2.8000000000000003,1.1,3.4000000000000004,4.7,0.9,9.8862,3.22,3.8,12.6
313,1.0,6.0,2.0,3.8,1.3,3.4000000000000004,3.7,1.04,9.8865,3.11,5.2,12.7
317,1.0,8.0,2.5,1.3,17.2,3.6000000000000005,4.9,2.19,9.996,2.96,4.6000000000000005,9.7
327,1.0,6.4,1.5,2.9,1.8,4.3999999999999995,2.1,1.15,9.916599999999999,3.1,3.8,10.2
331,1.0,7.2,5.0,0.0,0.8,3.4000000000000004,4.6,1.14,9.932,3.19,3.4000000000000004,9.2
333,1.0,6.9,3.5,5.5,11.95,3.8,2.2,1.11,9.9687,3.11,2.9,9.7
339,1.0,6.0,1.4000000000000001,3.7,1.2,3.2,6.3,1.48,9.9185,3.32,4.4,11.2
343,1.0,5.9,3.2,1.9,14.5,4.2,3.7,1.15,9.968399999999999,3.16,4.3,10.3
345,1.0,6.0,2.8000000000000003,4.9,6.8,4.8,6.1,2.22,9.953,3.19,4.699999999999999,9.3
346,1.0,6.6,2.3000000000000003,2.7,5.6,4.3,4.3,1.64,9.953,3.27,7.6,9.5
352,1.0,5.6,3.4000000000000004,2.5,2.5,4.6,4.7,1.82,9.9093,3.21,4.0,11.3
354,1.0,5.8,3.0,0.8999999999999999,6.3,4.2,3.6,1.38,9.9382,3.15,4.8,9.7
358,1.0,6.4,3.4000000000000004,2.0,14.9,6.0,3.7,1.62,9.983,3.13,4.5,9.0
364,1.0,7.2,2.0,2.2,1.6,4.3999999999999995,1.7,1.01,9.947099999999999,3.37,5.300000000000001,10.0
371,1.0,6.5,2.6,3.4000000000000004,1.4,4.0,2.5,1.84,9.9216,3.29,4.6000000000000005,10.7
375,1.0,8.0,2.3000000000000003,4.1,1.1,4.8,3.5,1.5,9.9168,3.09,4.699999999999999,11.2
377,1.0,6.1,3.0,4.699999999999999,1.4,4.9,5.0,1.87,9.927,3.19,4.5,9.5
380,1.0,8.2,3.0,4.4,12.4,4.3,5.2,1.54,9.9452,3.04,3.3000000000000003,12.0
383,1.0,6.9,1.9,3.3000000000000003,1.6,4.3,6.3,1.49,9.925,3.44,5.2,10.8
384,1.0,7.8,3.2,3.1,1.7,3.6000000000000005,4.6,1.95,9.93,3.03,4.8,10.5
387,1.0,6.4,3.4000000000000004,4.4,8.2,4.3,5.4,2.01,9.9551,3.18,4.8,9.5
389,1.0,5.5,1.9,2.7,0.9,4.0,5.2,1.03,9.9026,3.5,3.9000000000000004,11.2
398,1.0,6.6,2.4,2.9,2.0,2.3,1.9,0.86,9.9,3.25,4.5,12.5
400,1.0,7.2,3.4000000000000004,3.0,8.4,5.1,4.0,1.67,9.9756,3.48,6.2,9.7
404,1.0,9.8,3.1,4.9,15.4,4.6,1.3,1.19,10.004,3.18,4.5,9.5
409,1.0,7.7,2.6,4.0,1.1,4.2,0.9,0.6,9.915000000000001,2.89,5.0,10.6
410,1.0,7.5,4.2,1.4000000000000001,10.7,4.6,1.8,0.95,9.959,3.22,3.3000000000000003,10.7
412,1.0,8.6,3.4000000000000004,3.5999999999999996,1.4,4.5,1.1,1.19,9.9556,3.17,4.699999999999999,9.4
413,1.0,7.8,3.0,7.4,1.8,3.3000000000000003,3.3,1.56,9.91,3.29,5.2,12.8
420,1.0,7.6,3.3000000000000003,3.5999999999999996,2.1,3.4000000000000004,2.6,1.72,9.943999999999999,3.42,4.8,10.5
421,1.0,6.2,2.55,2.4,1.7,3.9,13.85,2.72,9.9452,3.53,5.300000000000001,9.6
424,1.0,6.8,7.3,2.0,6.6,5.4,2.5,0.65,9.9324,3.12,2.8000000000000003,11.1
427,1.0,5.9,1.9,3.7,0.8,2.7,0.3,0.21,9.897,3.09,3.1,10.8
428,1.0,5.8,5.4,0.0,1.4,3.3000000000000003,4.0,1.07,9.8918,3.26,3.5,12.4
429,1.0,7.2,2.7,7.4,12.5,3.7000000000000006,4.7,1.56,9.981,3.04,4.4,8.7
430,1.0,7.6,2.9,2.9,4.4,5.1,2.6,1.46,9.939,3.16,3.9000000000000004,10.2
432,1.0,7.6,2.6,5.8,7.9,4.1000000000000005,6.2,1.8,9.966000000000001,3.07,3.8,9.0
434,1.0,7.5,2.7,3.5999999999999996,7.0,3.6000000000000005,4.5,1.64,9.939,3.03,3.3000000000000003,11.0
437,1.0,6.4,2.6,4.0,1.7,17.9,0.5,0.6,9.925,3.09,5.4,10.1
441,1.0,6.2,3.0,2.8000000000000003,1.6,3.6000000000000005,2.8,1.06,9.88245,3.14,4.1,13.3
443,1.0,6.1,6.0,0.0,1.3,4.2,2.4,0.79,9.937000000000001,3.31,3.8,9.4
449,1.0,7.5,2.7,3.5999999999999996,7.0,3.6000000000000005,4.5,1.64,9.939,3.03,3.3000000000000003,11.0
450,1.0,8.7,2.4,3.5,0.6,4.2,1.1,0.71,9.926,3.08,3.8,10.6
451,1.0,5.9,4.2,3.5999999999999996,2.4,3.4000000000000004,1.9,0.77,9.9184,3.25,4.8,10.9
455,1.0,7.8,2.5,3.4000000000000004,13.7,4.3999999999999995,6.6,1.84,9.9976,3.22,7.5,8.9
456,1.0,6.5,2.0,3.3000000000000003,1.5,3.9,3.6,1.1,9.9008,3.22,6.5,12.0
465,1.0,6.8,1.5,4.1,12.9,4.3999999999999995,7.95,1.82,9.9742,3.24,7.800000000000001,10.2
468,1.0,6.7,2.4,2.9,14.9,5.3,5.5,1.36,9.9839,3.03,5.2,9.0
476,1.0,8.8,2.7,2.5,5.0,2.4,5.2,0.99,9.925,2.87,4.9,11.4
490,1.0,7.4,2.8000000000000003,5.0,12.1,4.9,4.8,1.22,9.972999999999999,3.01,4.4,9.0
492,1.0,6.0,2.6,3.4000000000000004,1.3,4.6,0.6,0.29,9.924,3.29,6.3,10.4
493,1.0,8.0,2.8000000000000003,4.2,7.1,4.5,4.1,1.69,9.959,3.17,4.3,10.6
494,1.0,7.4,2.8000000000000003,4.0,11.9,3.2,1.3,0.92,9.9629,3.01,4.6000000000000005,10.8
495,1.0,8.8,3.3000000000000003,3.5999999999999996,2.1,3.4000000000000004,1.9,1.25,9.916599999999999,2.96,9.8,12.7
498,1.0,7.1,3.2,4.0,1.5,3.4000000000000004,1.3,0.84,9.943999999999999,3.42,6.0,10.4
504,1.0,5.9,2.1,2.4,12.1,4.3999999999999995,5.3,1.65,9.969,3.25,3.9000000000000004,9.5
505,1.0,7.2,2.3000000000000003,4.6000000000000005,6.4,3.6000000000000005,1.7,0.85,9.9279,3.1,7.800000000000001,11.7
506,1.0,6.8,2.5,2.7,10.7,7.6,4.7,1.54,9.967,3.05,3.8,9.0
513,1.0,7.2,3.4000000000000004,4.4,4.2,4.7,5.1,1.44,9.91,3.01,7.6,12.3
517,1.0,6.7,3.1,0.8999999999999999,1.4,3.9,5.3,1.41,9.9206,3.12,4.4,10.1
521,1.0,6.3,3.0,2.4,6.6,4.0,3.8,1.41,9.95,3.22,4.699999999999999,9.5
526,1.0,6.4,2.4,2.5,20.2,8.3,3.5,1.57,9.9976,3.17,5.0,9.1
528,1.0,8.9,2.4,3.3000000000000003,15.75,3.5000000000000004,1.6,1.32,9.96,3.0,3.7,12.1
530,1.0,6.3,6.0,4.4,11.0,5.0,5.0,2.45,9.972,3.19,5.699999999999999,9.3
531,1.0,6.9,2.2,3.9000000000000004,6.0,3.5000000000000004,4.4,1.41,9.9123,3.11,3.3000000000000003,12.5
532,1.0,7.4,2.7,2.6,11.8,5.3,5.5,1.73,9.9699,3.11,6.0,9.8
537,1.0,6.0,3.2,3.0,7.3,17.4,4.6,1.59,9.9519,3.18,4.9,9.4
541,1.0,6.8,3.3000000000000003,3.0,2.1,4.7,3.5,1.47,9.886000000000001,3.24,5.6000000000000005,13.4
542,1.0,6.7,5.4,2.7,7.1,4.9,0.8,1.78,9.9502,3.16,3.8,9.4
544,1.0,7.1,2.6,3.0,2.0,3.1,1.3,1.28,9.917,3.19,4.9,11.4
546,1.0,5.8,2.5,2.4,13.3,4.3999999999999995,4.1,1.37,9.972,3.34,4.2,9.5
551,1.0,7.6,2.5,12.3,4.6,3.5000000000000004,5.1,2.94,9.9018,3.03,4.3,13.1
555,1.0,6.2,2.5,4.4,15.8,5.7,3.9,1.67,9.9804,3.14,5.1,9.2
562,1.0,6.9,3.7,2.3000000000000003,9.5,5.7,5.4,1.66,9.9568,3.23,4.2,10.0
563,1.0,5.9,2.9,1.6,7.9,4.3999999999999995,4.8,1.97,9.9512,3.21,3.5999999999999996,9.4
564,1.0,6.7,2.5,3.5999999999999996,8.6,3.7000000000000006,6.3,2.06,9.955300000000001,3.18,5.0,9.6
565,1.0,6.7,3.1,3.3000000000000003,2.0,3.3000000000000003,1.2,0.74,9.9064,3.29,6.5,12.5
566,1.0,6.3,1.7999999999999998,2.2,1.5,4.3,4.5,1.55,9.9238,3.19,4.8,10.2
568,1.0,7.2,2.4,1.9,7.7,4.5,5.3,1.76,9.958,3.17,3.8,9.5
569,1.0,6.1,2.7,3.0,16.7,3.9,4.9,1.72,9.9985,3.4,4.5,9.4
573,1.0,6.9,3.3000000000000003,2.8000000000000003,1.3,5.1,3.7,1.87,9.927,3.27,6.0,10.3
574,1.0,7.5,2.0,4.699999999999999,16.9,5.2,5.1,1.88,9.9944,3.09,6.2,9.3
575,1.0,8.1,2.2,2.8000000000000003,7.7,4.3,5.7,1.76,9.953999999999999,3.12,5.5,10.0
584,1.0,6.6,2.5,3.5999999999999996,8.1,4.5,5.4,1.8,9.958,3.08,4.2,9.2
585,1.0,8.5,1.7999999999999998,3.0,1.1,2.8000000000000003,3.4,0.95,9.927200000000001,2.83,3.5999999999999996,10.0
595,1.0,9.6,2.3000000000000003,4.0,1.5,4.3999999999999995,1.9,1.35,9.937000000000001,2.96,4.9,10.9
602,1.0,6.4,1.5,4.0,1.3,5.3,6.1,1.46,9.911200000000001,3.17,6.800000000000001,11.0
603,1.0,6.2,2.3499999999999996,3.4000000000000004,1.9,3.6000000000000005,0.4,1.17,9.9032,3.4,4.4,12.2
608,1.0,6.5,1.5,5.5,5.9,4.5,7.5,1.62,9.9482,2.97,4.0,9.3
615,1.0,6.1,3.0,4.699999999999999,1.4,4.9,5.0,1.87,9.927,3.19,4.5,9.5
617,1.0,6.0,3.5,4.6000000000000005,0.9,3.3000000000000003,0.9,0.65,9.8934,3.24,3.5,12.1
621,1.0,7.1,3.3000000000000003,6.4,13.2,5.6000000000000005,1.2,1.05,9.972,3.05,3.9000000000000004,9.2
622,1.0,7.4,3.1,2.6,8.6,4.8,4.7,2.06,9.963999999999999,3.26,3.5999999999999996,9.1
623,1.0,6.5,2.6,3.1,1.3,3.4000000000000004,5.9,1.45,9.8944,3.16,5.4,12.4
625,1.0,7.5,2.9,2.4,9.9,5.800000000000001,2.5,1.15,9.956700000000001,3.15,4.6000000000000005,10.9
627,1.0,5.5,1.4000000000000001,2.7,4.6,2.9000000000000004,2.2,1.04,9.949,3.34,4.4,9.0
629,1.0,7.2,2.3000000000000003,3.8,6.1,6.7,2.0,0.9,9.9496,3.17,7.9,9.7
631,1.0,5.7,2.2,2.9,3.5,4.0,2.7,1.46,9.8999,3.17,3.5999999999999996,12.1
635,1.0,6.4,4.1,0.1,6.1,4.8,2.0,0.7,9.9362,3.19,4.2,10.0
637,1.0,6.4,3.1,3.1,12.9,4.5,5.5,1.61,9.9546,3.02,5.8999999999999995,10.2
642,1.0,7.4,1.7000000000000002,4.0,5.5,3.7000000000000006,3.4,1.61,9.935,3.05,6.2,11.5
644,1.0,5.9,2.3000000000000003,3.0,12.9,5.4,5.7,1.7,9.972,3.28,3.9000000000000004,9.4
645,1.0,8.3,2.7,3.4000000000000004,10.2,4.8,5.0,1.18,9.9716,3.18,5.1,10.3
646,1.0,6.6,2.2,3.7,1.6,4.0,3.1,1.01,9.9009,3.15,6.6000000000000005,12.0
648,1.0,8.0,1.7000000000000002,2.9,2.4,2.9000000000000004,5.2,1.19,9.8944,3.03,3.3000000000000003,12.9
649,1.0,6.0,2.4,3.2,6.3,3.0,3.4,1.29,9.946,3.52,4.1,10.4
656,1.0,6.4,2.3000000000000003,3.5,10.3,4.2,5.4,1.4,9.967,3.23,4.699999999999999,9.2
657,1.0,5.8,2.8000000000000003,3.5,2.3,5.3,3.6,1.14,9.924,3.28,5.0,10.2
659,1.0,7.2,3.1,2.4,1.4,5.7,1.7,1.17,9.928,3.16,3.5,10.5
661,1.0,5.9,2.9,3.3000000000000003,7.4,3.7000000000000006,5.8,2.05,9.9495,3.26,4.1,9.6
669,1.0,6.2,3.3000000000000003,1.9,5.6,4.2,2.2,1.43,9.942499999999999,3.15,6.3,9.9
670,1.0,7.6,2.1,4.9,2.5,4.7,2.0,1.3,9.9178,3.15,4.8,11.1
673,1.0,7.0,3.5999999999999996,2.5,5.7,1.5,1.4,0.73,9.8963,2.82,5.8999999999999995,13.2
675,1.0,7.6,2.1,3.5,1.2,4.1000000000000005,0.7,1.06,9.914,3.06,4.5,11.3
682,1.0,7.5,4.0,10.0,19.5,4.1000000000000005,3.3,1.48,9.977,3.24,3.8,12.0
690,1.0,5.9,3.0,2.3000000000000003,4.2,3.8,4.2,1.19,9.924,3.15,5.0,11.0
692,1.0,6.4,1.9,4.2,2.9,3.2,3.2,0.83,9.908,3.3,4.1,11.7
693,1.0,7.4,3.8,2.7,7.5,4.1000000000000005,2.4,1.6,9.9535,3.17,4.3,10.0
702,1.0,6.9,1.9,3.3000000000000003,1.6,4.3,6.3,1.49,9.925,3.44,5.2,10.8
703,1.0,7.4,2.6,3.7,9.4,4.7,4.2,1.47,9.982,3.46,7.199999999999999,10.0
704,1.0,7.1,2.1,3.5,2.5,4.0,4.1,1.86,9.9128,3.32,5.6000000000000005,12.5
707,1.0,6.6,2.4,2.8000000000000003,1.8,2.8000000000000003,3.9,1.32,9.9182,3.34,4.6000000000000005,11.4
718,1.0,7.7,3.2,6.1,11.8,4.1000000000000005,6.6,1.88,9.9794,3.0,5.4,9.3
719,1.0,6.3,2.4,3.5,2.3,3.9,4.3,1.09,9.9056,3.34,4.4,11.8
721,1.0,7.7,3.0,2.3000000000000003,2.0,6.800000000000001,2.8,1.38,9.9382,3.11,6.2,9.8
736,1.0,6.8,3.0,3.3000000000000003,12.8,4.1000000000000005,6.0,1.68,9.9659,3.1,5.6000000000000005,9.8
739,1.0,7.8,2.7,3.5,1.2,5.0,3.6,1.4,9.9138,3.09,4.5,11.2
741,1.0,6.6,2.7,3.3000000000000003,1.4,4.2,2.4,1.83,9.9215,3.29,4.6000000000000005,10.7
743,1.0,5.0,3.3000000000000003,2.3000000000000003,11.8,3.0,2.3,1.58,9.9322,3.41,6.4,11.8
744,1.0,6.8,2.7,2.2,17.8,3.4000000000000004,1.6,1.16,9.989,3.07,5.300000000000001,9.2
745,1.0,7.2,1.7999999999999998,4.1,1.2,4.8,4.1,0.97,9.919,3.14,4.5,10.4
746,1.0,7.1,5.300000000000001,2.4,0.8,2.9000000000000004,2.9,0.86,9.93,3.16,3.2,9.1
750,1.0,5.9,4.4,3.3000000000000003,1.2,4.9,1.2,1.17,9.9134,3.46,4.4,11.5
754,1.0,7.5,1.5,3.8,1.8,5.4,1.9,1.01,9.946,3.24,4.4,10.0
755,1.0,6.5,3.2,4.8,8.0,2.6,1.8,0.88,9.9144,3.22,7.9,12.7
756,1.0,8.2,2.8000000000000003,4.2,1.8,3.1,3.0,0.93,9.917,3.09,3.9000000000000004,11.4
760,1.0,6.6,2.7,2.9,5.3,4.5,5.7,1.89,9.953,3.31,7.9,9.8
763,1.0,6.7,2.6,5.1,8.0,6.2,5.0,1.94,9.9545,3.13,5.0,9.6
765,1.0,7.6,1.7999999999999998,3.5999999999999996,2.4,4.9,3.8,1.23,9.96,3.6,4.6000000000000005,10.3
766,1.0,6.0,2.2,2.8000000000000003,1.1,3.4000000000000004,4.7,0.9,9.8862,3.22,3.8,12.6
768,1.0,5.9,2.9,2.8000000000000003,3.2,3.5000000000000004,1.6,1.17,9.8959,3.26,4.2,12.6
769,1.0,6.6,3.2,4.1,7.2,4.8,5.5,1.78,9.9537,3.2,4.6000000000000005,9.4
771,1.0,6.4,3.9000000000000004,2.1,1.2,4.1000000000000005,3.5,1.36,9.9225,3.15,4.6000000000000005,10.2
772,1.0,6.8,2.6,2.4,7.8,5.2,5.4,2.14,9.961,3.13,4.699999999999999,8.9
780,1.0,7.5,2.6,5.2,13.2,4.7,6.4,1.79,9.982,3.1,4.6000000000000005,9.0
781,1.0,7.0,1.2,2.8000000000000003,6.3,5.7,1.7,1.03,9.957,3.5,4.4,9.6
782,1.0,7.4,2.9,3.1,1.7,3.5000000000000004,2.3,1.1,9.926,3.07,3.8,10.9
784,1.0,6.6,2.6,4.6000000000000005,6.9,4.7,5.9,1.83,9.9594,3.2,4.5,9.3
786,1.0,6.5,4.8,0.2,0.9,4.3,3.2,0.99,9.922600000000001,3.14,4.699999999999999,9.8
789,1.0,6.7,3.1,3.4000000000000004,6.8,5.8999999999999995,5.1,2.15,9.953800000000001,3.33,5.6000000000000005,10.3
790,1.0,6.9,4.0,1.7000000000000002,12.9,3.3000000000000003,5.9,1.86,9.9754,3.08,4.9,9.4
793,1.0,6.4,2.8000000000000003,3.5999999999999996,1.3,5.3,2.8,1.86,9.921100000000001,3.31,4.5,10.8
796,1.0,6.0,4.2,4.1,12.4,3.2,5.0,1.79,9.9622,3.14,6.0,9.7
798,1.0,7.1,2.7,3.1,18.2,4.6,5.5,2.52,10.0,3.07,5.6000000000000005,8.7
