,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
216,1.0,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091,6.568623255731665,6
222,1.0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,9.414853962245921,10
225,1.0,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8.49574034761781,8
227,1.0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6.299311339857293,6
231,1.0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,9.72668541753804,10
233,1.0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5.368418619273712,5
234,1.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6.34470807915315,6
235,1.0,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11.783901778411746,11
237,1.0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,8.603997832464792,9
238,1.0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,8.426184649239069,9
245,1.0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,5.612185197112193,6
246,1.0,0.695,0.525,0.175,1.742,0.696,0.389,0.505,11.032643472731081,12
254,1.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8.309321376534408,8
256,1.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8.19528639053736,8
263,1.0,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,6.542526227887841,7
264,1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8.09544215893249,8
266,1.0,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8.07875226663427,8
272,1.0,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,8.636948512170054,9
273,1.0,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9.40238007877721,9
274,1.0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,9.485311157927832,10
276,1.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6.341088246888062,6
278,1.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002,7.043051822711636,7
282,1.0,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,12.057951752210812,11
289,1.0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7.315228846163385,7
292,1.0,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6.129778183158705,6
294,1.0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6.229793665114377,6
295,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,8.71334748796596,9
302,1.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,7.835794287232294,8
308,1.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,8.60290248967938,9
310,1.0,0.675,0.525,0.17,1.711,0.8365,0.35200000000000004,0.475,9.259438306341453,9
314,1.0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10.39134647983304,10
321,1.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,8.905321368832363,9
323,1.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,7.454709154788545,8
326,1.0,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5.185530948317608,5
327,1.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998,7.574144590045126,8
329,1.0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6.19996618359834,6
331,1.0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7.800661253940192,7
332,1.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,6.876915515501316,7
336,1.0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8.802985540015479,8
342,1.0,0.605,0.475,0.175,1.0759999999999998,0.463,0.2195,0.335,9.70564181459314,9
347,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,6.942911572348609,7
349,1.0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,9.818654760031253,10
365,1.0,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075,6.424779860652176,7
368,1.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8.113036186589502,8
371,1.0,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,7.723827529174823,8
373,1.0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9.035838046465816,9
377,1.0,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10.177370883037153,10
378,1.0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,10.849747691305163,11
381,1.0,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,6.513482415672021,7
383,1.0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,10.37041579836836,11
385,1.0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,9.947097252907525,10
391,1.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,8.83014228324351,9
397,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5.304452594869049,5
406,1.0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,9.988640644752554,10
411,1.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6.297163822732785,6
420,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10.500109113231016,10
421,1.0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,8.87185641670334,9
422,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,9.333681614414308,10
430,1.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,6.853368465354393,7
436,1.0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003,8.827392357720129,9
440,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,8.479830129688633,9
444,1.0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,11.912488504527627,12
447,1.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,6.687356468673115,7
454,1.0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9.344784633692328,9
461,1.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9.062450448861208,9
462,1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9.517646358995092,9
463,1.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11.538484332791509,11
468,1.0,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48,10.847263742240992,10
472,1.0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8.897269787088101,8
474,1.0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10.596548933955123,10
480,1.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,9.603235445267854,10
481,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10.450121567672136,10
482,1.0,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8.20729082648494,8
484,1.0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9.963862809096383,9
485,1.0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,16.316020939543865,17
494,1.0,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,6.782033823895791,7
495,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10.490739900743263,10
496,1.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,8.755802200505638,9
499,1.0,0.5,0.38,0.14,0.6355,0.277,0.14300000000000002,0.1785,7.7293251352684695,8
500,1.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5.140857014208975,5
502,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9.098427100961139,9
504,1.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,6.845706192481805,7
507,1.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,9.20850935108633,10
508,1.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,6.668651004602885,7
509,1.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6.090922403479226,6
517,1.0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8.496363611732889,8
518,1.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6.616150421360454,6
520,1.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9.666288445979974,9
522,1.0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8.097620949298006,8
528,1.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,10.461245947692221,11
529,1.0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5.271024169940462,5
531,1.0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.35700000000000004,8.790900573380702,9
538,1.0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,8.984936078977375,9
541,1.0,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8.40292415659301,8
547,1.0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6.518297401804775,6
553,1.0,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,11.351854118611273,12
554,1.0,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,5.427030324128254,5
559,1.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8.410775141320336,8
560,1.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,8.638601694328802,9
561,1.0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,4.736051951552676,5
571,1.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004,9.564452659661331,9
576,1.0,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,9.314290889027058,10
579,1.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,8.3453385977584,9
581,1.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,5.763309040774466,6
582,1.0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9.80396187633399,9
590,1.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,9.283332345282007,10
591,1.0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,7.76247717496874,8
596,1.0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,8.518285155646788,9
597,1.0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,6.545243458779743,7
598,1.0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10.331041370858184,10
602,1.0,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6.199375296852159,6
608,1.0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,7.512257689080338,8
610,1.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,8.542158108768247,9
614,1.0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,7.889703617863124,8
616,1.0,0.32,0.205,0.08,0.181,0.08800000000000001,0.034,0.0495,5.085880283757033,5
618,1.0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7.0661128077889765,7
619,1.0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,10.013192318389095,11
620,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9.458959052776992,9
628,1.0,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,6.599742579292858,7
630,1.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.117,0.1335,6.831559960221039,7
631,1.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5.114665958576344,5
632,1.0,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7.0039642949616265,7
643,1.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,8.591546882701076,9
647,1.0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9.669533669366631,9
648,1.0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9.032073406930127,9
650,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9.182752392624925,9
652,1.0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5.104988637271714,5
655,1.0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8.54834412800318,8
658,1.0,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185,7.89966701150009,8
662,1.0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,5.588576235164151,6
672,1.0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9.143070587654467,9
678,1.0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,3.7985911812055653,4
685,1.0,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,8.783204663652162,9
690,1.0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,7.595502598909436,8
691,1.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4.424941801543869,4
692,1.0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8.082873648260593,8
693,1.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,8.477126593072281,9
694,1.0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,10.84555164880608,11
697,1.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,10.646771424098324,11
700,1.0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,6.685797872607456,7
702,1.0,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,6.9188581497393855,7
703,1.0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9.605973124452216,9
705,1.0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9.196410498743298,9
707,1.0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12.401517242185124,12
711,1.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,8.431665060750463,9
712,1.0,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,10.306356512554322,11
714,1.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.067917259099813,8
728,1.0,0.55,0.425,0.15,0.7665,0.339,0.17600000000000002,0.21,8.251163625478586,8
729,1.0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,9.573465894033534,10
732,1.0,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,6.451021071106033,7
734,1.0,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,8.314661316080569,9
735,1.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5.531309275423832,5
738,1.0,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9.26328840245901,9
739,1.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,4.984685527365234,5
741,1.0,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5.139776131625248,5
744,1.0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,9.664222259845785,10
748,1.0,0.58,0.425,0.15,0.8440000000000001,0.3645,0.185,0.2705,8.77448328196068,9
751,1.0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,12.092221044917947,13
753,1.0,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,9.95760497114948,10
755,1.0,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999,13.44713368357577,13
759,1.0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,8.763471741438964,9
761,1.0,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,7.654769867326775,8
763,1.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7.017541953422852,7
765,1.0,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9.031257057224682,9
770,1.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8.311949496126745,8
780,1.0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,9.29150096369007,10
784,1.0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8.309129148795696,8
788,1.0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,15.678712939077728,16
790,1.0,0.53,0.38,0.125,0.616,0.292,0.113,0.185,7.6123134821474485,8
795,1.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8.54665084011308,8
796,1.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.564248860507548,6
802,1.0,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.279,9.339209854142132,9
803,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6.464483382815551,6
809,1.0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,8.594627560114365,9
810,1.0,0.7,0.575,0.205,1.773,0.605,0.447,0.5379999999999999,12.888915377774751,13
815,1.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6.294549918423684,6
816,1.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,5.767548421053449,6
819,1.0,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,8.485790985385663,9
820,1.0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9.096349919936074,9
821,1.0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,9.639845843826368,10
823,1.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,7.412909007130665,8
825,1.0,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,7.7364530074238305,8
831,1.0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,7.577790808726968,8
832,1.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9.91093660601628,9
833,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9.499992818978106,9
842,1.0,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6.006708522724596,6
845,1.0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,5.9319062532408635,6
850,1.0,0.545,0.42,0.125,0.7170000000000001,0.358,0.112,0.22,8.047920264355175,8
851,1.0,0.61,0.49,0.16,1.112,0.465,0.228,0.341,9.923887776108304,10
852,1.0,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,6.946807179518378,7
857,1.0,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8.262354620742407,8
860,1.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,8.626686960572673,9
872,1.0,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,9.178587218365307,9
878,1.0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,9.562270707414232,10
886,1.0,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,6.72049646461749,7
890,1.0,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,7.855572212992264,8
892,1.0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,6.675513160007642,7
894,1.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6.100921379108698,6
904,1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,7.265609745700878,7
911,1.0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,8.53777583621354,9
912,1.0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9.776891220640598,9
915,1.0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9.612483566663592,9
923,1.0,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,7.667040986601188,8
924,1.0,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,9.02724049488853,9
929,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,10.134925182089924,11
935,1.0,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205,7.181206938321415,7
941,1.0,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6.251531242334175,6
944,1.0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,10.911121724649577,11
952,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4.295407044474703,4
953,1.0,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,10.293118250833347,11
958,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,6.9563692365227405,7
966,1.0,0.6,0.47,0.19,1.1345,0.4920000000000001,0.2595,0.3375,9.476495146075358,10
968,1.0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,8.536211643605675,9
969,1.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6.191389527468621,6
970,1.0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,7.842258700873821,8
971,1.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9.91508390762804,9
987,1.0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5.608431481067804,5
991,1.0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,7.429148066146231,8
995,1.0,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,5.853470708582172,6
998,1.0,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,8.485708167131406,9
1003,1.0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10.297946824313957,10
1006,1.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,9.558472421279134,10
1010,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.202,0.305,9.930577016478075,10
1012,1.0,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,8.795995782948252,9
1017,1.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5.462926919194398,5
1018,1.0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8.067378835666378,8
1019,1.0,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9.217681308816728,9
1023,1.0,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09,6.547933592536888,7
1024,1.0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,9.93726572723671,10
1026,1.0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,7.030996588397669,7
1028,1.0,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7.528250088100762,7
1031,1.0,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11.20495994692822,11
1033,1.0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,9.891253035782736,10
1034,1.0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9.375124285778826,9
1035,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,8.880975709363378,9
1042,1.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10.16080738242245,10
1044,1.0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7.164290397934157,7
1048,1.0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8.051928089509264,8
1049,1.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8.45249893938032,8
