,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
342,1.0,0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25.285062538500373,25.0
343,1.0,1.6566,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403,14.7,372.8,14.1,20.9524306716087,21.5
347,1.0,0.035480000000000005,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,21.760020827307475,20.9
349,1.0,0.7857,20.0,3.97,0,0.647,7.0139999999999985,84.6,2.1329,5,264,13.0,384.07,14.79,30.79539635274756,30.7
358,1.0,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59,34.04580926252995,35.4
360,1.0,3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36,22.09435306549004,23.2
362,1.0,0.033589999999999995,75.0,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,33.728522560668516,34.9
363,1.0,0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,20.330559297248087,20.5
366,1.0,7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29,12.918109091301988,13.4
368,1.0,0.66351,20.0,3.97,0,0.647,7.332999999999998,100.0,1.8946,5,264,13.0,383.29,7.79,36.11062638371079,36.0
370,1.0,0.1415,0.0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,25.314582758507278,25.3
372,1.0,0.41238,0.0,6.2,0,0.504,7.1629999999999985,79.9,3.2157,8,307,17.4,372.08,6.36,32.25001851111792,31.6
374,1.0,0.95577,0.0,8.14,0,0.5379999999999999,6.0470000000000015,88.8,4.4534,4,307,21.0,306.38,17.28,15.165363087120665,14.8
383,1.0,0.6147,0.0,6.2,0,0.507,6.6179999999999986,80.8,3.2721,8,307,17.4,396.9,7.6,29.69279287629128,30.1
386,1.0,11.5779,0.0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,396.9,25.68,9.705977683116863,9.7
389,1.0,0.10793,0.0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13.0,20.74643963525824,21.7
390,1.0,0.67191,0.0,8.14,0,0.5379999999999999,5.813,90.3,4.682,4,307,21.0,376.88,14.81,16.00079149073712,16.6
392,1.0,0.15445,25.0,5.13,0,0.453,6.145,29.2,7.8148,8,284,19.7,390.68,6.86,22.047551404737888,23.3
393,1.0,0.16902,0.0,25.65,0,0.581,5.9860000000000015,88.4,1.9929,2,188,19.1,385.02,14.81,22.318514579297887,21.4
394,1.0,14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,383.32,13.11,21.45972922210411,21.4
404,1.0,3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,21.982088673446455,21.2
409,1.0,0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,22.60145397463326,22.4
414,1.0,0.98843,0.0,8.14,0,0.5379999999999999,5.813,100.0,4.0952,4,307,21.0,394.54,19.88,14.233098886708127,14.5
416,1.0,0.05059,0.0,4.49,0,0.449,6.3889999999999985,48.0,4.7794,3,247,18.5,396.9,9.62,24.9208573609138,23.9
417,1.0,0.62739,0.0,8.14,0,0.5379999999999999,5.834,56.5,4.4986,4,307,21.0,395.62,8.47,19.745433476031018,19.9
419,1.0,0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,24.52271857588044,25.0
421,1.0,0.17331,0.0,9.69,0,0.585,5.707000000000002,54.0,2.3817,6,391,19.2,396.9,12.01,20.74340943171572,21.8
424,1.0,4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,21.052303407439762,20.6
430,1.0,0.09378,12.5,7.87,0,0.524,5.8889999999999985,39.0,5.4509,5,311,15.2,390.5,15.71,20.902706336670235,21.7
433,1.0,0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,31.35980264780686,29.9
434,1.0,10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,11.7733000486705,11.8
444,1.0,0.07875,45.0,3.44,0,0.4370000000000001,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32.95322183825964,32.0
452,1.0,0.14103,0.0,13.92,0,0.4370000000000001,5.79,58.0,6.32,4,289,16.0,396.9,15.84,19.674227447759645,20.3
