Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-2.6663,-0.73,-0.3377,-0.1511,2.8835,12.9115,0.9441485309460664,0.9612459589858304
-2.1244,-0.7086,-0.2971,-0.1687,2.4304,12.2774,0.9215106663929784,0.9635618749332728
-3.11,-0.7438,-0.278,-0.2167,2.7063,13.7148,0.9530161909541957,0.8712977226263012
-2.1597,-0.7482,-0.3395,-0.1221,1.7819,12.3281,0.9462916305962183,0.3626608579566792
-2.0821,-0.7123,-0.2396,-0.2379,2.0507,12.5056,0.919003650983086,0.920743652818026
-1.8239,-0.7123,-0.3887,-0.0512,3.7319,11.4423,0.9040802545508856,-0.8096004941657373
-2.7013,-0.6849,-0.2267,-0.23,2.0556,13.2549,0.9427901534240484,0.924100997193496
-2.4052,-0.7308,-0.2906,-0.1679,1.9726,12.743,0.9296397725742468,0.7331459847397218
-2.6024,-0.7061,-0.2807,-0.1641,2.5568,12.9209,0.9316836664884331,-0.8830737257221151
-2.3473,-0.7170000000000001,-0.3379,-0.1304,2.8889,12.4041,0.9268946644591488,0.8480766535294975
-2.1306,-0.7098,-0.3376,-0.1172,2.4956,12.1258,0.9147609731446952,0.9542680569701856
-2.6307,-0.7068,-0.2486,-0.1932,2.0588,13.0808,0.9321416181798527,0.8181471126927813
-1.8822,-0.7229,-0.3055,-0.1565,1.9346,11.9776,0.9226800352081254,0.9795435401415457
-3.1021,-0.7749,-0.3261,-0.1729,3.9469,13.4881,0.9514773821755343,0.9896478210663096
-2.2114,-0.6769,-0.3057,-0.1706,2.6839,12.3543,0.9246070209077506,0.9022907887123534
-2.7325,-0.7211,-0.247,-0.2334,2.2775,13.3133,0.9270226285926904,0.9484048509200422
-2.3989,-0.7187,-0.2583,-0.2093,2.0073,12.8235,0.9399667541776352,-0.12730646403169965
-2.2803,-0.74,-0.3256,-0.136,2.5117,12.3886,0.9253837355297408,0.6765074458292797
-2.0378,-0.7071,-0.2934,-0.1692,2.1931,12.2546,0.9246588753511059,0.5029487548615312
-2.3554,-0.7534,-0.3784,-0.1065,3.0849,12.3358,0.9315153243394748,-0.7380292180887549
-2.2874,-0.7122,-0.3318,-0.1234,2.7301,12.3344,0.9323940837793459,0.4757553701542494
-2.6022,-0.705,-0.2844,-0.1747,2.589,12.8998,0.9399837408891,0.07219632629857252
-2.1696,-0.7259,-0.2474,-0.2308,1.7834,12.6212,0.9347823201135556,0.7600534100707376
-2.1385,-0.7236,-0.3518,-0.1253,2.8467,12.1512,0.9133928893364616,0.9803745516341722
-2.1995,-0.6881,-0.2683,-0.2008,2.8431,12.4469,0.9077810988521968,0.9875052468872816
-2.077,-0.7326,-0.3381,-0.119,2.2125,12.1393,0.9208816259364364,0.9446237902271648
-1.9042,-0.6876,-0.2571,-0.1894,1.5455,12.165,0.9300384884100498,-2.587168573041215
-2.1987,-0.7251,-0.2837,-0.1979,2.5524,12.5081,0.9361704406217044,0.8024323718085361
-1.9565,-0.7311,-0.3379,-0.0909,1.9266,11.97,0.9309228517651288,0.8886082689575541
-2.0864,-0.6764,-0.2874,-0.136,2.5012,12.1149,0.9139112713643216,0.9419543801158118
-2.2812,-0.7637,-0.327,-0.1115,1.9846,12.4731,0.9327229395247116,0.8554300050297017
-2.3387,-0.7084,-0.3106,-0.138,2.7416,12.4577,0.9357034521171312,0.940937191399138
-1.8709,-0.7387,-0.3655,-0.0484,2.6191,11.6802,0.9114586158388563,0.5347727025481368
-2.2658,-0.7429,-0.332,-0.1309,2.7853,12.3611,0.923769727870304,0.5440482824847885
-2.4608,-0.759,-0.3393,-0.1341,3.0307,12.5957,0.9335159606523846,0.810889542641772
-2.7258,-0.7185,-0.2721,-0.2109,2.3027,13.2417,0.9363066408775416,0.6337198770802581
-2.8252,-0.7432,-0.2695,-0.2143,2.5924,13.355,0.9325685023217768,0.7284908946008893
-2.2532,-0.7484,-0.3122,-0.1458,1.6611,12.5353,0.9296268841652248,0.8472747659850349
-2.6659,-0.7084,-0.18100000000000002,-0.2919,1.439,13.5281,0.9450712682131416,-1.3514860150459658
-2.1364,-0.7366,-0.3454,-0.092,2.5808,12.126,0.9180556572384818,0.8769950014554923
-2.5824,-0.7011,-0.2914,-0.1837,2.6465,12.9059,0.9403147296289932,0.8926594127367604
-2.8626,-0.7309,-0.3011,-0.1724,2.9312,13.2612,0.9476965159681244,0.9441049564047104
-3.3558,-0.7752,-0.3569,-0.1455,4.6703,13.6209,0.9492265555182484,0.9846343244696608
-2.1003,-0.7221,-0.3753,-0.0884,2.7684,11.9798,0.927968053591457,0.8375065833192004
-2.4746,-0.7,-0.2689,-0.2212,2.5665,12.8598,0.9309550347425688,-1.0673871734475426
-2.8447,-0.7344,-0.2669,-0.2182,2.4975,13.4098,0.9404431825888336,0.6064158394837251
-2.3692,-0.7639,-0.3718,-0.1208,2.4837,12.5136,0.9404373149749669,0.9613982672921711
-2.0998,-0.6814,-0.333,-0.1078,2.7873,12.0207,0.9277065108865924,0.1601990773227634
-2.2483,-0.6837,-0.2722,-0.1717,2.248,12.4784,0.9334150886458726,0.7528092242344364
-2.6643,-0.7295,-0.2711,-0.2141,2.101,13.156,0.952237159927485,0.6499961054619307
-2.2832,-0.7425,-0.2805,-0.1597,1.6834,12.6487,0.915496608035814,0.9967426593325976
-2.116,-0.7116,-0.3689,-0.0784,2.915,11.9052,0.9238410982192902,0.8433372297699038
-1.6629,-0.7152,-0.34600000000000003,-0.0952,2.571,11.5195,0.9169786311988584,0.7465555565389137
-2.1124,-0.7467,-0.3855,-0.0224,3.048,11.8544,0.9286435033974436,0.6960465473683028
-1.9047,-0.7681,-0.3853,-0.057,1.8189,11.7899,0.9410232104311604,-0.0146540334848817
-2.4323,-0.7437,-0.3452,-0.0946,2.9613,12.4725,0.9202092986719794,0.9372499557657608
-3.1431,-0.7558,-0.3529,-0.1534,4.1341,13.3856,0.9497461790523986,0.7900731942863237
-2.1619,-0.7073,-0.2892,-0.1488,2.408,12.3062,0.9071864014045544,0.7943197642894333
-2.7162,-0.7579,-0.3154,-0.177,2.7656,13.1213,0.9505525604758298,0.8652145536001584
-2.6876,-0.7106,-0.2125,-0.2785,2.148,13.3878,0.9431589326930232,0.7519635378831138
-1.6646,-0.6913,-0.3352,-0.069,2.5675,11.4083,0.8990182645585851,0.8795820996771488
-2.3557,-0.7006,-0.2756,-0.1737,2.1553,12.6476,0.9129554970164984,0.9233869868275196
-1.9312,-0.7337,-0.3435,-0.1138,2.0484,11.9751,0.9292998202214184,0.8695670672253659
-2.0722,-0.7179,-0.3264,-0.1415,2.4202,12.1827,0.9195095860087024,0.9240798819852192
-2.4256,-0.7843,-0.3939,-0.0465,3.8369,12.3134,0.9431517856381948,0.7955259299356989
-2.7364,-0.7294,-0.258,-0.2342,2.0919,13.3423,0.9303893506644848,0.9682352834790622
-2.3833,-0.6875,-0.2645,-0.2034,2.6322,12.6776,0.9225316560598452,0.8349726143820463
-2.6621,-0.7136,-0.2432,-0.266,2.3288,13.2842,0.942902131366522,-0.6694353377223452
-1.7003,-0.7434,-0.3025,-0.1359,1.723,11.8152,0.9105333628954098,0.9623732329452379
-2.9429,-0.7826,-0.3818,-0.1381,3.7616,13.1252,0.9501282848215872,0.6957053655899088
-2.193,-0.6553,-0.1425,-0.3392,1.2394,12.9618,0.9334046551071712,-0.012786660367301694
-2.6744,-0.7418,-0.2318,-0.2484,2.3874,13.3218,0.9379203335275595,0.7177961082576089
-2.7993,-0.7222,-0.252,-0.21600000000000005,2.2807,13.3678,0.9482073268061278,0.26863064625260225
-1.9755,-0.7184,-0.35,-0.0942,2.2302,11.9411,0.9323158336723324,0.8797805077261845
-2.2553,-0.7395,-0.3043,-0.1636,2.0785,12.5217,0.9331199814305228,0.8662671704838691
-2.6855,-0.7123,-0.2345,-0.2276,2.3482,13.245,0.9142205794920012,0.9975681641995402
-1.8553,-0.7323,-0.325,-0.1076,2.2805,11.8704,0.916239705082956,0.9311624204872992
-3.0474,-0.7499,-0.2774,-0.2268,3.4262,13.5618,0.9394645477075348,0.5423231493235063
-2.3764,-0.7446,-0.3293,-0.1295,2.9118,12.5168,0.9009746149970864,0.9968040626362328
-1.7042,-0.7025,-0.3723,-0.0438,2.549,11.4035,0.9318542628579298,0.5397447642797084
-2.3844,-0.6849,-0.2433,-0.2395,2.3858,12.8117,0.9269480264331992,0.8840140119962611
-2.8422,-0.7078,-0.268,-0.2367,2.8607,13.3441,0.9312664317747308,0.9501764003052195
-1.9867,-0.7573,-0.3863,-0.0558,2.7908,11.793,0.913525230344688,0.9811970966338502
-2.3474,-0.7190000000000001,-0.4009,-0.0667,3.688,12.0903,0.933994054392508,0.034682510743873296
-2.0944,-0.7069,-0.3356,-0.1209,2.8483,12.0607,0.9280837220190876,0.7254463832146644
-2.3703,-0.6349,-0.2947,-0.1678,2.9059,12.4525,0.9305265283037126,0.944105294907372
-1.7819999999999998,-0.7301,-0.3138,-0.1371,2.0565,11.8548,0.9167530487194152,0.9051419185182766
-2.931,-0.7381,-0.3021,-0.1851,3.1061,13.3178,0.9343886503408894,-21.55385750323884
-2.1842,-0.7576,-0.3754,-0.0673,3.4278,12.0562,0.9256615377890678,0.8621285350727591
-2.2666,-0.7523,-0.3007,-0.1729,1.6377,12.6183,0.9423708748838084,0.8922880117344476
-2.1346,-0.6937,-0.3161,-0.1095,2.4295,12.1633,0.925686743646675,-39.82663838804758
-2.1704,-0.7133,-0.3532,-0.0948,2.542,12.1395,0.916039187328757,0.8031398290274073
-3.1912,-0.7304,-0.1138,-0.413,2.8318,14.3582,0.9340585240472172,0.43645574996251596
-2.1887,-0.7529,-0.3621,-0.0835,2.7763,12.1476,0.9349008841514034,0.5052850439260006
-2.4266,-0.6972,-0.2703,-0.1861,2.0337,12.777000000000001,0.9221648301770262,0.7380437234154908
-2.1435,-0.7201,-0.3554,-0.1067,3.21,12.0611,0.9211058616320288,0.5121531934815318
-2.3879,-0.7659,-0.3018,-0.1744,2.4143,12.7437,0.9243075899826132,0.5371766435000793
-2.9044,-0.7459,-0.3094,-0.2155,3.3952,13.3181,0.9577472856898328,0.9101168313687312
-2.1146,-0.763,-0.3621,-0.0838,2.1271,12.1401,0.9379479104741696,0.978870466955162
-2.0517,-0.7077,-0.3375,-0.1084,2.6505,12.0045,0.9209760839603324,0.9707445232288512
-1.9591,-0.7433,-0.342,-0.1073,1.8694,12.0098,0.928993792694092,0.9973889634747368
-1.7336,-0.7318,-0.3314,-0.1078,2.0293,11.7187,0.9244637981407842,0.9743452030423272
-2.2312,-0.7094,-0.3124,-0.1486,2.4444,12.3456,0.9152771821997494,0.916647553722068
-1.9951,-0.7537,-0.343,-0.1216,2.1829,12.0662,0.9487344711875736,0.9451913463117041
-3.0262,-0.7539,-0.33799999999999997,-0.1577,4.2728,13.247,0.9421014801221268,0.6850963899498401
-2.4975,-0.7065,-0.2334,-0.271,2.4196,13.0582,0.9309392201982932,0.9696020649644288
-1.8933,-0.6616,-0.2949,-0.1388,2.4163,11.8771,0.9199459124659586,0.9183143551832046
-1.9453,-0.6936,-0.3186,-0.1567,2.6305,11.9818,0.9369435422148552,0.4514581987525712
-2.0436,-0.7129,-0.3281,-0.1064,2.0698,12.0589,0.9275959642591728,0.8739490094177289
-2.8822,-0.7421,-0.3048,-0.16,3.514,13.1722,0.9448763165980304,0.9032920384098292
-2.9942,-0.7497,-0.3292,-0.1617,3.5712,13.2824,0.9379610140957296,0.5172117765391108
-2.4641,-0.7524,-0.3631,-0.0986,3.3773,12.4995,0.9153718833414762,0.9412166185604812
-2.3651,-0.7271,-0.3463,-0.1428,3.4739999999999998,12.4102,0.9378225752998024,0.8559677604623881
-2.4311,-0.7364,-0.3491,-0.1222,2.9221,12.487,0.9148796928682882,0.9122889795167348
-2.3905,-0.7458,-0.3022,-0.1745,2.0881,12.7514,0.9523388846365808,0.4682891874243932
-2.7996,-0.7777,-0.3339,-0.1599,2.9685,13.1307,0.9493131609672152,0.9696513604959041
-2.4791,-0.7136,-0.2811,-0.1891,2.333,12.8463,0.9472644491918748,0.7490489170282904
-2.0766,-0.7118,-0.304,-0.1316,2.4503,12.1725,0.920445670733296,0.9570646479759144
-1.8849,-0.7245,-0.3371,-0.1223,1.7222,11.9588,0.942236748919378,0.8973324485858609
-1.9195,-0.7070000000000001,-0.3418,-0.1237,2.2541,11.9196,0.9332417548663864,-0.2906453865273242
-2.2101,-0.7226,-0.3024,-0.1684,2.3280000000000003,12.4395,0.9311898630398986,0.8173297487957586
-2.0376,-0.7387,-0.3113,-0.1281,1.8994,12.2177,0.9351697317366464,0.9425468685059198
-2.3163,-0.6968,-0.2067,-0.3066,2.0180000000000002,12.953,0.9237776436225158,0.7416140281734562
-2.9254,-0.7556,-0.3096,-0.1846,3.2857,13.3411,0.951477459501882,0.8078298831942625
-2.1372,-0.7166,-0.2696,-0.1762,1.6927,12.4684,0.9332174011958052,0.8335826412284744
-2.0059,-0.7224,-0.3394,-0.1025,2.3866,11.970999999999998,0.9205365761278026,0.96596408322447
-2.3685,-0.7215,-0.3214,-0.158,2.6431,12.5426,0.9353810680223796,0.5681905608462191
-2.1763,-0.6823,-0.1432,-0.3436,1.3096,12.966,0.9186639194522072,0.07276772469509153
-2.0182,-0.743,-0.3714,-0.0479,2.8677,11.8412,0.9022314538680138,0.976598168917716
-2.6868,-0.7626,-0.3064,-0.1885,2.2586,13.1074,0.9362989734814459,0.9828016078223644
-2.5531,-0.731,-0.3118,-0.1671,2.4877,12.8785,0.9383314766478861,0.9703950486693566
-2.7215,-0.7114,-0.2979,-0.1799,2.9767,13.0167,0.9375861974332568,0.9233995279988738
-2.3665,-0.7343,-0.3297,-0.1363,3.0928,12.5096,0.9371160464114644,0.6896978054360066
-2.0607,-0.7379,-0.3659,-0.0692,3.0382,11.9146,0.9120594596973932,0.9189309451290452
-2.6695,-0.7361,-0.266,-0.2203,2.3797,13.1894,0.9316224943149654,0.5317637080691777
-1.9578,-0.6861,-0.3077,-0.1063,3.7531,11.7899,0.920314103763141,0.9452990832719108
-2.0167,-0.6554,-0.276,-0.1575,2.4051,12.088,0.926926595326352,0.6591670691730491
-2.2676,-0.6985,-0.2518,-0.2035,1.6204,12.6539,0.9302134778380684,0.9015089443018516
-2.5154,-0.7251,-0.2862,-0.2026,2.3339,12.9409,0.9409707240126192,0.35913611574869986
-2.1732,-0.7212,-0.3467,-0.1255,2.9339,12.1932,0.9258728068389336,0.9394712246160554
-2.0832,-0.6799,-0.2428,-0.237,2.3352,12.392999999999999,0.9309465527468492,0.9074192175382806
-2.0218,-0.7425,-0.3154,-0.136,1.8416,12.1856,0.9311131960749448,0.9099901803659768
-2.1359,-0.6729,-0.3333,-0.0839,2.9159,11.9708,0.94655606630297,0.4616583459455943
-2.526,-0.7465,-0.2589,-0.2317,1.7413,13.1182,0.9417573843318194,-0.4914800466155889
-2.182,-0.6854,-0.2844,-0.1385,2.8393,12.2136,0.9307799710382492,0.8579623781353256
-1.8373,-0.6815,-0.3423,-0.0922,2.7461,11.623,0.9206500063211092,0.2256316294292595
-2.0537,-0.7542,-0.3555,-0.1054,2.9429,12.0314,0.9268601245208544,0.03632373654794563
-2.1713,-0.7416,-0.378,-0.0841,3.3252,12.0399,0.908918889086736,0.6576493629227878
-2.6114,-0.6920000000000001,-0.2672,-0.2159,2.7026,13.0324,0.9449832247036174,0.8538117139611032
-2.1412,-0.6837,-0.1672,-0.3126,1.608,12.7517,0.9096450297138988,0.9490960037965116
-2.6309,-0.7769,-0.3149,-0.1985,2.6682,13.0694,0.9287233951188768,0.8988870059835983
-2.6386,-0.7322,-0.2668,-0.2296,2.1561,13.1887,0.9386488814991903,0.9838130120122788
-2.4303,-0.6842,-0.2373,-0.2205,2.1863,12.8568,0.9382419076113008,-3.763403413998613
-2.1891,-0.7224,-0.3608,-0.0899,2.7988,12.1255,0.917020364200626,0.7501936978918419
-2.0798,-0.7432,-0.3733,-0.0703,2.6603,12.0016,0.9186348161255621,0.9785080463860713
-2.1017,-0.6972,-0.3351,-0.1405,3.6258,11.9615,0.9345609375979864,0.8936805605530713
-1.8232,-0.735,-0.3715,-0.0618,2.9162,11.5921,0.9214791933010434,0.8314434081558761
-2.9692,-0.7043,-0.1737,-0.3174,1.8565,13.9068,0.9470377894557379,0.845942385416502
-2.1991,-0.7398,-0.3258,-0.1374,2.6694,12.3375,0.9217611323017784,0.9539655721631808
-3.1029,-0.7511,-0.2882,-0.2008,3.0337,13.6351,0.9516300447417504,0.8829359011822167
-1.9106,-0.6894,-0.3197,-0.0975,2.7524,11.7832,0.9188460473203413,0.5905223877118142
-1.8867,-0.7177,-0.31,-0.1632,2.3725,12.0162,0.9140676074139962,0.945513595235734
-2.0953,-0.7509,-0.3615,-0.1,2.3685,12.1241,0.9337580436016224,0.8381552524177893
-2.6999,-0.7199,-0.2417,-0.2362,1.9776,13.2996,0.9372010494233352,0.9180161142241768
-1.7348,-0.7399,-0.3378,-0.1006,1.9143,11.7502,0.909318482466394,0.8960060896325492
-2.0762,-0.7445,-0.3683,-0.0846,3.0475,12.0065,0.9261043830780916,0.9408284903614772
-2.2044,-0.7263,-0.4043,-0.0545,3.3653,11.9289,0.9277735683607304,0.8327202542332693
-1.8634,-0.7126,-0.3305,-0.1356,2.0937,11.9001,0.9383706324308508,0.9463446869102378
-1.9634,-0.6489,-0.3112,-0.1259,2.2917,11.9085,0.9273232704246928,0.9721938760199534
-2.6847,-0.7376,-0.2994,-0.1666,2.7207,13.0318,0.9296475558219004,-1.1019552469253826
-2.2895,-0.7274,-0.3333,-0.1532,2.5975,12.4513,0.9416525978124396,-3.846827626201815
-2.3255,-0.7052,-0.3334,-0.1435,3.0223,12.3865,0.920856503007313,0.9432813529882792
-1.8668,-0.7321,-0.3319,-0.1069,2.5079,11.84,0.9041992350218574,-3.3334264424311755e-06
-2.7046,-0.7153,-0.2518,-0.2419,2.3439,13.2636,0.9434125134641828,0.9663274907321622
-2.4011,-0.7296,-0.3208,-0.1188,2.9906,12.4722,0.9228237994540596,0.9865702031932824
-2.1778,-0.7082,-0.2814,-0.1685,2.0111,12.4546,0.9343161296057804,-0.6307095875710316
-2.0696,-0.7214,-0.3431,-0.0964,2.79,11.9689,0.9310020781458159,0.6248459176568436
-2.6911,-0.711,-0.2686,-0.2076,2.3511,13.1553,0.935184506311741,0.931126921530232
-2.2282,-0.7705,-0.3742,-0.09,2.5878,12.2358,0.9345925410415892,0.8349168601259799
-2.7533,-0.7827,-0.4008,-0.0949,4.2198,12.6977,0.933615490033934,0.8786528418422497
-2.0844,-0.7247,-0.376,-0.0716,3.1260000000000003,11.9113,0.927281326466835,0.836019816068918
