,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2602,1.0,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14.601154198308341,14
2605,1.0,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,12.597902222490188,13
2609,1.0,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10.255027610200008,10
2632,1.0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,26.637017743639564,27
2682,1.0,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,13.879841997850209,14
2718,1.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,15.631073098116637,16
2732,1.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,14.582890331844942,15
2816,1.0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,20.15946847429136,21
2828,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,18.903615722684286,19
2836,1.0,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14.589760871004724,14
2887,1.0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13.583924760860548,13
2892,1.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18.063011203894426,18
3043,1.0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,15.819473155131462,16
3077,1.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,16.437651562174903,17
3082,1.0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,18.450826385100317,19
3283,1.0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,18.490672767624794,19
3298,1.0,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15.439757636420548,15
3300,1.0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19.222740561768543,19
3314,1.0,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20.69628360112081,20
3391,1.0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13.35822697389366,13
3429,1.0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,13.655569611571018,14
3469,1.0,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,15.782701057172066,16
3538,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15.43838867970269,15
3540,1.0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22.788920364046234,22
3543,1.0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,14.350742317789923,15
3630,1.0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,18.954395951696142,19
3665,1.0,0.455,0.33,0.1,0.3720000000000001,0.358,0.0775,0.11,7.721816828641719,8
3700,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13.579886537336831,13
3703,1.0,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,16.908623247344938,17
3711,1.0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14.448146431652518,14
