,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1134,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,13.411614716444841,14
1143,1.0,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,10.531820171238948,11
1148,1.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,11.801358824840948,12
1159,1.0,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,9.631691275788755,10
1170,1.0,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21.522695303711657,21
1174,1.0,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,10.845649819044457,11
1223,1.0,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17.479680134124237,17
1229,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.4370000000000001,13.441534423839693,13
1233,1.0,0.63,0.5,0.155,1.005,0.3670000000000001,0.199,0.36,16.526907120794398,16
1259,1.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10.07995549117031,10
1286,1.0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,18.381196345314592,19
1288,1.0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11.189799275792371,11
1290,1.0,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,12.737707473844864,13
1301,1.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,9.498186726732126,10
1307,1.0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24.702203096110022,24
1316,1.0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,13.970911937577362,14
1317,1.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,14.285565209837177,15
1318,1.0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,11.946938759142716,12
1327,1.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,15.077843941999483,16
1349,1.0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,11.99272020727859,12
1350,1.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,13.630565922332266,14
1358,1.0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,17.401618141312035,18
1384,1.0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13.04318603543512,13
1389,1.0,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,8.881784289973229,9
1391,1.0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,11.74576960627774,12
1398,1.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12.155364934490942,12
1413,1.0,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11.388739939748726,11
1422,1.0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13.056112627419633,13
1450,1.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11.089163765813293,11
1451,1.0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,26.64194953283411,27
1502,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,11.336826451393577,11
1507,1.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10.200016763888591,10
1513,1.0,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275,12.070108033634423,12
1535,1.0,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11.353966643686936,11
1554,1.0,0.51,0.39,0.105,0.612,0.187,0.15,0.195,12.927523591877119,13
1577,1.0,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13.154878604279816,13
1583,1.0,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.202,8.795870585094661,9
1634,1.0,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,8.120389407470462,8
1681,1.0,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,14.28490636440899,15
1725,1.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,11.928187302393154,12
1726,1.0,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002,12.965200121464344,13
1737,1.0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12.484455979973811,12
1750,1.0,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,11.888785960519042,12
1763,1.0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,15.651590143899487,16
1770,1.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,9.729907222027812,10
1783,1.0,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,15.399786931073113,16
1787,1.0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,10.698108052502862,11
1797,1.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11.128182264817937,11
1804,1.0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12.146975266328706,12
1821,1.0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,12.259900260838759,13
1891,1.0,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,12.999509234812125,13
1896,1.0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20.72936370812166,20
1903,1.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11.345246821660819,11
1906,1.0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,10.790754949961912,11
1907,1.0,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,12.912071612498517,13
1909,1.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,11.836128947550254,12
1911,1.0,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,10.490766081916995,11
1962,1.0,0.505,0.38,0.13,0.6559999999999999,0.227,0.1785,0.22,12.837706355368285,13
1965,1.0,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,13.466934115604264,14
1987,1.0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13.496752891861522,13
2017,1.0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14.064765566098668,14
2023,1.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,10.606667254339907,11
2066,1.0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,13.39975742564348,14
2083,1.0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11.33616132985803,11
2087,1.0,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12.19715736553345,12
2112,1.0,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,10.968258775415476,11
2117,1.0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12.272249466311978,12
2140,1.0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,10.662998258075323,11
2148,1.0,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,11.914409904680074,12
2171,1.0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8.116607012779033,8
2178,1.0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18.02305219523759,18
2180,1.0,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11.325943139129976,11
2186,1.0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16.516137403612944,16
2191,1.0,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12.208929537074026,12
2214,1.0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,15.552270311931416,16
2236,1.0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,11.991047061891877,12
2247,1.0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10.365454571269584,10
2255,1.0,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,12.872383883743037,13
2269,1.0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,19.18220705069249,20
2284,1.0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9.008694954580566,9
2289,1.0,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17.237982841548902,17
2338,1.0,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10.150979347074538,10
2346,1.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,11.788442865116316,12
2347,1.0,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,10.556835589636009,11
2364,1.0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,14.313838630187721,15
2370,1.0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,11.452190433584585,12
2395,1.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,11.354753337763558,12
2406,1.0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13.201383793075724,13
2415,1.0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12.204823011068743,12
2420,1.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9.063499479694704,9
2421,1.0,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,11.89232878449519,12
2424,1.0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14.294614828819121,14
2431,1.0,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12.310927231801893,12
2434,1.0,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,13.903129473365398,14
2437,1.0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15.481073155042171,15
2438,1.0,0.595,0.48,0.165,1.262,0.4835,0.28300000000000003,0.41,16.205824666045302,17
2456,1.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10.312779719465336,10
2471,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12.311714900761245,12
2477,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12.276468669670905,12
2491,1.0,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9.334039327506556,9
2525,1.0,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,13.531538004746796,14
2526,1.0,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15.323592056178123,15
2529,1.0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15.239118386496013,15
2545,1.0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,12.793076413877273,13
2560,1.0,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10.306586517241708,10
2582,1.0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,11.787212826969556,12
2586,1.0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,14.294611028232762,15
2613,1.0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9.288198652379817,9
2614,1.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,16.994214092551516,18
2616,1.0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9.30005597928589,9
2624,1.0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14.405191423477886,14
2636,1.0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,13.485270967823709,14
2637,1.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,12.555085720238218,13
2638,1.0,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10.124105150809001,10
2641,1.0,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,9.52778150742272,10
2650,1.0,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,9.336413247433695,9
2659,1.0,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8.196666063918517,8
2665,1.0,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,14.977996489911247,15
2666,1.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,11.61817098035699,12
2711,1.0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12.156679497324452,12
2716,1.0,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18.014317611851634,18
2721,1.0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14.378813540850178,14
2733,1.0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,10.87056345693625,11
2748,1.0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,13.3033325550621,14
2755,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10.316831451984347,10
2764,1.0,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337,12.552396141176475,13
2792,1.0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10.054673765182455,10
2793,1.0,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,12.322158051383754,13
2825,1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12.165710692251292,12
2834,1.0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,13.93458611883056,14
2835,1.0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,10.869755801770163,11
2838,1.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,10.346963512587811,10
2850,1.0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13.335695289806281,13
2875,1.0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14.301752775537325,14
2901,1.0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10.075968469915802,10
2909,1.0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13.5279087464828,13
2925,1.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,8.984864444503845,9
2928,1.0,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11.363408573175729,11
2932,1.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10.315303500862049,10
2947,1.0,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,10.896941573767675,11
2949,1.0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13.506504403611721,13
2954,1.0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9.058397793155935,9
2968,1.0,0.465,0.36,0.08,0.488,0.191,0.125,0.155,10.524436601032862,11
2983,1.0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12.450298718351634,12
3014,1.0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12.024435440556507,12
3038,1.0,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11.120051975557931,11
3055,1.0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,18.312236043170273,19
3100,1.0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17.242850739077802,17
3103,1.0,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11.391584781524054,11
3106,1.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17.636066763853137,17
3108,1.0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,10.601385092867792,11
3135,1.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12.36135383147428,12
3151,1.0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,13.991794226458342,14
3153,1.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14.425668050505397,14
3213,1.0,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14.396913317402468,14
3255,1.0,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,12.368532179921347,13
3295,1.0,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11.314752264018157,11
3302,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9.226405812763337,9
3316,1.0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,14.770065899219805,15
3333,1.0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,9.689840775509225,10
3343,1.0,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15.252838693675237,15
3354,1.0,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255,13.611741102577444,14
3363,1.0,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,12.33573642248141,12
3381,1.0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,10.88977783873889,11
3382,1.0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11.068393829597527,11
3386,1.0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10.11837194051707,10
3388,1.0,0.66,0.5,0.155,1.3765,0.6485,0.28800000000000003,0.335,11.93178171159784,12
3416,1.0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,9.704084707750113,10
3419,1.0,0.52,0.45,0.15,0.895,0.3615,0.18600000000000005,0.235,13.743265285516081,14
3424,1.0,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,16.79315008122187,17
3425,1.0,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15.28955790372434,15
3436,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11.045294333467158,11
3446,1.0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8.036508478628816,8
3463,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13.483250437554759,13
3482,1.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,6.873578643600876,7
3501,1.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,11.640378028656158,12
3504,1.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11.25961621882896,11
3527,1.0,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,12.335017136975026,13
3551,1.0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,11.408413125854555,12
3552,1.0,0.52,0.385,0.115,0.581,0.2555,0.156,0.14300000000000002,10.176752720967098,10
3554,1.0,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,13.711384701461034,14
3559,1.0,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11.150810821994039,11
3587,1.0,0.39,0.31,0.1,0.302,0.116,0.064,0.115,10.774740358269986,11
3605,1.0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,8.802530156139886,9
3611,1.0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11.142729219983547,11
3641,1.0,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,13.743233050394945,14
3644,1.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9.149476882444002,9
3655,1.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21.593300741610516,21
3662,1.0,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17.64866349242155,17
3674,1.0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13.44987462626932,13
3732,1.0,0.57,0.445,0.155,0.733,0.282,0.159,0.235,13.959046078837762,14
3738,1.0,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,12.994155774197273,13
3749,1.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,10.82281303481437,11
3753,1.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000005,10.59899052938891,11
3756,1.0,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,16.966692485694175,17
