,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
238,1.0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,8.726961917727321,9
245,1.0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,5.704649261388442,6
254,1.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8.408866983089487,8
256,1.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8.377906836410776,8
264,1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8.182777565626456,8
266,1.0,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8.189096463458608,8
272,1.0,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,8.806054333556451,9
274,1.0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,9.636876482750164,10
278,1.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002,7.188331813155408,7
292,1.0,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6.215984593382941,6
294,1.0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6.29911601430204,6
295,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,8.873552728456731,9
302,1.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,7.987509165778943,8
308,1.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,8.739113428747043,9
310,1.0,0.675,0.525,0.17,1.711,0.8365,0.35200000000000004,0.475,9.327188730116104,9
321,1.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9.058429743101444,9
326,1.0,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5.22406232917191,5
327,1.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998,7.630138141496676,8
332,1.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,6.978655993545268,7
347,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7.056610642816983,7
349,1.0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10.159279987360065,10
368,1.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8.292105483040416,8
371,1.0,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,7.855252643634413,8
373,1.0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9.154883322832077,9
377,1.0,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10.096691114170909,10
378,1.0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,10.916079540742187,11
385,1.0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10.117989454274252,10
391,1.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,8.956654187544373,9
406,1.0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10.17022418062534,10
421,1.0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,9.039114722594437,9
430,1.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,6.961163371528279,7
436,1.0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003,8.844438633598513,9
444,1.0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,11.89115640736581,12
446,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,6.745959462557317,7
447,1.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,6.79994999945542,7
454,1.0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9.439774279448828,9
461,1.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9.15406597609666,9
463,1.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11.605877011502336,11
480,1.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,9.7057182083972,10
481,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10.497859774551932,10
482,1.0,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8.314713605635603,8
485,1.0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,16.354057783720283,17
494,1.0,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,6.859995457867242,7
496,1.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,8.906413674497253,9
499,1.0,0.5,0.38,0.14,0.6355,0.277,0.14300000000000002,0.1785,7.845524936595938,8
500,1.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5.189891451686007,5
502,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9.169914587547531,9
504,1.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,6.960521102186043,7
508,1.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,6.728411537498139,7
509,1.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6.159847537889818,6
522,1.0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8.207496885564867,8
531,1.0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.35700000000000004,8.741563419886866,9
538,1.0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9.17145846147235,9
560,1.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,8.747717970436467,9
564,1.0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,7.885020027624511,8
581,1.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,5.834686595499988,6
591,1.0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,7.837375809083177,8
596,1.0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,8.58967229073156,9
598,1.0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10.461702283742387,10
602,1.0,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6.227559382718253,6
608,1.0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,7.642986171168031,8
610,1.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,8.702835604943708,9
614,1.0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,7.99604550373818,8
616,1.0,0.32,0.205,0.08,0.181,0.08800000000000001,0.034,0.0495,5.1525406159759175,5
618,1.0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7.170530191686984,7
619,1.0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,10.582995816661828,11
620,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9.450272440799719,9
628,1.0,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,6.683577428974944,7
630,1.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.117,0.1335,6.936907148020566,7
631,1.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5.1518923857811405,5
632,1.0,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7.112477149505759,7
643,1.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,8.709516614068814,9
648,1.0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9.173325493411603,9
650,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9.28990567302112,9
652,1.0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5.124679919472835,5
656,1.0,0.65,0.52,0.15,1.238,0.5495,0.29600000000000004,0.3305,9.571593106127663,10
658,1.0,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185,7.925911420642467,8
672,1.0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9.27266134210149,9
685,1.0,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,8.905706226263185,9
690,1.0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,7.753198373065082,8
692,1.0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8.163599684395246,8
693,1.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,8.586128539527559,9
694,1.0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,10.959782923480152,11
697,1.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,10.816433211969773,11
700,1.0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,6.710894692043712,7
702,1.0,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7.011094810355438,7
705,1.0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9.323259073768737,9
707,1.0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12.513364467195725,12
712,1.0,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,10.494842925055787,11
714,1.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.211416871192736,8
728,1.0,0.55,0.425,0.15,0.7665,0.339,0.17600000000000002,0.21,8.390835150064014,8
729,1.0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,9.738013238161091,10
738,1.0,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9.44233826932019,9
739,1.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5.020816845733153,5
741,1.0,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5.179127051226597,5
744,1.0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,9.793942793246542,10
748,1.0,0.58,0.425,0.15,0.8440000000000001,0.3645,0.185,0.2705,8.921984672728923,9
753,1.0,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,9.94757918983688,10
755,1.0,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999,13.711018092317943,13
759,1.0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,8.891530481323073,9
761,1.0,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,7.765065582827141,8
763,1.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7.126769386194323,7
765,1.0,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9.140299998702996,9
784,1.0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8.356930634730121,8
788,1.0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,15.913472983638744,16
790,1.0,0.53,0.38,0.125,0.616,0.292,0.113,0.185,7.74117372009189,8
802,1.0,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.279,9.420728905561768,9
809,1.0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,8.68151267278482,9
810,1.0,0.7,0.575,0.205,1.773,0.605,0.447,0.5379999999999999,13.165929282454808,13
816,1.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,5.811257254365788,6
820,1.0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9.07034952736998,9
821,1.0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,9.715035103015161,10
825,1.0,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,7.8084004599927965,8
831,1.0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,7.730398109314641,8
842,1.0,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6.090416809379747,6
845,1.0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,5.986072222323107,6
850,1.0,0.545,0.42,0.125,0.7170000000000001,0.358,0.112,0.22,8.114612656621905,8
851,1.0,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10.041817923347287,10
852,1.0,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,6.989297240323966,7
857,1.0,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8.305231969397715,8
860,1.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,8.743890630314556,9
872,1.0,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,9.347529832382303,9
878,1.0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,9.75915808980476,10
886,1.0,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,6.877518681739087,7
890,1.0,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8.002635104965306,8
892,1.0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,6.770580795118739,7
894,1.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6.208544887889881,6
911,1.0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,8.710611667648388,9
923,1.0,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,7.813065034953991,8
924,1.0,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,9.238465001498563,9
935,1.0,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205,7.291393301455539,7
944,1.0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11.168519410822388,11
953,1.0,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,10.509081898274323,11
958,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7.051336261184785,7
966,1.0,0.6,0.47,0.19,1.1345,0.4920000000000001,0.2595,0.3375,9.576413781070787,10
968,1.0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,8.636213598194766,9
970,1.0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,7.992426398749516,8
982,1.0,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.274,8.586172714832625,9
989,1.0,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,7.724037802864894,8
995,1.0,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,5.929937631380037,6
1003,1.0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10.46984639580504,10
1006,1.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,9.686647441142338,10
1010,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.202,0.305,10.016727213112304,10
1012,1.0,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,8.980432031497394,9
1018,1.0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8.136501231126374,8
1019,1.0,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9.36499125253856,9
1024,1.0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,9.980823849458414,10
1026,1.0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,7.113615133692425,7
1031,1.0,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11.32269041364027,11
1033,1.0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10.0339037219719,10
1035,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9.031522745374593,9
1042,1.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10.26850108575555,10
1044,1.0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7.258742826445404,7
1048,1.0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8.142133879685595,8
1050,1.0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,6.825173166837152,7
1060,1.0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,9.612246036425285,10
1071,1.0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7.352919741853553,7
1072,1.0,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505,7.885026328442432,8
1073,1.0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,8.696774170480094,9
1075,1.0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,9.994550452072446,10
1076,1.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,8.6271325675066,9
1078,1.0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9.36814617975039,9
1087,1.0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,6.754713574868064,7
1089,1.0,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8.082002811564701,8
1097,1.0,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6.108524298591861,6
1098,1.0,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,6.729534428345971,7
1101,1.0,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9.209446866321299,9
1106,1.0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,10.541477157802163,11
1110,1.0,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,8.947101968933257,9
1111,1.0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10.142562539985919,10
1113,1.0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,7.876559630049629,8
1120,1.0,0.545,0.435,0.135,0.7715,0.3720000000000001,0.14800000000000002,0.227,8.296028796794202,8
1126,1.0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,8.879451780762421,9
1132,1.0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175,7.651368722284644,8
1140,1.0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11.214249420907677,11
1155,1.0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7.061308203961829,7
1158,1.0,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,7.717770979772812,8
1160,1.0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9.21964640057493,9
1163,1.0,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10.277437438004746,10
1165,1.0,0.735,0.59,0.205,2.087,0.909,0.474,0.625,11.72793047496151,12
1171,1.0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,6.894144729025444,7
1175,1.0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,7.715052613400646,8
1176,1.0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,8.932498117399948,9
1177,1.0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,7.992005457461474,8
1180,1.0,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,9.820538789526989,10
1181,1.0,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,11.55936607488923,12
1182,1.0,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,9.699566469544626,10
1185,1.0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,9.692076621869774,10
1189,1.0,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,8.667551408183455,9
1193,1.0,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,6.708057671506575,7
1198,1.0,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,10.66656075651824,11
1199,1.0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8.398556732942293,8
1206,1.0,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6.008717436798955,6
1212,1.0,0.605,0.49,0.165,1.071,0.482,0.1935,0.35200000000000004,9.900112886686717,10
1214,1.0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10.197609193291648,10
1217,1.0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,9.645320765017054,10
1224,1.0,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105,6.856408512987569,7
1234,1.0,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,10.879658569276415,11
1239,1.0,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,7.822376402429687,8
1245,1.0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,8.673773643789676,9
1249,1.0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5.153660251795632,5
1251,1.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.326013248677853,9
1252,1.0,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,6.8527889045480705,7
1253,1.0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9.154668140144663,9
1255,1.0,0.47,0.375,0.12,0.487,0.196,0.099,0.135,7.7987665365593255,8
1264,1.0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8.207058810136022,8
1270,1.0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,6.959309939918772,7
1272,1.0,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,4.946398390941376,5
1274,1.0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10.151909408872331,10
1276,1.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,7.861158973155732,8
1277,1.0,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.28300000000000003,9.325954607623123,9
1280,1.0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9.436508178820548,9
1282,1.0,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9.290922090490076,9
1287,1.0,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8.255923416197707,8
1291,1.0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,7.622888999260986,8
1292,1.0,0.505,0.395,0.105,0.551,0.248,0.103,0.171,7.932628989072663,8
1302,1.0,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.28600000000000003,9.053149206979327,9
1305,1.0,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5.205326749110232,5
1319,1.0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,7.647753320390912,8
1334,1.0,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9.25807400510247,9
1335,1.0,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,5.734026964422505,6
1338,1.0,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,8.655794960276664,9
1339,1.0,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,10.857129188958183,11
1342,1.0,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,8.917950834906994,9
1343,1.0,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.412,11.206103952332741,11
1345,1.0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,9.621472154842081,10
1354,1.0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,7.888170052564553,8
1361,1.0,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7.048841448047666,7
1367,1.0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8.306177368277124,8
1373,1.0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.4370000000000001,10.024457612084422,10
1380,1.0,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,8.587662604755598,9
1382,1.0,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11.592633525408791,11
1395,1.0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11.183127272355065,11
1396,1.0,0.645,0.51,0.19,1.3630000000000002,0.573,0.362,0.36,9.87021547553409,10
1399,1.0,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,4.849766934702516,5
1402,1.0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,9.890463013858014,10
1411,1.0,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,5.970343879337717,6
1417,1.0,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8.096053877478663,8
1420,1.0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9.429296538860816,9
1421,1.0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,12.691384175821128,13
1424,1.0,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6.112919332077491,6
1443,1.0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,8.82157601571126,9
1444,1.0,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6.197669033191324,6
1448,1.0,0.585,0.46,0.165,1.058,0.486,0.25,0.294,8.772612474176814,9
1453,1.0,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,6.769214185405443,7
1457,1.0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,6.718518946961889,7
1465,1.0,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,8.963556725085137,9
1467,1.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,8.631219538536577,9
1469,1.0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8.009597411846054,8
1471,1.0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,10.625696588993566,11
1474,1.0,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9.093523353390092,9
1476,1.0,0.485,0.345,0.16,0.8690000000000001,0.3085,0.185,0.319,9.131901379989296,9
1477,1.0,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10.216950017411317,10
